model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Igfbp5,Cck.Cxcl14.Calb1.Kctd12,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Slc17a8,Cck.Cxcl14.Vip,Cck.Lmo1.Npy,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.3,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Nos1,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
Astro.1,0.18909457894213802,0.168303406721791,0.249144701152015,0.24334445315526101,0.141657264627281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001059992209634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003065124983605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001070330609906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001199514340479,0.0,0.0,0.0,0.0,0.00370910088347,0.0036773410855930003,0.010317837425414,0.003290342684011,0.036503125624964,0.056557381873469,0.016200715906417,0.0045028517896390004,0.025854055794983,0.04783515232226,0.00307096878691,0.048933435227188,0.026968736784213004,0.127216867398868,0.179953428592691,0.038730101347036,0.15716233221987402,0.055716277790668005,0.0,0.0,0.0,0.0,0.0,0.0,0.036259222084465005,0.05676884660005901,0.023975347164297,0.0,0.0,0.0,0.0,0.0,0.001729498777462,0.0011740498591880002,0.002145392079085,0.0018695312645240002,0.001640766802336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004350029337942,0.0,0.0,0.0,0.0,0.0,0.0,0.001114105125617,0.0,0.003216606225793,0.003562054889973,0.005558843326784001,0.001094456102944,0.004598003180821,0.0,0.0
Astro.1,0.009213897897383,0.0020411320729750004,0.008099096509746,0.003014331852416,0.003734798187451,0.0,0.0,0.008935562314156001,0.0,0.0,0.001062886268997,0.0033357499580400005,0.007010598158557001,0.003516054301941,0.016556450027042,0.014165230445392002,0.04920816246178,0.009990754613784,0.02072722679313,0.006057717066351001,0.039043639497585006,0.031332326754370005,0.004481659369503,0.10162858149404401,0.025166920031603,0.043031699664071006,0.043644334167614006,0.073566009333695,0.08337937571097001,0.063110030071947,0.0,0.0,0.0,0.0,0.0,0.0,0.104172702470157,0.070028245153593,0.020981362272213002,0.0,0.0,0.0,0.0,0.0,0.0018530731397920002,0.0,0.0,0.0,0.0,0.0,0.0,0.0015780692358110002,0.0038309245943180005,0.0,0.001719461715001,0.0010762396438830002,0.032612343898175,0.0,0.014827435994814002,0.0,0.0,0.001028408400242,0.0033489054442000002,0.007173612857062001,0.004255828382347,0.0018938313314470002,0.002458194510848,0.026225316476473002,0.003746360417317,0.010069875889146,0.0,0.0027134370661670002
Astro.1,0.099882616179609,0.04955635750224201,0.08273923549079101,0.050557867336746005,0.072218867201,0.0,0.0,0.004590236791197,0.0,0.0017271548759440001,0.005535798628586001,0.013648934154932001,0.018881251131711,0.0062193937672220005,0.035737824759473,0.042442634253884004,0.057434713622416006,0.001778275598776,0.0,0.0,0.001007100983314,0.0036998280964610003,0.0,0.015651282584987002,0.0,0.009228612605818,0.01006658667517,0.002143421178549,0.035173403585805,0.0033536141428300004,0.012011304103959002,0.002116485422964,0.0037494763932420004,0.017268181463999003,0.0021649032548700002,0.0033759208471240004,0.07846080677795901,0.005206054829811,0.0016036660536850001,0.010540065724875002,0.005280331681463001,0.004353048719353001,0.007109207248155,0.005687261072283001,0.00462894149668,0.0017876888848130002,0.001099780357823,0.0,0.0,0.001190175105122,0.0,0.004842457299687001,0.009209161095246,0.004894116377064,0.0016954540380030002,0.012035261305771,0.008638127773400001,0.002741470832086,0.002760925646141,0.0041447634410900006,0.0,0.0,0.0,0.0,0.0,0.0012607229841860002,0.001071946075314,0.010993636060433002,0.018416545613454002,0.016604390093845,0.002495790922006,0.102391144356547
Astro.1,0.017597979130918002,0.0027683355155040004,0.013514940189035,0.0047327400903810005,0.006142026248914001,0.0,0.0,0.002071870345787,0.0,0.0,0.0015261794741720002,0.006328428572486,0.018040815091431,0.0070312364064180006,0.046542050436591,0.031677052940865,0.12409012259758301,0.013414351235705,0.0045391913831290005,0.0,0.008756364711366,0.022664545042651002,0.0,0.061660386971162,0.006593751316361001,0.062063877792683006,0.089476934957202,0.017847766630008,0.222436454676699,0.020333010657361,0.0,0.0,0.0,0.0,0.0,0.0,0.06545307422858501,0.026540370235630002,0.008912793462217001,0.0,0.0,0.0,0.0,0.0,0.004205126855889,0.001914865760607,0.0017622077799650001,0.001233958084246,0.0,0.0,0.0,0.0,0.001307404844128,0.0,0.0,0.0016689137235110002,0.007961761549891,0.0,0.002632118809442,0.0,0.0,0.0,0.0,0.0,0.0,0.0028208327597160003,0.00253115420922,0.018476664864294,0.009298967117252002,0.017582919451003,0.0,0.0029431239217900004
Astro.1,0.08760533782540901,0.033031908686977,0.07316750625896101,0.039387212188128004,0.051337176628569,0.0,0.0,0.002675388755284,0.0,0.0,0.005203743705508,0.014678462465108,0.025421511869072003,0.008303855243609,0.048838874411664006,0.054051311956628004,0.090998713341936,0.003914875990733,0.0017856584760870002,0.0,0.0030266692884350003,0.010154080574044001,0.0,0.03503017013633,0.0020232472079630003,0.020207514510441,0.023011429587351,0.006126063389917001,0.08334071114901201,0.006116355113475001,0.005875865976133,0.0010969980623810002,0.002626022734122,0.009326396237824,0.0,0.0017264154632,0.038908677384084,0.010373281823617,0.004259546020127,0.004889290895305,0.002775354157746,0.002228481258167,0.0038194378013640005,0.0027459420662570002,0.005289166388115001,0.002362704424609,0.0015387741579500002,0.0010659307972100001,0.0,0.001223872868619,0.0,0.004469630635113,0.009722057677394001,0.0037274569932840003,0.0017615011758410001,0.011953191843588002,0.007585070353722001,0.002096466911532,0.0038983762387460002,0.0029929349855700002,0.0,0.0,0.0,0.0,0.0,0.0027610782462340003,0.0023038057205700003,0.021814252583852,0.019927287066167,0.022342102306802003,0.001330825368903,0.044440158784770006
Astro.1,0.18884384687836903,0.129665179039803,0.18022442758642102,0.137776982000605,0.15136564844954,0.0,0.0,0.0,0.0,0.0,0.0012808421100890001,0.0042820540736360005,0.005553483357656001,0.0,0.012121081538711002,0.019774613784175003,0.023824435689236003,0.0,0.0,0.0,0.0,0.0,0.0,0.004919741248347,0.0,0.001776442510791,0.0027735889955850003,0.0,0.021265015652085002,0.0,0.008467885610751002,0.0,0.0,0.011807768194066,0.0,0.0,0.007341687384868001,0.0,0.0,0.0065502168208680005,0.001625288771665,0.001176753615636,0.002496871200064,0.0022460324607340002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001560525187736,0.008366202202768,0.0024857228196240003,0.0,0.009036251182607001,0.001323802545345,0.0,0.0,0.0016155517254490001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004413349227733,0.005449171923445,0.004033267690043,0.0,0.021848537131700003
Astro.1,0.12015758754007001,0.232529904875158,0.203148536137913,0.327971058345083,0.11542691817105001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006887332059770001,0.0,0.0,0.0,0.001707285963869,0.006226395070568,0.007397814055002,0.028165800479247,0.007927865463142001,0.053647223786331,0.058792435903264,0.008688842941036001,0.0021842501615490003,0.021984989479319,0.031897544004959005,0.0013316375209640001,0.06877340401722,0.021294671546692002,0.10498518143347702,0.089620619261251,0.041137956141229004,0.08216961493998201,0.060885766676131006,0.0,0.0,0.0,0.0,0.0,0.0,0.131797734016359,0.055403809438284005,0.013214139977856,0.0,0.0,0.0,0.0,0.0,0.006684128173771,0.0063533560398430005,0.011430322600641,0.01155521309186,0.008600677069264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016066230755732002,0.0,0.0010660015618690001,0.0,0.0,0.0,0.0,0.0,0.0,0.002822750329101,0.0029244356765370004,0.00564671930929,0.0033691480727820002,0.011313960230430001,0.0,0.0
Astro.1,0.005665421467511001,0.0,0.004830844088375,0.0012839197227530001,0.001164049775579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035075121560210003,0.0,0.014105001286059002,0.008205356212804,0.075570774719996,0.006312311541928001,0.004837534146344,0.0,0.010278496291697001,0.01830790128682,0.0,0.045737258899863006,0.005791017411223001,0.042335335756856,0.118780835993571,0.025743154965413,0.49792456084062703,0.015180206087254,0.0,0.0,0.0,0.0,0.0,0.0,0.042319955081661004,0.019748081814821003,0.005604911841896001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059320860393280005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008548702127424,0.0011455195436010002,0.003023414460057,0.0,0.0
Astro.1,0.040159706158381006,0.022231397655506,0.030873165820877003,0.019606525650387,0.032810315264698,0.0,0.0,0.003252182689232,0.0,0.0,0.009551956616212,0.016003307202572002,0.019608420291080002,0.010045826135816002,0.02999213601374,0.031860386869295,0.036702632842679,0.0029488433685540003,0.0,0.0,0.0,0.0035657242190610004,0.0,0.01250001867796,0.0,0.009827846645423001,0.007621184820232001,0.0017320313714230002,0.016420498440248,0.0031625564168840004,0.015000611577780001,0.005783242649806001,0.009758358631054,0.018839478374189002,0.005936070696762,0.008049297514558,0.016509715889358,0.004362763800313,0.001818548272362,0.014521541941508,0.010456929266140001,0.009217171195115,0.012492253611996,0.010403496064403,0.008688578208839,0.0033300964912670004,0.0018462641962590002,0.0,0.0,0.0030178603321150002,0.0,0.004967471084355001,0.006226665288298,0.006278266448626,0.002275675953988,0.009934217404874001,0.002363048744931,0.004953179824397001,0.00300570304804,0.006668151775985001,0.0,0.0,0.0,0.0,0.0,0.00217181302364,0.002033842742138,0.008685473699992001,0.019511052982692,0.019520597111776002,0.0067341925709960004,0.366357287056613
Astro.1,0.0019361717300400002,0.001547390118485,0.001298294942216,0.0,0.002258996821436,0.0,0.0,0.0,0.0,0.0,0.004311559700533,0.0035364041871080005,0.0029199555196820002,0.002890261392033,0.0030406257899260004,0.0031649926795190002,0.0020499243025330002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007425907191580001,0.007669935482662001,0.008540576609833001,0.006655644034042001,0.009324304869278,0.009239465433709002,0.0,0.0,0.0,0.008439386887353,0.008849851442682001,0.009195848868298,0.009162424472025001,0.008596310212426002,0.0029852329805470004,0.0,0.0,0.0,0.0,0.0024272221434890003,0.0,0.0013475772460040001,0.0,0.0024732579994090004,0.0,0.001585625803526,0.0,0.0031441807411890003,0.0,0.0037981208239770002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003956314720623,0.0034611253505970004,0.008495377471542,0.831641380744441
