Gene,Expt,x,y
3110035E14Rik,1,4131,10531
3110035E14Rik,1,4140,10803
3110035E14Rik,1,4150,10813
3110035E14Rik,1,4151,10814
3110035E14Rik,1,4189,10639
3110035E14Rik,1,4304,10263
3110035E14Rik,1,4393,10754
3110035E14Rik,1,4488,10440
3110035E14Rik,1,4569,10449
3110035E14Rik,1,4577,10387
3110035E14Rik,1,4592,10335
3110035E14Rik,1,4595,10195
3110035E14Rik,1,4615,10783
3110035E14Rik,1,4616,10180
3110035E14Rik,1,4633,10267
3110035E14Rik,1,4650,10184
3110035E14Rik,1,4651,10947
3110035E14Rik,1,4663,10307
3110035E14Rik,1,4673,10368
3110035E14Rik,1,4673,10436
3110035E14Rik,1,4675,10429
3110035E14Rik,1,4690,10245
3110035E14Rik,1,4706,10693
3110035E14Rik,1,4714,10670
3110035E14Rik,1,4716,10215
3110035E14Rik,1,4724,11061
3110035E14Rik,1,4725,10197
3110035E14Rik,1,4727,10432
3110035E14Rik,1,4728,10267
3110035E14Rik,1,4728,10295
3110035E14Rik,1,4733,10207
3110035E14Rik,1,4743,10256
3110035E14Rik,1,4743,10388
3110035E14Rik,1,4747,10248
3110035E14Rik,1,4748,10580
3110035E14Rik,1,4750,10447
3110035E14Rik,1,4752,10723
3110035E14Rik,1,4763,10479
3110035E14Rik,1,4773,10231
3110035E14Rik,1,4773,10277
3110035E14Rik,1,4778,10877
3110035E14Rik,1,4779,10516
3110035E14Rik,1,4781,10361
3110035E14Rik,1,4784,10302
3110035E14Rik,1,4790,10251
3110035E14Rik,1,4792,10441
3110035E14Rik,1,4793,10680
3110035E14Rik,1,4794,10642
3110035E14Rik,1,4795,10780
3110035E14Rik,1,4796,10187
3110035E14Rik,1,4797,10307
3110035E14Rik,1,4798,10556
3110035E14Rik,1,4799,10684
3110035E14Rik,1,4800,10671
3110035E14Rik,1,4803,10527
3110035E14Rik,1,4804,10327
3110035E14Rik,1,4805,10854
3110035E14Rik,1,4806,10586
3110035E14Rik,1,4810,10587
3110035E14Rik,1,4814,10647
3110035E14Rik,1,4815,10897
3110035E14Rik,1,4816,10485
3110035E14Rik,1,4827,10686
3110035E14Rik,1,4828,10291
3110035E14Rik,1,4828,10415
3110035E14Rik,1,4830,10180
3110035E14Rik,1,4832,10775
3110035E14Rik,1,4834,10427
3110035E14Rik,1,4839,10367
3110035E14Rik,1,4842,10311
3110035E14Rik,1,4847,10557
3110035E14Rik,1,4847,10898
3110035E14Rik,1,4848,10634
3110035E14Rik,1,4848,10987
3110035E14Rik,1,4850,10575
3110035E14Rik,1,4851,10834
