Gene,Expt,x,y
3110035E14Rik,1,7176,14869
3110035E14Rik,1,7177,14868
3110035E14Rik,1,6539,16046
3110035E14Rik,1,6539,16522
3110035E14Rik,1,6540,16352
3110035E14Rik,1,6541,16342
3110035E14Rik,1,6541,16633
3110035E14Rik,1,6542,16053
3110035E14Rik,1,6544,16238
3110035E14Rik,1,6547,16219
3110035E14Rik,1,6548,16225
3110035E14Rik,1,6549,16629
3110035E14Rik,1,6550,16433
3110035E14Rik,1,6550,16526
3110035E14Rik,1,6550,16706
3110035E14Rik,1,6551,16049
3110035E14Rik,1,6554,16273
3110035E14Rik,1,6554,16700
3110035E14Rik,1,6559,16059
3110035E14Rik,1,6559,16525
3110035E14Rik,1,6562,16134
3110035E14Rik,1,6562,16415
3110035E14Rik,1,6563,16523
3110035E14Rik,1,6565,16332
3110035E14Rik,1,6567,15828
3110035E14Rik,1,6567,16424
3110035E14Rik,1,6567,16638
3110035E14Rik,1,6568,16240
3110035E14Rik,1,6569,16185
3110035E14Rik,1,6569,16594
3110035E14Rik,1,6570,16172
3110035E14Rik,1,6570,16324
3110035E14Rik,1,6571,16428
3110035E14Rik,1,6572,16418
3110035E14Rik,1,6575,16113
3110035E14Rik,1,6575,16343
3110035E14Rik,1,6575,16505
3110035E14Rik,1,6575,16532
3110035E14Rik,1,6578,16668
3110035E14Rik,1,6584,16173
3110035E14Rik,1,6585,16672
3110035E14Rik,1,6588,16180
3110035E14Rik,1,6589,14953
3110035E14Rik,1,6589,16468
3110035E14Rik,1,6589,16499
3110035E14Rik,1,6591,16166
3110035E14Rik,1,6591,16541
3110035E14Rik,1,6597,16493
3110035E14Rik,1,6597,16504
3110035E14Rik,1,6600,16396
3110035E14Rik,1,6600,16467
3110035E14Rik,1,6601,16504
3110035E14Rik,1,6603,16499
3110035E14Rik,1,6603,16659
3110035E14Rik,1,6605,16615
3110035E14Rik,1,6606,16278
3110035E14Rik,1,6606,16575
3110035E14Rik,1,6607,16501
3110035E14Rik,1,6607,16509
3110035E14Rik,1,6607,16642
3110035E14Rik,1,6609,16290
3110035E14Rik,1,6612,16277
3110035E14Rik,1,6612,16311
3110035E14Rik,1,6612,16489
3110035E14Rik,1,6614,15767
3110035E14Rik,1,6616,15818
3110035E14Rik,1,6616,16471
3110035E14Rik,1,6616,16621
3110035E14Rik,1,6617,16495
3110035E14Rik,1,6621,16283
3110035E14Rik,1,6622,16514
3110035E14Rik,1,6623,15014
3110035E14Rik,1,6624,16583
3110035E14Rik,1,6625,16645
3110035E14Rik,1,6629,16704
3110035E14Rik,1,6630,16248
3110035E14Rik,1,6630,16581
3110035E14Rik,1,6633,16459
3110035E14Rik,1,6633,16654
3110035E14Rik,1,6634,15486
3110035E14Rik,1,6636,16463
3110035E14Rik,1,6637,16439
3110035E14Rik,1,6638,16438
3110035E14Rik,1,6639,16415
3110035E14Rik,1,6640,15208
3110035E14Rik,1,6640,16605
3110035E14Rik,1,6643,16406
3110035E14Rik,1,6645,16595
3110035E14Rik,1,6647,16515
3110035E14Rik,1,6649,16613
3110035E14Rik,1,6650,15225
3110035E14Rik,1,6650,16394
3110035E14Rik,1,6650,16490
3110035E14Rik,1,6650,16598
3110035E14Rik,1,6651,16396
3110035E14Rik,1,6653,16465
3110035E14Rik,1,6654,15478
3110035E14Rik,1,6655,16479
