model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.3,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
Astro.1,0.094465093283602,0.011098552213484,0.012736249176339,0.003612117232388,0.046111331312697006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019952326835870004,0.0,0.0,0.0023603926467650003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005716690098048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8183346355715351
Astro.1,0.005569430565845,0.003152797214229,0.010849846360185001,0.001171471622128,0.006482203097613001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020754383507238003,0.001314158117588,0.0,0.051663175656888,0.030053627449921003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103162039633439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009488125952986001,0.0,0.0,0.0,0.0,0.0,0.0029176412454590002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026665647252195,0.725469668724804
Astro.1,0.0034484330389090005,0.001076565636629,0.008420222430955,0.0,0.0031759174146820004,0.0,0.0,0.544867985369135,0.0,0.029879888887407002,0.005704413060917001,0.006944076843701001,0.004236963692831001,0.107126026852634,0.026216857156977,0.008309329117628,0.018601288411635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002068777060745,0.0,0.0,0.001000937721309,0.0017060101687190001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003617553740963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001692776749344,0.0,0.0,0.0,0.009546322358897,0.0,0.001187472362208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042507290859252006,0.0,0.0048104777629880005,0.16188448874931402
Astro.1,0.03107940059233,0.048995628848097,0.020121743473793002,0.01276054177562,0.050060513946819006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001150653453156,0.0,0.0033332254901980002,0.004411441715646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037175289973660004,0.823920366052673
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002034625593965,0.010956893038940001,0.0,0.043218341801557,0.063470992109298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010505082253257001,0.8678538258929671
Astro.1,0.020410707623531,0.004791794506979001,0.007360831336360001,0.001212780036125,0.010776768151273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001478195244144,0.0,0.005690274627191,0.008598604452740001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077066597135350004,0.9310373793791951
Astro.1,0.031490133584598005,0.025066887977732003,0.017194754122686,0.020631083860941,0.022356361763252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029037623975850003,0.0,0.0,0.001458457485446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8776729041965471
Astro.1,0.012710983965615002,0.0014183856120490001,0.052455784448103004,0.001954242011068,0.001961719486491,0.0,0.0,0.0,0.0,0.0,0.48980554612776006,0.127093388381518,0.042373135593048006,0.024837203863959,0.0,0.0011779880607190002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042836458327346005,0.0023111525736370002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14602913659688002,0.0,0.0,0.0,0.043541796580685,0.0022974936076860003,0.003908733395565,0.0,0.0,0.0,0.0,0.0,0.0,0.0013322771858920001,0.0,0.0,0.0,0.0
Astro.1,0.11751611200333201,0.020775151983652002,0.458747469585276,0.051072295653105004,0.234709871069082,0.0,0.0,0.0,0.0,0.0,0.00133635829841,0.0,0.001733325951516,0.001367394770558,0.048296162517077,0.004924147212684,0.017160056922374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012058679233360001,0.00307395157867,0.0010258188293790001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001934962461829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005837235616721,0.0,0.001860381769554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025365251796875002,0.0,0.0,0.0
Astro.1,0.011212021693391002,0.016171791297172,0.006565622173973,0.0029287745409610003,0.016567083283922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012062159924053,0.0,0.001163992791901,0.0020797524588430003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001291513793254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021475775663900003,0.9264461322384331
