model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Igfbp5,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
Astro.1,0.0046800446834930004,0.004079462218457001,0.009432756254211,0.006922686275246,0.003115103140696,0.0,0.0,0.004237353348708,0.0037131802092470003,0.093195789424326,0.02658121930753,0.0,0.0010374232346090002,0.010133174644292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007097534238600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362861895423899,0.0024565061533220003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006044256197118,0.00132611082306,0.0,0.0,0.039263735657206006,0.0017813036839710002,0.186437188376186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221333312884666
Astro.1,0.054713606362171006,0.052051898059575004,0.024526297677629,0.11868319474592301,0.025928341585488002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027143637825290004,0.0037271353047810003,0.0,0.0,0.0013283192928520001,0.0,0.0,0.0,0.0,0.0,0.005857079514595001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016919341063059,0.6918580823997711
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019612508490536,0.08028208743449401,0.025801630720156003,0.7169025905641231,0.016282825462638,0.08927612856318101,0.002724257776041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034545176258318,0.006506796209034001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005135114247222,0.0,0.0,0.0015872908348080002
Astro.1,0.005158249741893,0.0038090030030990003,0.0015421549923690001,0.0,0.009324274008416001,0.0,0.0,0.0,0.0,0.0,0.011457120700897001,0.001009657485981,0.0022424809850770003,0.001151117169732,0.0035113449648390004,0.0021496693561290003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026367583455598004,0.001266617494506,0.008849603955162,0.00554031633002,0.004299516161492,0.0,0.0,0.0,0.0,0.0,0.051104047091464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011735214084473,0.0,0.032053407560348,0.8164672216845641
Astro.1,0.012390143684387001,0.0014367435144230002,0.001477324448343,0.002264833461213,0.005431468264712001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028689728628710004,0.016061279266074,0.0,0.056329906517218004,0.052605601534828,0.0,0.0,0.0,0.0,0.0,0.0017057307425090002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775748937313,0.837069688607307
Astro.1,0.0035544344077920002,0.0040267657310080005,0.0,0.0011372343980230002,0.0024052755355430003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004067553950663,0.0,0.0,0.002007363765604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799740275641831
Astro.1,0.0018730817072670001,0.0029066361359000002,0.0,0.002393538703326,0.001062654721402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006144408938316,0.0,0.0,0.00146356170953,0.0,0.0,0.0,0.0,0.0,0.003892622093739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002537022344341,0.9761172059326501
Astro.1,0.0,0.0,0.001977797847798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164949778287482,0.001587612407283,0.003484408269496,0.034947569634215005,0.0,0.0012971218488600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787633091569897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001131092220357,0.0,0.0,0.0
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019935855880149,0.07397227653990601,0.005582358778329,0.027589094658651003,0.17993220382215103,0.6707840681834011,0.010545910082469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003960268014638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013867201317570002,0.005328221385705,0.0,0.0
Astro.1,0.031274375285120004,0.007030380316351,0.019713564785976002,0.010897473380544,0.007047491219377,0.0,0.0,0.001964898870434,0.0,0.0,0.08671786351403801,0.011443675018035001,0.033572787601683,0.13792514226732,0.0038883753971310003,0.006699776010701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30755354502070503,0.001660580886412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021708918105935,0.0,0.0,0.307760544451999
