model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.3,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
Astro.1,0.13655151866853202,0.260856966683367,0.311768333697068,0.22286156739208102,0.040832323688255005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001598529195114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024139563065553003
Astro.1,0.013374329645056,0.010428347093706,0.055001942367607005,0.0032549434896190005,0.027457279719980004,0.0,0.0,0.0,0.0,0.0,0.727670043769812,0.0028531343555900004,0.003552449332964,0.0036336916105620004,0.0015693187663040002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001501472881297,0.0016604860838950002,0.0011159839847630002,0.0017532338064280002,0.001351785036718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014611677319124002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012361342405190002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034668314103330003,0.12240241015139301
Astro.1,0.199549413442933,0.045445177451113004,0.31277981054125104,0.026705069814468,0.382533666502382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024210524424511003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005694233201237
Astro.1,0.006463867915874001,0.008106783913305,0.0,0.00395227750804,0.004342718832652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032720327251720004,0.032264443838988,0.0,0.011260342860150001,0.016285520426442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016353812334632,0.896596907318136
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013331341129210002,0.0,0.0030140114297190004,0.004643421258486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002996219245473,0.986664572807555
Astro.1,0.001129177560398,0.001439825522511,0.0,0.0,0.0020631157837520003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003530604202375,0.0,0.0016375256960730002,0.0022464089888960003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859320751028101
Astro.1,0.001075239012031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908875516510002,0.016374798441681,0.0,0.013870069700137001,0.023494300390915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008631857601841,0.933496635036349
Astro.1,0.0,0.0,0.0,0.0,0.0,0.012532281595105001,0.0,0.12585756950361202,0.0,0.0,0.014781822744699,0.012583243566284001,0.008025474483107,0.800090956298652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003833601524716,0.0,0.0,0.0,0.0,0.0,0.0,0.009426259341489001,0.0,0.0,0.0,0.0,0.0,0.0013915246128460002,0.0,0.0,0.0,0.0,0.0,0.007454085076089001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.004377745556816,0.0,0.035920752255419006,0.0,0.00128996529993,0.0,0.0,0.005211844705361001,0.0,0.0,0.0,0.0,0.0,0.06007930580205301,0.001076704375612,0.0034562164951840004,0.0024432306892890002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010751014118290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838242199566218,0.004217757828756,0.0,0.022355533980031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011875184504817001,0.003211211392345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011521803671150001,0.0,0.0,0.0,0.0
Astro.1,0.087299690754322,0.004421915853202001,0.25613080309974,0.0014274494415260001,0.070469080623744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001030134721233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014070598387580001,0.0,0.0,0.029598714407020003,0.018254281752626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08755978466391101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011420378062562,0.0,0.0015528045642230002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002537544211572,0.423788382536931
