model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Cck.Calca,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Npy,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lypd1,Cck.Sema5a,Endo,Eryth.2,Microglia.1,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vsmc,Zero
Astro.1,0.300590976226211,0.09363855986260401,0.092090993924249,0.072880760824135,0.07571425507839301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005250420176796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08536693142174401,0.0075958600232530005,0.010712832343321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022580098137038002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051586653885024,0.0,0.013113959561648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105067277757885,0.05879085592946501
Astro.1,0.037514032758391005,0.008416938030261,0.009886180521411,0.018081837038837003,0.030565672944372003,0.0,0.0,0.0,0.0,0.0,0.030331919162083002,0.025896263640557002,0.07066571560761101,0.0,0.5114524590611831,0.053190545001710006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004844533496159,0.0,0.06113484579148801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008816356200505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00698829660682,0.019235790232682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005281636141610001,0.014279931533282001,0.079686044405968
Astro.1,0.29520043996799,0.31803902662969,0.154714790898275,0.11088183129791102,0.043139514698203006,0.0,0.0,0.012248234833042,0.0,0.0037514497720840005,0.0062488188664310005,0.005845022978668001,0.004955897980265,0.024524263423500003,0.0,0.0032816404544810003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015872030346080002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013027301230047
Astro.1,0.008048342682325,0.01274211503703,0.0035464835654440002,0.002136044834285,0.005468251073704001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004372522000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026522245507070003,0.9600096490901381
Astro.1,0.0031699791375050003,0.001342366988323,0.0,0.0,0.0021313923191610003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002778974681308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006237501649624001,0.9826771563083461
Astro.1,0.09884567512768201,0.08251777235564,0.039586974325557,0.031181896746992004,0.15176868691533002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001276113377199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006680711987978,0.587210550592959
Astro.1,0.012204503791194001,0.012226880648688002,0.004290002545627,0.003490191109364,0.012751799360643001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006012213706994,0.0,0.007048554423877001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027830974583362002,0.913978283806059
Astro.1,0.0,0.0,0.004268675130918,0.0,0.0,0.156569103705258,0.00926315882413,0.029878443995641,0.040499410094862,0.02811778251777,0.0,0.0,0.0,0.012812863986125002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005652329225557,0.0,0.0,0.0,0.0,0.0,0.7123845355169861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020467857059291,0.0,0.0017243674771510002,0.13255326859306102,0.009837907966625,0.0035577332622440004,0.26357515568842504,0.09170788878347101,0.085110113273117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002986410300636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030525941129865,0.018947743452896,0.0,0.003269474146085,0.0,0.0,0.0,0.006389278804872001,0.0013159463170480002,0.001557190763171,0.32324390982953005,0.0,0.0
Astro.1,0.041673485051768,0.013308944966043,0.009173733930449,0.005454927054899,0.011566043187428002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045870714560774004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008013809597778001,0.0,0.028280135790773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027034717590655,0.8073272933095881
Astro.1,0.006362931803298001,0.0021137947576480003,0.006749315821429001,0.0,0.004333061989992001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001358862099943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396224577302606,0.0,0.0,0.0,0.034586406396535,0.0,0.088878836384934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109597351865,0.45386206950115104
Astro.1,0.067370112307172,0.019742681404988003,0.184893543110865,0.005785123275958,0.06031962783865401,0.0,0.0,0.184305892168239,0.0,0.011355068465472,0.0033275261541930003,0.0,0.0,0.017187122856557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011396982631980001,0.0,0.001224481875814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026880425446199,0.40439589889620203
Astro.1,0.021255581358758,0.029554068711738,0.002646547737378,0.007324630775332,0.009439541959058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644805180570001,0.9279302815538201
Astro.1,0.24811322307680703,0.074912308914397,0.119591923542608,0.051962286951615005,0.11614084239435901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002819914896675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004801586987866,0.378871850477073
Astro.1,0.052849129253191005,0.007635660469162001,0.431264604415513,0.006371491978965,0.0033643507855250004,0.0019039340679500001,0.0,0.0,0.0,0.0012199375747470001,0.0022195597712420002,0.0,0.0,0.026395079226911002,0.37672938396223904,0.020680529063352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035066700127450003,0.0,0.0,0.0,0.0,0.0,0.063715537247609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.053005393983504005,0.022190059697802002,0.09715096634959501,0.022991401438063,0.05995897408918101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006015254243358001,0.0,0.729474645825898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027442048008850003,0.005947090511871001
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965888074212611
Astro.1,0.163701881749399,0.129601692147982,0.10145908194281401,0.36540266867501303,0.119284180893286,0.0,0.0,0.009556395777612001,0.0,0.0018055031735710002,0.0,0.0,0.0,0.0010005156251500001,0.001367677561287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004407993878676001,0.0,0.005458082831547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064679396362244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004004800061306,0.026534960847731003
Astro.2,0.001771012512914,0.002609847969955,0.0023789640597990003,0.002744259375416,0.0038836705753490003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003114850457797,0.0,0.005058959205646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011852607377357001,0.9661392504754531
Astro.2,0.011521799223584001,0.015744222154409,0.0011332049569,0.010001965225150001,0.019457377106039002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009906084557290001,0.005626774457171,0.011649441298509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040536277970172,0.874416131490176
Astro.2,0.040766152499601006,0.054002652025211005,0.014227127891879,0.010992732047273001,0.031693115469531005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019656216080088003,0.0018099968897940001,0.011522969042195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031155396516466004,0.7841580467641801
Astro.2,0.084195140396223,0.075726192371786,0.12371401617490602,0.021375805642516,0.039729953097695,0.0,0.0,0.0,0.0,0.0,0.00396069958149,0.0,0.0,0.0,0.005094379405254,0.0013388922284460001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014272608355188001,0.0019643860501880003,0.004296323649361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041729718864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036592690265564005,0.584704991642359
Astro.2,0.24784240572308502,0.33394748510690003,0.08701414143818201,0.20800549134214502,0.121271844074537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001138765142889
