model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Ndnf.Cxcl14,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Choroid,Endo,Eryth.2,Microglia.1,Oligo.1,Oligo.2,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,Pvalb.Tac1.Nr4a2,Sst.Erbb4.Crh,Sst.Erbb4.Th,Vsmc,Zero
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015247591542640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001232463254872,0.9950609063051571
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001398579953298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002699413302831,0.993775763524229
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014266575701920002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001245684858552,0.9954799145752151
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001347949583593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013043256872780002,0.9954651948751511
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001510883644704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013230720430720002,0.9951517678755961
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012724567440630002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011063258606800002,0.9952480619402161
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012072592153430002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001091316560713,0.9962364676089751
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013661936969430002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001191011066491,0.9957004136959811
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001234361588754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001165692428871,0.9957842279435201
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015330842168510001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001342477712056,0.9950651145369791
Astro.2,0.0,0.0,0.0,0.0,0.0019365823160290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015448123198880002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001415251208536,0.993460394809032
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013042943892400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001135037354515,0.9959282301743471
Astro.2,0.0,0.0,0.0,0.0,0.001062186250364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015333183889820001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001347989341113,0.9938972433208991
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016654795524610002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011826399556500002,0.9954122749807741
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007403087967714001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037497758153150003,0.9864328635976881
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015666040610270002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012444447762820002,0.9951206292967001
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013412325052180002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011023978540300001,0.9959740065985071
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148033653962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001294524745942,0.9951766089746601
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014336368303780002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012497808870510002,0.9956331859142591
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002379100013703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013328065425670002,0.9945570755618581
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011662559759430002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010106356165610001,0.9964601549210751
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016962945877750002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014921145766140002,0.9944012291994451
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014032222800700002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012471765192010001,0.9955391822188311
Astro.2,0.0010013621773340001,0.0,0.0,0.0,0.0012722902434420002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001619458131903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001170569416914,0.9940484704820651
Astro.2,0.0,0.0,0.0,0.0,0.0018049291275930002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145408283284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013303490079840002,0.9939214739373451
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018033948843970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012688723600220002,0.9949588072234631
Astro.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001373035369913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011972051470420001,0.9956665858113011
Astro.2,0.0,0.0,0.0,0.0,0.001050110606438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019923095014890003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001812519275978,0.9930782445854501
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001438044517456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011920214885350001,0.995637762363841
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001347007393096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001263292183078,0.9957014922827191
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149605878785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002483645855884,0.9932804297757251
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135790225635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012063070335100001,0.9956529470814971
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003682969110385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031804364070150003,0.9911077710422371
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014184575149630001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001503737139407,0.9951427034925561
Astro.3,0.00117913122806,0.0024520570211560002,0.0,0.0,0.0015343796332910001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001330120527039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001347785756398,0.991237008749075
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001561464791075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011224332243950001,0.9956982197397971
Astro.3,0.0,0.0015128432443660001,0.0,0.0,0.0013700511882060002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011425647688720001,0.0,0.0030309286528580003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676594510057,0.9878583867180221
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001554958957398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013691715703480001,0.9947831144616911
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014839655418810002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001430804438904,0.9953562367759371
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001178748735055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001066373783877,0.9963377618823581
Astro.3,0.0,0.0010972014135950002,0.0,0.0,0.0014782646315680001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002135283436372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025100810392930002,0.9909114307022611
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013442612182920002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015338306618830001,0.995236760323785
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012166951377000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996424926820146
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001426004746725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012754554476300001,0.995371844282899
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011781559145600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001140910688768,0.9960787370044121
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016875003862540001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015591926890900002,0.994926035127603
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001180745994059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020066294090240002,0.994863008738997
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011237963281350001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001014612943982,0.9964408516193761
Astro.3,0.0,0.0,0.0,0.0,0.001044539479909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007382356285343001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036947115151770003,0.9855478459193171
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007132554273481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001233109156797,0.9900299507870661
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012613682742560002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011173522663990001,0.9960831635355791
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001569177617535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013970504737290002,0.994740402177926
Astro.3,0.002486586917314,0.002884458369476,0.0,0.0013205568368370002,0.0033359067291180004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013167838175120001,0.0,0.005058075610972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004547218418741001,0.977570033141351
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016570516791690002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001251482494289,0.9948519940156141
Astro.3,0.002797918321543,0.007588086998541001,0.0,0.0023650384767490004,0.003298163305571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028289603696500004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001575116933519,0.9785285942129751
Astro.3,0.0,0.0,0.0,0.0,0.001141224652655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016860183225390001,0.0,0.00436876678259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010066877918236001,0.9809490691796591
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001474181878766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013855871227230001,0.9944613222985491
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001328085989835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001156538429418,0.995828120578309
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014302354916530002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001443408807357,0.9955442311824251
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013313775418190002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001159531119427,0.995436961946157
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001162520507518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121357157123,0.9959300487152151
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001834245299054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013167473488500002,0.9948158904632101
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014930982483670001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001257522747124,0.9952157838679471
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001438810824081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012749189250300002,0.9953458586649221
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026941928492370004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001507105278098,0.9939262729661601
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014891152579590001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013024968923860002,0.9952230497595961
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002637454710917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001459644406764,0.9933689968541021
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014919156341780002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001304874804113,0.9951915184018411
Astro.3,0.0,0.0,0.0,0.0,0.001199620442945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015521772370850001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017099258264440002,0.993428157863471
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015259359797650002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017128399001030002,0.994408298665949
Astro.3,0.0,0.0,0.0,0.0,0.0010826258915800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017475602767290002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162086787070002,0.9947412673104811
Astro.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001357341823785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011830003963,0.995715653067697
Astro.3,0.00107831228022,0.001233721619144,0.0,0.0,0.001369328431928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015670450359800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139697984806,0.9925693090739001
