model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Cck.Calca,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.2,Microglia.1,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vsmc,Zero
Astro.1,0.13677191983845702,0.261605961123837,0.313184302576454,0.224267280286248,0.040858758353479005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015469341812290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020657799721466003
Astro.1,0.013956043155652001,0.010903436047854001,0.057621882781701,0.003413649791202,0.028626349572963002,0.0,0.0,0.0,0.0,0.0,0.7390948380590331,0.0029129811169940002,0.0035890069237030004,0.0037346380647210005,0.0015775428890590002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001547503003558,0.001150653399184,0.0017966921486220002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015137428820946002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001288080765676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035632238933850004,0.10829364967411001
Astro.1,0.199407235684254,0.045607981972092,0.314303416245787,0.026912819102553002,0.382600047361466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024083428878354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004897587592419
Astro.1,0.007922119159618001,0.009942782756673001,0.0,0.004865400943413,0.005316197155134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003978874100001,0.0,0.013592409595255001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019845120453636,0.933371585824122
Astro.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035153476499740002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035078261862580003,0.991382440359249
Astro.1,0.0013363407788080002,0.0017048463779060002,0.0,0.0,0.0024431513173900003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019058463723980001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990229854466216
Astro.1,0.001312666588435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016841810881630002,0.0,0.016651816150395002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010431171183788002,0.9678858409135501
Astro.1,0.0,0.0,0.0,0.0,0.0,0.012691000395191,0.0,0.12693223613874002,0.0,0.0,0.014590263339377001,0.012490546910122,0.007901824604003,0.799483125644992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038514997424710005,0.0,0.0,0.0,0.0,0.0,0.009461020353682001,0.0,0.0,0.0,0.0,0.0,0.0013858679942770002,0.0,0.0,0.0,0.0,0.0,0.0075341694259780006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astro.1,0.004424675050716,0.0,0.036401201533414,0.0,0.001305065528704,0.0,0.0,0.005248740135601,0.0,0.0,0.0,0.0,0.0,0.059354485729728006,0.0010438781466280001,0.00336548019261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010833065149370002,0.0,0.0,0.0,0.0,0.0,0.0,0.8419172017370871,0.004240477434338,0.0,0.022425488505634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011966470531182001,0.0032145930973250005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001168803090589,0.0,0.0
Astro.1,0.09534778070863101,0.004827170587556001,0.28181175567272204,0.00156431166766,0.076995078478863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001094085991775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015209466776340001,0.0,0.031875431670729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523578552854801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012490501422016001,0.0,0.0017028541263390002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002736251950206,0.390748357616631
