Gene,Expt,x,y
3110035E14Rik,1,18388,17941
3110035E14Rik,1,18394,17771
3110035E14Rik,1,18394,17977
3110035E14Rik,1,18394,18023
3110035E14Rik,1,18394,18039
3110035E14Rik,1,18396,17910
3110035E14Rik,1,18398,17789
3110035E14Rik,1,18400,17219
3110035E14Rik,1,18410,17990
3110035E14Rik,1,18413,17986
3110035E14Rik,1,18419,17822
3110035E14Rik,1,18421,17881
3110035E14Rik,1,18427,17941
3110035E14Rik,1,18440,18015
3110035E14Rik,1,18461,17804
3110035E14Rik,1,18466,18039
3110035E14Rik,1,18468,17981
3110035E14Rik,1,18479,17849
3110035E14Rik,1,18480,17921
3110035E14Rik,1,18480,18004
3110035E14Rik,1,18491,17720
3110035E14Rik,1,18494,18037
3110035E14Rik,1,18386,19696
3110035E14Rik,1,18404,19691
3110035E14Rik,1,18425,19095
3110035E14Rik,1,18460,19418
3110035E14Rik,1,18463,18664
3110035E14Rik,1,18615,16000
3110035E14Rik,1,18632,16463
3110035E14Rik,1,18633,16462
3110035E14Rik,1,18673,16165
3110035E14Rik,1,18852,16217
3110035E14Rik,1,18895,16735
3110035E14Rik,1,18896,16388
3110035E14Rik,1,18956,16302
3110035E14Rik,1,18957,16301
3110035E14Rik,1,18957,16465
3110035E14Rik,1,18958,16360
3110035E14Rik,1,18984,16275
3110035E14Rik,1,18985,16276
3110035E14Rik,1,19005,16492
3110035E14Rik,1,19009,16265
3110035E14Rik,1,19011,16546
3110035E14Rik,1,19058,16497
3110035E14Rik,1,19095,15921
3110035E14Rik,1,19103,15919
3110035E14Rik,1,19184,16569
3110035E14Rik,1,19188,16278
3110035E14Rik,1,19190,16603
3110035E14Rik,1,19215,16648
3110035E14Rik,1,19253,16424
3110035E14Rik,1,19254,16425
3110035E14Rik,1,19266,16397
3110035E14Rik,1,19280,16600
3110035E14Rik,1,19289,16376
3110035E14Rik,1,19302,16735
3110035E14Rik,1,19337,16559
3110035E14Rik,1,19363,16376
