model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Ndnf.Cxcl14,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Choroid,Endo,Eryth.2,Microglia.1,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Pnoc.Pvalb,Vsmc,Zero
PC.CA1.3,0.002829024871767,0.003318722457352,0.001167189151103,0.001579911604806,0.0037098993549260005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033794885733080004,0.0,0.005540729820657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070920771950950005,0.9701136856788011
PC.CA1.3,0.005849023240478,0.006147841779179,0.001193815789115,0.0023712679604080003,0.005921286523529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001591636980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002267825664246,0.9742121717089771
PC.CA1.3,0.0032772486441440003,0.004091304145557,0.0015147859643700001,0.0019998551388400003,0.0038689406845570005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015989759973440002,0.0,0.005794143772597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004447591760578001,0.9727320233273311
PC.CA1.3,0.006570058922502,0.0038155767955470004,0.0028776101512370004,0.001542059151772,0.007419317044867001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012196652959382001,0.0,0.008053456934544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036398902957866006,0.920471265159394
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014048511231570002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016470953582230002,0.994958623806904
PC.CA1.3,0.010795721637513,0.00490618068136,0.00246583531767,0.0028179531390660002,0.009066994162395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033725040924690005,0.0,0.0,0.001373702464418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034303856584600003,0.960156015788537
PC.CA1.3,0.0033589813595400002,0.0032073753267280003,0.0,0.0014743864228860001,0.0035262318857920004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016631470775770002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018365900269490002,0.9839571191631081
PC.CA1.3,0.010640456193767,0.006858616033254001,0.0017848209173920002,0.002166721099996,0.011607089898527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030958157028438002,0.005735522317832,0.037287965503919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098843545779681,0.7935588630200281
PC.CA1.3,0.0,0.0011352460662650001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041746290495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002068048571825,0.9922670630010391
PC.CA1.3,0.0,0.0015368428792410002,0.0,0.0,0.004252499837856001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001028537944153,0.0,0.0014177091028860001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035651930385990002,0.98622457557256
PC.CA1.3,0.011743323814048,0.0052491821528590004,0.005847304106669,0.0033948870539070005,0.012230912602480002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010515997695490001,0.0,0.001534258203138,0.0,0.0,0.002057157200419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004091288310683,0.952128974076992
PC.CA1.3,0.0032088480049460005,0.003160834714746,0.0,0.0015399333751130002,0.00356203140529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025369361152840003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003138824208368,0.9810842005944731
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009098700379346,0.0,0.0015765900616670002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026802097698933002,0.9595596247268401
PC.CA1.3,0.0,0.0,0.0,0.0,0.00212588984345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002249637573306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001623136825912,0.9914728635898411
PC.CA1.3,0.00242774743202,0.0019234572016470003,0.0,0.0,0.002075760097226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017026071305798002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319989468613,0.9705812260487721
PC.CA1.3,0.0018576276917510002,0.0020960633768230003,0.0,0.0,0.0025384362095940004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001164131940644,0.0,0.0036410999723850003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004452931076165001,0.9823238861747211
PC.CA1.3,0.011377274342939002,0.003466262399614,0.002190091864065,0.002006386631486,0.008127347351232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014711842368810001,0.0023022919701790002,0.012394228136783002,0.0,0.0,0.008649534146749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033391993602039004,0.900521970842706
PC.CA1.3,0.002596085152149,0.0027867963985030004,0.0,0.001297258060145,0.003254570587693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011939635759860001,0.0,0.004615792010427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366491864208,0.9784146908038741
PC.CA1.3,0.00820418289949,0.0038918167928770004,0.0013357841334710001,0.0025883047236450003,0.008176650465698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004572755087075,0.0,0.007623772536957001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015931284786405,0.9464729009846891
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066086438137006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004627158186215,0.9256529342167771
PC.CA1.3,0.0026401813713550003,0.003540785997707,0.0020735015199560003,0.0013493098415850002,0.007738301670430001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003341123354257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029611244114720004,0.975301002990769
PC.CA1.3,0.0058577650228370005,0.007735740868652001,0.003993336442269,0.0034432032144120005,0.00936057052498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001966885868799,0.0,0.0033249389775620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005525972082036,0.9580897974901801
PC.CA1.3,0.002468804362345,0.002955053149665,0.0,0.001390251235469,0.003625391785464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001988676509409,0.0,0.004737333244726001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006065700982575001,0.9752188232930651
PC.CA1.3,0.0058150618693340005,0.006507972497906,0.0015238175144340002,0.003436006489615,0.005102995136833001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014442260457560002,0.0,0.019760225914621003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004925817880745,0.950936935167329
PC.CA1.3,0.0027454218916750004,0.0037813353903440004,0.0,0.001981707568466,0.003765237415641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002064007708748,0.0,0.002683090971564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00792933444882,0.9733802350232241
PC.CA1.3,0.0,0.0,0.0,0.0,0.0011515555565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002645586654637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017592883071150002,0.992234258727075
PC.CA1.3,0.0,0.0,0.0,0.0,0.0011174429882740001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003028681680754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020540033240420003,0.9913467778888021
PC.CA1.3,0.007107977050284001,0.005417462769009,0.002707278804366,0.0039711429229080004,0.006459257866936001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004371617594412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003235217413664,0.9654807358203681
PC.CA1.3,0.0018339180520760001,0.001896023035937,0.0,0.0,0.001985910599547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003949409515416,0.0,0.061285398885847005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011501231069851,0.9160109562531311
PC.CA1.3,0.001486107074149,0.001976250545615,0.0,0.0,0.0018173898231820002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001776129181926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021828746503100003,0.988789476332628
PC.CA1.3,0.0017532584413100002,0.002015632829968,0.0,0.0,0.0028263805911690003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021607867782790003,0.0,0.01793812817685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006034658390404001,0.9654306585569681
PC.CA1.3,0.019500634173624,0.029205266754590002,0.004686444501972,0.009104209710717001,0.018809648489595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004724641108489001,0.0,0.015499383128246001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01423974908084,0.8831923242017591
PC.CA1.3,0.002255789125286,0.002306802114861,0.0,0.001025776444202,0.003832152130766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004352754214770001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033442446986880004,0.980595430671206
PC.CA1.3,0.004805721268393,0.0012564369068380002,0.0,0.0,0.0024458938685310004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001084660304658,0.0,0.014218772321056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006121530757077,0.9679642763096221
PC.CA1.3,0.001901030560207,0.002306945582182,0.0,0.0,0.0026791582668360004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031495450714390002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002986924170276,0.98465860570271
PC.CA1.3,0.00130822446501,0.0,0.0,0.0,0.0019373820629090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019407244757706003,0.0,0.156393092868528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037401448817838,0.7812856424309461
PC.CA1.3,0.0024329824533650003,0.0025646079979300004,0.0,0.001062647269431,0.002760221528763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002886210651395,0.0,0.014867761930893002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010205544565798001,0.9613792265442491
PC.CA1.3,0.002773664233697,0.003118603895855,0.0,0.0015351911358920001,0.0035207380794310002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022736860676060002,0.001603435721176,0.006716891419717001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069769932641520005,0.9696825976052531
PC.CA1.3,0.0019126334814450001,0.0016911584499000002,0.0,0.0,0.002313391503964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334976091648,0.0,0.0031242191645220003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010437602531457,0.9751744698558571
PC.CA1.3,0.034339219665012,0.08756651477812501,0.021140009076386003,0.0453668219898,0.031701764819002005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004225870887273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002542985172112,0.7719598738874051
PC.CA1.3,0.0,0.0016265247148,0.0,0.0,0.002133363872471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002764970051817,0.0,0.09034613193783601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903827605093,0.8964695933019651
PC.CA1.3,0.014057517400513002,0.010468578797342,0.0013493165924880002,0.006768548283366001,0.015986324166558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022162822095450002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005289745926782,0.9420210387573331
PC.CA1.3,0.0035498381418,0.0011099144978430002,0.0,0.0,0.001943535175844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039748030220100004,0.004425247848794001,0.014584707774112,0.0,0.0,0.007194296640432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015558094175347,0.9465368070866591
PC.CA1.3,0.0,0.0011586398703510002,0.0,0.0,0.0019022484787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005164977171737001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043623484229710005,0.985504038722368
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001425368779667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001252710136219,0.9943888597124981
PC.CA1.3,0.0029708912160210004,0.0026609020037230004,0.0,0.0013580047306710002,0.0038967655276220003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026972175234160002,0.0,0.020551749731422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006797277032081,0.95709133006138
PC.CA1.3,0.0018075112889310001,0.0019094940774780002,0.0,0.0,0.002194184867677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037994098758270005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00338721976717,0.98459570483741
PC.CA1.3,0.014620166732855001,0.014319187292942001,0.004745199001383001,0.007860044820087,0.014920507174508001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004048276308287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036514322102140003,0.9342750869007961
PC.CA1.3,0.001279774359209,0.0,0.0,0.0,0.0015026302694260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014973938469870001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002504611920593,0.991306732401187
PC.CA1.3,0.026720033101951,0.0053873324807370004,0.0035200066947460003,0.003521314511813,0.006642907091295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017070435975800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001605437895558,0.949401629272793
PC.CA1.3,0.003935264999917001,0.00258861550655,0.0,0.0012541158968970001,0.004173774720690001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012003727852510002,0.0,0.0047164256406850005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004089555493229,0.9763705612456611
PC.CA1.3,0.002418399111667,0.003654416846182,0.0017262431385570002,0.001867674267206,0.009020697184951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035793328061140004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035566117129530003,0.9731723344898601
PC.CA1.3,0.001096509070997,0.0,0.0,0.0,0.001328009954121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001894158014012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022634759142920002,0.991545213386237
PC.CA1.3,0.002003446252782,0.0021648019405050003,0.0,0.0,0.002443614061141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025682795767345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003346746771522,0.9618014010419521
PC.CA1.3,0.005022243674115001,0.004859852056244,0.0030320055464570003,0.0028471452659150002,0.007829597042205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167781249506001,0.001643878751872,0.019795966530148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014021804119299002,0.9347684484123151
PC.CA1.3,0.00279681437288,0.0031075879730140003,0.001005681614501,0.001316501114599,0.004585139719748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017442093587210002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023495002287300002,0.982758204406007
PC.CA1.3,0.0015888542801280002,0.0017635565896180001,0.0,0.0,0.0021603588439480003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032761110379870002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00313147674492,0.986037426154538
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010394216500817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001284678200919,0.9865911590886791
PC.CA1.3,0.00329494790556,0.003652273854776,0.0035584408933780004,0.0017372285646380002,0.009014398076708001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002268951393068,0.0,0.0038486023749960004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006908925906591001,0.963944847908434
PC.CA1.3,0.002598192927864,0.0022204036998980004,0.0,0.0010472636444330001,0.0031681183653420003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015688215614210002,0.0,0.003980960357379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005394046138674001,0.978812795196875
PC.CA1.3,0.010495001652701001,0.0033572863378770004,0.005825241142797001,0.0027958860465930003,0.04273570190469601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01137032455217,0.005240265362393,0.014017529361080002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046278657812987005,0.8566182275770441
PC.CA1.3,0.00205595537782,0.0,0.0,0.0,0.0016329101504260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008766031759473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005528523765226,0.9791992383731241
PC.CA1.3,0.001897646865262,0.002168901081466,0.001735422290634,0.0,0.006894090941916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001005812647832,0.0,0.003803213314979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037493049146410003,0.977431489137189
PC.CA1.3,0.0026583091691130003,0.0049307686275430005,0.0,0.001317078808889,0.005952629700762001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001065570028561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018717535100510002,0.9816337479548971
PC.CA1.3,0.022371714882335,0.021318257829435,0.00666633659172,0.014116828560202,0.014272766663439001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049234242491810005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003866247154742,0.9107703694742061
PC.CA1.3,0.0022837264896100004,0.0021197116672640004,0.0,0.001352662616988,0.005447961021167001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017415828813580002,0.0017613241794640002,0.022525303704276002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008269942277591001,0.9529385880325261
PC.CA1.3,0.0026746569916860003,0.001704574367036,0.0,0.0,0.0037340564245980003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001606572690247,0.0,0.0036283096000580004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005135390034858,0.9792867522238891
PC.CA1.3,0.004234520877131,0.001294297237081,0.0,0.0,0.0065384344675740004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010673717784304001,0.004783952462238001,0.008195071328788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045741080192737,0.917118637638717
PC.CA1.3,0.001416068078299,0.001558157094135,0.0,0.0,0.0019328441495630002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029248802128530003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029089800355750002,0.987573990764908
PC.CA1.3,0.0050764347713720005,0.00276525764782,0.0,0.002036226326087,0.007945160103754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001333715820835,0.0021951908606720003,0.005058220317304,0.0011933246496330001,0.0010802521303460001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006379633730425001,0.9637988580664961
PC.CA1.3,0.0010990757789000002,0.001967943435056,0.0,0.0,0.0010998552136760001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125092216308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012920280585770002,0.9925283409047181
PC.CA1.3,0.0034287413545360003,0.0030548247011960004,0.001572110121527,0.001344938527309,0.005514971919161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002635692851571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002416798310345,0.9794586107103
PC.CA1.3,0.013107415253840002,0.022331071961408003,0.012572618389426,0.01061691724336,0.014849892678877001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007933107991148,0.0,0.07833662238314901,0.0,0.0,0.002674042322974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014223464519551001,0.822063655720604
PC.CA1.3,0.004109289631723001,0.0021421328886530003,0.001238301962153,0.0,0.003283745019765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016263294049100002,0.0,0.017332952418354003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008425109710574,0.960404095505844
PC.CA1.3,0.0,0.0,0.0,0.0,0.001150895945915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008037841515463,0.0,0.010056958570206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028513473799545,0.9500965918763691
PC.CA1.3,0.005194720141082,0.0035557895552760003,0.00183604427339,0.001216048724245,0.0073570093310410005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001566740031384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001726463606525,0.9770365199616831
PC.CA1.3,0.0023592284207910002,0.001401720837655,0.0,0.0,0.003082114532691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004070652666393,0.0,0.011876137983288002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014734706455707002,0.9607522841539701
PC.CA1.3,0.0,0.0,0.0,0.0,0.0014354704747010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015729115137370002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018092265748050002,0.9930426945213281
PC.CA1.3,0.001246882902659,0.001117889911163,0.0,0.0,0.0037643149585010003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007709617596518001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023407692235400002,0.981971794142908
