Gene,Expt,x,y
3110035E14Rik,1,6399,15982
3110035E14Rik,1,6424,16419
3110035E14Rik,1,6483,16026
3110035E14Rik,1,6504,16357
3110035E14Rik,1,6559,15768
3110035E14Rik,1,6615,16076
3110035E14Rik,1,6640,15992
3110035E14Rik,1,6673,15849
3110035E14Rik,1,6716,15667
3110035E14Rik,1,6730,15863
3110035E14Rik,1,6777,15647
3110035E14Rik,1,6777,16098
3110035E14Rik,1,6793,15883
3110035E14Rik,1,6794,15762
3110035E14Rik,1,6798,15748
3110035E14Rik,1,6800,15741
3110035E14Rik,1,6807,15755
3110035E14Rik,1,6816,15979
3110035E14Rik,1,6823,15777
3110035E14Rik,1,6827,15758
3110035E14Rik,1,6827,15972
3110035E14Rik,1,6836,15685
3110035E14Rik,1,6839,15978
3110035E14Rik,1,6841,15921
3110035E14Rik,1,6843,15852
3110035E14Rik,1,6845,15696
3110035E14Rik,1,6850,15790
3110035E14Rik,1,6855,16287
3110035E14Rik,1,6864,15920
3110035E14Rik,1,6865,15795
3110035E14Rik,1,6873,15630
3110035E14Rik,1,6876,15987
3110035E14Rik,1,6877,15640
3110035E14Rik,1,6879,16128
3110035E14Rik,1,6882,15884
3110035E14Rik,1,6894,15822
3110035E14Rik,1,6896,16031
3110035E14Rik,1,6896,16140
3110035E14Rik,1,6897,15755
3110035E14Rik,1,6900,16029
3110035E14Rik,1,6901,15688
3110035E14Rik,1,6901,15972
3110035E14Rik,1,6907,15767
3110035E14Rik,1,6908,15696
3110035E14Rik,1,6916,16018
3110035E14Rik,1,6919,15841
3110035E14Rik,1,6919,15863
3110035E14Rik,1,6919,16239
3110035E14Rik,1,6923,15675
3110035E14Rik,1,6924,15777
3110035E14Rik,1,6924,16183
3110035E14Rik,1,6926,15744
3110035E14Rik,1,6928,16102
3110035E14Rik,1,6931,16598
3110035E14Rik,1,6935,16166
3110035E14Rik,1,6936,16081
3110035E14Rik,1,6938,15805
3110035E14Rik,1,6941,15779
3110035E14Rik,1,6942,15838
3110035E14Rik,1,6944,15791
3110035E14Rik,1,6944,16227
3110035E14Rik,1,6945,15792
3110035E14Rik,1,6945,15844
3110035E14Rik,1,6947,16217
3110035E14Rik,1,6949,16483
3110035E14Rik,1,6951,15758
3110035E14Rik,1,6952,15703
3110035E14Rik,1,6956,16106
3110035E14Rik,1,6958,15749
3110035E14Rik,1,6958,15858
3110035E14Rik,1,6958,16013
