Gene,Expt,x,y
3110035E14Rik,1,16591,14079
3110035E14Rik,1,16596,14277
3110035E14Rik,1,16599,14085
3110035E14Rik,1,16606,14079
3110035E14Rik,1,16614,14125
3110035E14Rik,1,16621,14788
3110035E14Rik,1,16636,14119
3110035E14Rik,1,16637,14118
3110035E14Rik,1,16638,14172
3110035E14Rik,1,16648,14137
3110035E14Rik,1,16660,14233
3110035E14Rik,1,16675,14137
3110035E14Rik,1,16683,14147
3110035E14Rik,1,16691,13649
3110035E14Rik,1,16700,14213
3110035E14Rik,1,16639,16304
3110035E14Rik,1,16652,16165
3110035E14Rik,1,16662,15710
3110035E14Rik,1,16664,15684
3110035E14Rik,1,16669,15527
3110035E14Rik,1,16671,16098
3110035E14Rik,1,16674,16168
3110035E14Rik,1,16680,15418
3110035E14Rik,1,16706,14335
3110035E14Rik,1,16711,14106
3110035E14Rik,1,16712,14279
3110035E14Rik,1,16717,14209
3110035E14Rik,1,16717,14301
3110035E14Rik,1,16720,13730
3110035E14Rik,1,16722,14350
3110035E14Rik,1,16724,14354
3110035E14Rik,1,16726,14104
3110035E14Rik,1,16729,14225
3110035E14Rik,1,16736,14247
3110035E14Rik,1,16740,14193
3110035E14Rik,1,16745,14338
3110035E14Rik,1,16749,14321
3110035E14Rik,1,16756,14216
3110035E14Rik,1,16756,14330
3110035E14Rik,1,16760,14085
3110035E14Rik,1,16764,14100
3110035E14Rik,1,16767,14382
3110035E14Rik,1,16768,14130
3110035E14Rik,1,16768,14324
3110035E14Rik,1,16773,14161
3110035E14Rik,1,16774,14435
3110035E14Rik,1,16785,14175
3110035E14Rik,1,16786,14175
3110035E14Rik,1,16792,14337
3110035E14Rik,1,16792,14382
3110035E14Rik,1,16802,14181
3110035E14Rik,1,16804,14206
3110035E14Rik,1,16813,14022
3110035E14Rik,1,16816,14254
3110035E14Rik,1,16820,14349
3110035E14Rik,1,16825,14242
3110035E14Rik,1,16826,14216
3110035E14Rik,1,16834,14327
3110035E14Rik,1,16839,14158
3110035E14Rik,1,16840,14402
3110035E14Rik,1,16842,14384
3110035E14Rik,1,16855,14476
3110035E14Rik,1,16862,14221
3110035E14Rik,1,16864,14223
3110035E14Rik,1,16887,14390
3110035E14Rik,1,16897,14233
3110035E14Rik,1,16898,13707
3110035E14Rik,1,16908,14532
3110035E14Rik,1,16915,14174
3110035E14Rik,1,16916,14120
3110035E14Rik,1,16923,14229
3110035E14Rik,1,16936,14345
3110035E14Rik,1,16944,14278
3110035E14Rik,1,16944,14287
3110035E14Rik,1,16947,14230
3110035E14Rik,1,16963,14220
3110035E14Rik,1,16963,14407
3110035E14Rik,1,16964,14506
3110035E14Rik,1,16970,14336
3110035E14Rik,1,16974,14222
3110035E14Rik,1,16976,14283
3110035E14Rik,1,16977,14366
3110035E14Rik,1,16986,14297
3110035E14Rik,1,16997,14314
3110035E14Rik,1,16999,14387
3110035E14Rik,1,17002,14214
3110035E14Rik,1,17002,14246
3110035E14Rik,1,17008,14512
3110035E14Rik,1,17012,14336
3110035E14Rik,1,17014,14595
3110035E14Rik,1,17019,14279
3110035E14Rik,1,17026,14477
3110035E14Rik,1,17027,14603
3110035E14Rik,1,17034,14293
3110035E14Rik,1,17034,14313
3110035E14Rik,1,17041,13750
3110035E14Rik,1,17045,14474
3110035E14Rik,1,17047,14620
3110035E14Rik,1,17048,14621
3110035E14Rik,1,17054,14662
3110035E14Rik,1,17057,14650
3110035E14Rik,1,17061,14626
3110035E14Rik,1,17065,14280
3110035E14Rik,1,17071,14416
3110035E14Rik,1,17076,14673
