model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Igfbp5,Cck.Cxcl14.Calb1.Kctd12,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.3,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Nos1,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009763498806451,0.366675950437566,0.6037826344487951,0.013110704845465001,0.005746952835449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006653734327474001,0.0,0.0,0.018423992011713002,0.053721173869755,0.041862523241806004,0.052772242032502005,0.017016198175876,0.016910120632183,0.019396205573231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046733660475864004,0.0,0.0029736936163,0.001312365852134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6505921538613081,0.019955860913294002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020120462431203003,0.0,0.028225038035230004,0.0
PC.CA1.3,0.005679201397263,0.0048507263628100004,0.0037297834193190005,0.002921669706681,0.005106051256579001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033644606971070003,0.007761900094862001,0.0,0.017095123567833,0.017732697772567002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013797422735338,0.001030188441567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008949408519999001,0.902530470384837
PC.CA1.3,0.0,0.0,0.0030895524271990003,0.0,0.0,0.003658190482362,0.0,0.029776687896405002,0.0,0.00321054853214,0.11033223258399201,0.08529018133626001,0.039602033528159004,0.07486295694217,0.013200215256572001,0.046219464520811,0.011214645215469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08034203495772001,0.18249891754941402,0.004615213327731,0.044740282332967,0.0,0.04764586509657601,0.071272780379929,0.0035567170408090003,0.0,0.08140074183295101,0.0,0.0,0.0,0.005283274534472001,0.0,0.016333630076986003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032335734701035006,0.00766728681351,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10433630504249701,0.011597749404557002,0.008855375951095,0.002418722657824,0.007602170910973,0.009846329431679,0.004406407620508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012897879878154,0.0,0.0029212056603470002,0.24717464518804702,0.06423972543244201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44774629347528305,0.018300704033329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005713492679133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018095269962223,0.0,0.019632489522422,0.008910442242030001
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258588904927404,0.470757291518521,0.26855676711041904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.007327338765154,0.0034681544788650004,0.0026538982205340004,0.002236876680109,0.005331151386702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068828767062070004,0.0,0.0024902403043750004,0.004926706122119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028452729906786003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198770213818001,0.930063484783721
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906649480396685,0.08553316731356701,0.007399419720054001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.022477007321773,0.0031418702823520005,0.007142724975123,0.002445780948379,0.01567461514685,0.0,0.0,0.0,0.0,0.0,0.0,0.001227662351132,0.0,0.0,0.0015274395090450002,0.0013539607433100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062108827596719006,0.003996545129015001,0.006420099939769001,0.031592328075798,0.016247757108403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136755686669596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001298634809085,0.0,0.10414168651678,0.5774124756221021
PC.CA1.3,0.001448726622276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014228235739510002,0.0017789833031080001,0.0,0.001210811943428,0.0,0.001020441194229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007196427244800001,0.0025812093310470003,0.001661300179918,0.0034179571640440003,0.0024314712473860003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7997027944555161,0.09153270780827101,0.001508737445402,0.002476947394488,0.0,0.0,0.0,0.0,0.0,0.0062252950910000006,0.0,0.0,0.0,0.007068493363302001,0.0,0.008650091851777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011103794489803,0.041719686582326006
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010976591631379,0.517557180407175,0.44289252055384704,0.024177013758373,0.0043805228972760004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.0076994855039380005,0.0025207271905000003,0.007647367425487,0.002025006013483,0.0038772629766960004,0.0,0.0,0.0,0.0,0.0,0.004522246643163,0.019529328478975,0.006346457733778001,0.0035615480101940005,0.0017771480129640002,0.007670223916462,0.0011455666173860002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005313515014646,0.0,0.0,0.004996830012968001,0.0035359289664930005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71161507451929,0.067302242369212,0.007856198653778,0.0027234260317230002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009543645280607001,0.0034138091293020004,0.007739656328846001,0.10358060079138601
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001987823508388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17221445954928302,0.6542145412226791,0.1512247670273,0.017794314990597002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011119258550959,0.0,0.0017665968768230001,0.003933005810327001,0.011107142442345001,0.0050591965692860005,0.032785062819834,0.002071502120987,0.006481548760586001,0.0018834864724470001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8219686220491791,0.051238043676853,0.002106042626914,0.0,0.0,0.014732126749973002,0.002615414154427,0.0,0.0,0.006486643821409,0.0,0.0,0.0,0.002982351904591,0.0,0.0020991497195020003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012173919817637002,0.003601525409357,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018362806523150002,0.0,0.0,0.001059346530431,0.001281584500834,0.0,0.004978185254939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245342777501476,0.45853589472187406,0.24341750840761803,0.002438806386243,0.0,0.005103527975240001,0.023295293082072,0.0,0.0,0.0030199627544100003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028846482790260003,0.0,0.0
PC.CA1.3,0.010961166589081,0.0036617289993630003,0.007285083670193,0.002972382314308,0.008001997025306,0.0,0.0,0.0,0.0,0.0,0.036831382087736,0.010555741491884001,0.014056443174589001,0.004113406139287,0.004997024865978,0.004314993798178001,0.002246499033891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081608928752468,0.004532027225032,0.017014283973092,0.017033448133045002,0.011298038619040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024304045783625,0.0038067346728030004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005958802243847001,0.0,0.0,0.0,0.0019955209869260003,0.0,0.0026068064603300004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013680237601160002,0.0,0.089254519513527,0.6139091568388041
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001146577863838,0.0,0.0012280008209880002,0.002823782694883,0.0,0.0,0.001032651971861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002070876683085,0.0,0.0,0.0,0.0,0.0,0.0,0.484102035128162,0.36010731337260704,0.13148146500409902,0.00784451580991,0.001578616636572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001021468319634,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006323108569936,0.0,0.0,0.012920674651376002,0.015635535859842002,0.008881385119354001,0.012139952151106002,0.008288157530958,0.00985921785224,0.010328281131691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00219642727403,0.0,0.0037846383930110004,0.0036841593947070004,0.0010283838324030002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308089145893019,0.30663139516764204,0.22198595784378103,0.027435573769707,0.0049175776208170005,0.002794893828137,0.0015031380108890002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016656711177887,0.0022894329737150002,0.0017613337515330002,0.0025766374805730003
PC.CA1.3,0.002787661731907,0.003154103732808,0.0015519948771060001,0.00151890468938,0.0050217022610250005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011280926395520001,0.006067684655459001,0.0,0.010158564038003,0.013191353117396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004134826399745,0.950056517264348
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595170626185811,0.130844827265295,0.005388552094976001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.005860387719700001,0.001256609080361,0.018779632614998,0.003398504442274,0.030732378641497003,0.026893569508272003,0.05233826988049901,0.029176415741363003,0.029264179399256,0.020372720757485002,0.046479473503310005,0.012745158903076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001865816702008,0.0,0.0,0.0012445416372430002,0.0,0.0030642587083740003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23298068988518902,0.13401837749741102,0.011222221897515,0.005317795884176001,0.0,0.10621798523820901,0.029539463480598,0.008589357099364,0.0,0.065875806081982,0.0028849104878540003,0.0011028536512480002,0.0,0.022695643900309002,0.0,0.031700073036682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032091837517591,0.026553517686733003,0.0011929661027350001,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060709394937180005,0.0,0.0,0.04460235512812501,0.042496901118381,0.024341244590232004,0.038804061458252,0.008951383636737,0.015530562563420001,0.009329124930507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004453728316416001,0.0,0.004057728585195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25124080385659303,0.34530083610988405,0.12099616456445801,0.033494113965677,0.0015588618267520001,0.008862352500832001,0.00744492988506,0.0,0.0,0.0023502934611550003,0.0,0.0,0.0,0.0,0.0,0.0023509395860430004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018941519363373002,0.002076571731774,0.00205754082441,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001051683614303,0.0012199520304270002,0.0,0.001286871297298,0.0011876239393330001,0.0013171700213880002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129387958129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285468201063219,0.392487393934835,0.26910478583978803,0.012577093997203002,0.0047718957695690005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001136159442618,0.020519862989674002
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005420436189236001,0.0,0.0,0.07648350046912,0.057761253831250005,0.044252936952270006,0.03424039152626,0.046748162115022,0.031972652819449006,0.04149427795544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002875811736167,0.0,0.0011507807857000002,0.002024700588336,0.0,0.0025833972992220003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26047384955582603,0.22802696388149302,0.067057332077328,0.039341838886188,0.002313529932999,0.0,0.0,0.0,0.0,0.014399916555196,0.0,0.0,0.0,0.002595345261869,0.0,0.012748449730564,0.0,0.0,0.0,0.0,0.0,0.001231613353899,0.0,0.0,0.017321276392435,0.0,0.001673493745974,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011396895399750002,0.0,0.0,0.0022000364796850003,0.0018026177373120001,0.00840090504712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012433830403990001,0.0,0.0,0.0015506473997960002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147719235649053,0.6067016159376311,0.16653798315803,0.03678229802184,0.018223998627518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001553093252532,0.0,0.001012131844001,0.0
PC.CA1.3,0.009654271374156,0.012421964696245002,0.005024629879737,0.006838174738730001,0.00584055736353,0.0,0.0,0.0,0.0,0.0,0.0,0.0018642830722740002,0.0,0.0,0.0,0.0017104822770490002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001427690142358,0.00199284343885,0.010983637306841001,0.0,0.003350283533365,0.0057650904726390005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008783331920194001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00415630140093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004967293719751,0.9094090415950811
PC.CA1.3,0.008596737784561001,0.011090692898565001,0.008363959080417,0.006883486127008001,0.009247422212231,0.0,0.0,0.0,0.0,0.0,0.0,0.001716702163844,0.0,0.0,0.002244135703623,0.0028398739170450004,0.0019097904122980002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026971869851490004,0.001193955621205,0.011593589048554,0.0,0.003689151554119,0.005978419708822001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17132673516510002,0.0034997293345590003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007819094734544,0.00580780822926,0.001567148666011,0.0,0.009928294240558001,0.007593876187103001,0.007453225008171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002846001691306,0.698791513220098
PC.CA1.3,0.013065981452446002,0.005915985405225001,0.010933908668866002,0.004455322423008,0.010718804991755001,0.0,0.0,0.0,0.0,0.0,0.007432296209401001,0.004418559850662001,0.0038277260203510004,0.001508447928644,0.006767047200982,0.004796077220128,0.003458902730844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008856313422773,0.0074221281303700004,0.00164230528357,0.009663437115299,0.009014477524250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013111913224059002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021514842111700003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004857235561656,0.0,0.019007952715805,0.8437277157305061
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009470427009664,0.021089912677068,0.026668106949091,0.008282390739177001,0.006212523498456001,0.011234416375918,0.007741731482512001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229948150118807,0.486014442955895,0.10810473713857201,0.043437525829983004,0.0026967745448040004,0.0,0.0,0.0,0.0,0.024662653815984002,0.0,0.0,0.0,0.001999420715929,0.0,0.003538880757386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003672820289926,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001335793364452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37694929607534705,0.48807445404431005,0.12433375483159001,0.006656680066915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013163656990802,0.0,0.001959920724692,0.17484810318593202,0.179252473040023,0.19405447118437003,0.069101428904825,0.069028364717794,0.059309981527071,0.070101576919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003534177215271,0.0,0.0,0.0,0.0,0.009173673145415001,0.001985009592935,0.0,0.0,0.0,0.0,0.0,0.0,0.016804269002939,0.037955820975889,0.007864635230521,0.016030452104815,0.0,0.0038443318692230003,0.005725165341143,0.0,0.0,0.006910128199626,0.0,0.0,0.0,0.003835322121545,0.0,0.008169385093101,0.0,0.0,0.0,0.0,0.0,0.001350022680003,0.0,0.0,0.037555689877874006,0.0014170882369240001,0.0,0.0
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061444524681776004,0.8816715596404271,0.038924872214162,0.014886565160766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC.CA1.3,0.005500741637400001,0.003538414021848,0.002593986108034,0.0022261719002060003,0.005317178309093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014520020616065001,0.015580536620157001,0.004208187595774,0.013392100508487001,0.01201549388359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006450698737251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026299067869294004,0.8840670637002701
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007471758222127,0.0036216040870790003,0.0016956934866730001,0.0,0.005628539658359,0.0028025490755480002,0.002325292095737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003375153578264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696347275122667,0.22567737914686803,0.031874664014924003,0.001000891218773,0.0,0.008487107065472,0.0,0.0,0.0,0.001031117337395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035843716308980003,0.0,0.0,0.0
PC.CA1.3,0.0037655235090450004,0.001256467694321,0.0035085599216120003,0.0,0.0019905311051910003,0.0,0.0,0.002111585511797,0.0,0.0,0.009335128411828,0.040460643889316,0.036246110399838,0.011630540846862,0.040380978333150006,0.055175781992023006,0.026673005105611002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026785614285973,0.007680814669809001,0.001177326009855,0.0,0.007588436348426,0.004454515303253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47496124426731506,0.031923494830607003,0.0013151370221560002,0.004939235927977,0.0,0.001186228552376,0.0,0.0,0.0,0.047329989291053004,0.0,0.0,0.0,0.011751599739744,0.0,0.014942904917050002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012088781414715002,0.007519614196075001,0.010003054400301001,0.09396322586149901
PC.CA1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010207112535760001,0.0,0.0018874586677260002,0.0025161078322300003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25212616628031903,0.509748130456401,0.036771362266429006,0.004561747786760001,0.0,0.0,0.0,0.0,0.0,0.132389109914686,0.0,0.0,0.0,0.004787941469297,0.0,0.050122303899543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
