Gene,Expt,y,x,neighbour
3110035E14Rik,1,13973.6083442216,6246.2818986692,49
3110035E14Rik,1,14931.960287594,6541.58584213756,159
3110035E14Rik,1,14106.4300078014,6847.67601698133,245
3110035E14Rik,1,14370.1099106744,6862.93746857296,257
3110035E14Rik,1,14180.8244040673,6938.29251599007,294
3110035E14Rik,1,14250.3612450451,6932.80154382389,307
3110035E14Rik,1,14097.740415103,6995.65295866024,341
3110035E14Rik,1,14891.702689282,6996.93415316981,368
3110035E14Rik,1,14372.4240302106,7004.9806513934,371
3110035E14Rik,1,14190.5311366094,7002.279912362,373
3110035E14Rik,1,14421.2278396944,7041.42836780755,388
3110035E14Rik,1,14633.1442718753,7018.47097366169,392
3110035E14Rik,1,14614.1024494337,7043.3969467377,3482
3110035E14Rik,1,14828.9560063055,7048.80002824435,413
3110035E14Rik,1,14903.1250092424,7044.52380388078,414
3110035E14Rik,1,13919.8086220671,7054.17246235533,426
3110035E14Rik,1,13784.8310308428,7048.87982598134,419
3110035E14Rik,1,14457.364832756,7046.04822332322,435
3110035E14Rik,1,14481.3492397503,7060.22735712903,435
3110035E14Rik,1,14719.2180717533,7082.68383529166,442
3110035E14Rik,1,14723.75464334,7082.1942424977,442
3110035E14Rik,1,14126.2129379725,7090.71032075058,451
3110035E14Rik,1,16333.0919670882,7096.62130326988,458
3110035E14Rik,1,13863.9771013644,7103.6851005635,465
3110035E14Rik,1,14434.9044381819,7089.28672119165,474
3110035E14Rik,1,15740.316537589,7124.20148465514,492
3110035E14Rik,1,14717.5766303935,7161.47612725726,502
3110035E14Rik,1,15135.1474998391,7152.76379309418,503
3110035E14Rik,1,13761.8613969109,7151.21370483826,509
3110035E14Rik,1,15036.7943901377,7202.18362051321,527
3110035E14Rik,1,16083.5272784754,7190.22763381534,531
3110035E14Rik,1,15128.4461936048,7227.58416286701,546
3110035E14Rik,1,15146.1447626165,7210.79487153162,546
3110035E14Rik,1,15035.8138491888,7255.19525610285,575
3110035E14Rik,1,14267.3921287249,7387.11634026201,653
3110035E14Rik,1,15416.1448919522,7380.89504585654,658
3110035E14Rik,1,15426.1505429623,7390.42478915425,658
3110035E14Rik,1,15739.3956974776,7489.24598595514,732
3110035E14Rik,1,15831.386109687,7546.41019167919,764
3110035E14Rik,1,15967.3034523576,7547.23331458655,769
3110035E14Rik,1,16131.3376198026,7595.98019747609,820
3110035E14Rik,1,15962.7367715602,7637.05017475589,836
3110035E14Rik,1,16159.9226355765,7715.75980110573,877
3110035E14Rik,1,16122.3899465202,7765.8865410412,904
3110035E14Rik,1,16318.7083265327,7858.71358319344,949
3110035E14Rik,1,16460.123222602,7991.46921582809,1023
3110035E14Rik,1,16556.6663180556,8018.91162383134,1025
3110035E14Rik,1,16546.6909219415,8044.61046549461,1046
3110035E14Rik,1,16738.6702964538,8128.33224464717,1100
3110035E14Rik,1,16524.2285036132,8119.05090932469,1091
3110035E14Rik,1,17526.9658403097,8341.83166208681,1206
3110035E14Rik,1,16779.014760398,8390.53372238312,1225
3110035E14Rik,1,17026.7407439315,8450.7358658728,1252
3110035E14Rik,1,16793.0386360326,8466.21796768444,1259
3110035E14Rik,1,17010.1000670502,8555.84755748277,1300
3110035E14Rik,1,16914.4912091535,8568.49622785498,1309
3110035E14Rik,1,17160.5649558104,8638.55920598843,1341
3110035E14Rik,1,17650.5525121161,8707.6732961422,1383
3110035E14Rik,1,17255.0088508358,8703.22075679206,1392
3110035E14Rik,1,17112.9305774342,8762.34824606643,1408
3110035E14Rik,1,17203.9524565708,8746.87878581263,1414
3110035E14Rik,1,17060.7888095475,8757.10636611632,1420
3110035E14Rik,1,17137.3413442081,8807.36777585223,1430
3110035E14Rik,1,17765.8304548505,8863.93035963056,1454
3110035E14Rik,1,15963.4039489515,8980.90349563811,1531
3110035E14Rik,1,17247.0911264789,9011.81748090303,1551
3110035E14Rik,1,17316.1078263536,9033.89223388209,1558
3110035E14Rik,1,17379.5584486033,9242.5950783827,1654
3110035E14Rik,1,17449.8447453665,9285.20547001698,1675
3110035E14Rik,1,17390.0166728268,9369.16848036448,1728
3110035E14Rik,1,15982.2262630869,9449.74577377133,1753
3110035E14Rik,1,16439.4847237336,9446.80723290914,1775
3110035E14Rik,1,18134.497023132,9496.45117503279,1778
3110035E14Rik,1,17445.5472138918,9493.51315464594,1786
3110035E14Rik,1,17525.0767046067,9493.90507634111,1791
3110035E14Rik,1,17562.5352324314,9623.83646943185,1841
3110035E14Rik,1,17689.3010057265,9684.50241758822,1864
3110035E14Rik,1,17561.1970840017,9749.74224906108,1896
3110035E14Rik,1,17539.6457454803,9746.18159403379,1897
3110035E14Rik,1,17624.8060140146,9845.35137056329,1945
3110035E14Rik,1,17635.0066864366,9904.31348799277,1973
3110035E14Rik,1,17855.8365441913,10025.9154247127,2024
