Gene,Expt,y,x,neighbour
3110035E14Rik,1,14182.2642789625,6195.19010306932,16
3110035E14Rik,1,13472.9536702999,6236.75345610993,34
3110035E14Rik,1,14441.6810167514,6388.19176736983,105
3110035E14Rik,1,14787.7193373858,6395.47850072333,120
3110035E14Rik,1,14152.9338537903,6558.31844980301,168
3110035E14Rik,1,15109.6460508138,6651.13624421901,194
3110035E14Rik,1,15393.7080550838,6659.04394155821,197
3110035E14Rik,1,14109.0132797916,6833.01679534508,245
3110035E14Rik,1,14112.9007461393,6846.13210032388,245
3110035E14Rik,1,14097.8872158822,6833.40163530056,245
3110035E14Rik,1,14105.8127635195,6843.2115005422,245
3110035E14Rik,1,14392.5136973826,6858.37565098848,257
3110035E14Rik,1,14372.0672306157,6860.46167260013,257
3110035E14Rik,1,14393.8840267397,6862.35028562665,257
3110035E14Rik,1,13971.8100210634,6889.76498187526,260
3110035E14Rik,1,13987.3667991942,6872.15820885247,260
3110035E14Rik,1,13769.2745543318,6886.28048380327,267
3110035E14Rik,1,14114.9758527574,6877.99922526006,268
3110035E14Rik,1,14237.0816945698,6904.85934537718,278
3110035E14Rik,1,14232.422868536,6900.87419341102,278
3110035E14Rik,1,14578.9259174275,6883.91429503026,282
3110035E14Rik,1,14565.6161203912,6886.65067749137,282
3110035E14Rik,1,14573.3236883695,6900.49847744209,282
3110035E14Rik,1,14579.4404044853,6901.93390969648,282
3110035E14Rik,1,14594.1566198101,6890.35070134789,282
3110035E14Rik,1,13955.5408501315,6891.52665101971,285
3110035E14Rik,1,13950.2552744251,6924.8311265744,285
3110035E14Rik,1,13951.6452078696,6919.4566175545,285
3110035E14Rik,1,13990.6086356962,6931.53338239251,290
3110035E14Rik,1,14373.3203183396,6924.00734791103,291
3110035E14Rik,1,14384.0515293213,6915.14950773001,291
3110035E14Rik,1,14373.1975940281,6910.41201704186,291
3110035E14Rik,1,14374.8229734579,6914.36054027981,291
3110035E14Rik,1,14369.098101975,6928.59466884451,291
3110035E14Rik,1,14809.1407613816,6919.86528021755,292
3110035E14Rik,1,14828.9965719675,6928.2542627021,292
3110035E14Rik,1,14840.107580484,6927.55216326939,292
3110035E14Rik,1,14631.0898555331,6933.29923167782,293
3110035E14Rik,1,14626.6287368245,6923.04202688856,293
3110035E14Rik,1,13674.4294370503,6958.18673915818,310
3110035E14Rik,1,13671.7041212977,6949.43755598064,310
3110035E14Rik,1,13680.6655679402,6951.42356494518,310
3110035E14Rik,1,13756.934251795,6942.5048114153,311
3110035E14Rik,1,14157.7160504849,6930.32132124161,312
3110035E14Rik,1,14155.1834511629,6918.04357010444,312
3110035E14Rik,1,14043.3005387221,6961.73181877729,313
3110035E14Rik,1,14057.9011153929,6955.51722987289,313
3110035E14Rik,1,14036.1921381874,6951.60111342505,313
3110035E14Rik,1,14036.8201621515,6936.00140881315,313
3110035E14Rik,1,14038.9984883847,6941.32550946053,313
3110035E14Rik,1,14054.9617949491,6935.50230027183,313
3110035E14Rik,1,14041.1571968139,6966.63738543462,313
3110035E14Rik,1,14684.4454078377,6966.37264666977,321
3110035E14Rik,1,14681.6218142026,6961.18410993952,321
3110035E14Rik,1,14696.2759078982,6955.71341485891,321
