Gene,Expt,y,x,neighbour
3110035E14Rik,1,15673.2232354721,6791.03972699205,231
3110035E14Rik,1,14031.4905453208,6214.35305070702,21
3110035E14Rik,1,14377.6401748548,6927.32154609115,291
3110035E14Rik,1,16809.230570204,12730.443659851,3189
3110035E14Rik,1,17788.7859688851,11178.8776693182,2459
3110035E14Rik,1,17260.3272641185,12274.5521592099,2939
3110035E14Rik,1,17018.8009472745,12557.3186493167,3081
3110035E14Rik,1,16680.892994797,12821.9085717983,3233
3110035E14Rik,1,17320.1664471178,12112.5223793669,2871
3110035E14Rik,1,17844.8505802698,10598.229868708,2242
3110035E14Rik,1,13687.5571624299,6937.71549901969,310
3110035E14Rik,1,17712.7328179125,12294.2867384467,2949
3110035E14Rik,1,14095.0693579445,6850.56250431654,245
3110035E14Rik,1,14380.665548395,7004.81986031634,371
3110035E14Rik,1,17639.4471652312,11603.6466233836,2635
3110035E14Rik,1,14622.7228311376,6374.69639292866,102
3110035E14Rik,1,14435.7088465804,7037.81464335145,388
3110035E14Rik,1,14628.2789634307,7089.60962867287,461
3110035E14Rik,1,14637.476332597,7108.53811361155,461
3110035E14Rik,1,15337.2806581045,7377.3074565148,642
3110035E14Rik,1,17633.8049231346,12185.379195968,2903
3110035E14Rik,1,15039.3162058088,7206.44159755116,527
3110035E14Rik,1,14628.6252668567,6897.4266674269,258
3110035E14Rik,1,14634.5217106557,6883.55632716846,258
3110035E14Rik,1,14634.2389506132,6895.5870688945,258
3110035E14Rik,1,16370.3524753761,7860.07692933793,961
3110035E14Rik,1,14182.3326092588,7061.96165717081,420
3110035E14Rik,1,15358.8669558587,7294.95197860028,613
3110035E14Rik,1,14950.9598056735,7122.77397904612,480
3110035E14Rik,1,14931.2325615776,7117.77326728256,480
3110035E14Rik,1,17578.5775896942,11852.0004790937,2734
3110035E14Rik,1,14559.2041735147,7059.3591109,437
3110035E14Rik,1,14556.4028667939,7062.88279494371,437
3110035E14Rik,1,14549.2100484109,7055.50476960886,437
3110035E14Rik,1,14550.7243870159,7074.30179048465,437
3110035E14Rik,1,13698.3069146138,6988.86697341545,360
3110035E14Rik,1,17335.6005556011,12098.9654171917,2866
3110035E14Rik,1,16877.4975716651,9460.2220819265,1772
3110035E14Rik,1,17670.7054838754,11815.0339440611,2724
3110035E14Rik,1,14166.0744478973,7107.97766703424,464
3110035E14Rik,1,13767.114953112,6965.29686902683,315
3110035E14Rik,1,13784.098913592,6954.47361120791,315
3110035E14Rik,1,15257.3011902832,7156.31431773273,505
3110035E14Rik,1,14532.3150498789,6967.65507094478,322
3110035E14Rik,1,14554.7266678136,6947.6576937909,322
3110035E14Rik,1,14534.5185968615,6951.94692892113,322
3110035E14Rik,1,14242.8055535313,6934.81425365723,307
3110035E14Rik,1,17310.7534447515,12334.8276065982,2977
3110035E14Rik,1,16730.8962020239,12700.0315680304,3175
3110035E14Rik,1,14976.4516349219,7222.70971791775,564
3110035E14Rik,1,13978.9000482326,7144.38383209089,495
3110035E14Rik,1,14729.3081361947,7173.34196725351,502
3110035E14Rik,1,13981.2992578499,7141.88797893239,495
3110035E14Rik,1,14195.4762339408,6988.06163417338,364
3110035E14Rik,1,17692.0131160906,9817.19267531013,1926
3110035E14Rik,1,14394.9052859941,6980.41202052795,340
3110035E14Rik,1,17825.7767039143,10541.4321622727,2226
3110035E14Rik,1,14527.7024860574,6929.11360353126,300
3110035E14Rik,1,14528.6582692288,6935.03661939454,300
3110035E14Rik,1,16922.0433279962,12648.444097713,3129
3110035E14Rik,1,14614.5118656381,6900.48457362743,280
3110035E14Rik,1,14359.8506226728,6998.86739334401,371
3110035E14Rik,1,13858.1377488556,7137.81999670814,488
3110035E14Rik,1,13875.4137861907,7127.58913235264,488
3110035E14Rik,1,13859.9126733846,7132.78676700963,488
3110035E14Rik,1,16818.8943837888,8232.09806286603,1146
3110035E14Rik,1,16814.1306715259,8371.87905976475,1220
3110035E14Rik,1,14314.0995337769,7128.02642063687,496
3110035E14Rik,1,14732.7493280162,7157.59762185579,502
3110035E14Rik,1,13984.6559406812,6967.35104822227,344
3110035E14Rik,1,14500.9493683232,6911.26100465364,284
3110035E14Rik,1,14812.675372467,7000.83332149199,370
3110035E14Rik,1,16526.8795679233,12847.6934476651,3253
3110035E14Rik,1,16529.6090294889,12849.9839279283,3253
3110035E14Rik,1,17069.0195756948,8488.38278023424,1267
3110035E14Rik,1,17246.0085157896,7990.20886644415,3482
3110035E14Rik,1,17449.4066346945,9317.15000485258,1709
3110035E14Rik,1,17430.7282262965,9331.84965725277,1709
3110035E14Rik,1,17450.7458190798,9321.73206175685,1709
3110035E14Rik,1,14234.4210506777,6912.65004306255,278
3110035E14Rik,1,15848.2471525716,7503.46648651244,744
3110035E14Rik,1,14669.0050337165,7128.70697926831,494
3110035E14Rik,1,14130.7409512013,6968.20229548155,332
3110035E14Rik,1,14130.1926225,6962.64316316847,332
3110035E14Rik,1,17581.9969880251,11848.7719133358,2734
3110035E14Rik,1,17573.5211389266,11845.2949793177,2734
3110035E14Rik,1,14895.5915371448,7155.45714716516,499
3110035E14Rik,1,16534.3743965179,12249.4440257478,2934
3110035E14Rik,1,17526.4682597728,11922.8501790965,2765
3110035E14Rik,1,15425.9632076194,7186.80248169914,530
3110035E14Rik,1,16735.6368737613,12958.8397176609,3306
3110035E14Rik,1,16714.116769909,12928.7504420601,3290
3110035E14Rik,1,17277.5102091823,12447.5274476245,3028
3110035E14Rik,1,17212.6371043883,8546.62608709889,1299
3110035E14Rik,1,17735.8630905944,9716.50109612904,1879
3110035E14Rik,1,13989.445492967,6937.96309184016,290
3110035E14Rik,1,14001.5848543012,6953.20031108982,318
3110035E14Rik,1,17459.4061527587,9201.68443730507,1637
3110035E14Rik,1,16389.1635700911,7886.25937041921,971
3110035E14Rik,1,15775.0217924626,7371.53685097685,652
3110035E14Rik,1,14543.0772901202,7007.99945700501,381
3110035E14Rik,1,18016.4457778017,10802.5049818733,2318
3110035E14Rik,1,17665.6540598832,9808.01995009782,1926
3110035E14Rik,1,17664.2295399282,9794.919787363,1926
3110035E14Rik,1,13674.6029778359,7041.14399550792,411
3110035E14Rik,1,13674.6391984189,7040.31388644012,411
3110035E14Rik,1,17915.4034178973,10981.7803892334,2392
3110035E14Rik,1,17739.1658888172,11551.4221936499,2605
3110035E14Rik,1,17162.5528491875,8694.6163543973,1385
3110035E14Rik,1,17185.6453705808,8716.76122562389,1402
3110035E14Rik,1,17902.9902731194,11134.2937824069,2440
3110035E14Rik,1,17960.1489101108,9601.87639102404,1835
3110035E14Rik,1,16608.4295303848,8198.07567423243,1124
3110035E14Rik,1,14898.1861539449,7142.27151204163,499
3110035E14Rik,1,16110.5017126384,7628.23879029013,827
3110035E14Rik,1,16101.5849275313,7613.43187269428,827
3110035E14Rik,1,16434.9620585405,13028.4019795703,3334
3110035E14Rik,1,17113.8188059129,8715.20159798936,1394
3110035E14Rik,1,17361.7834213144,9274.90116092576,1685
3110035E14Rik,1,17693.6558238181,11792.2758636326,2707
3110035E14Rik,1,16570.0920590202,12804.6597545127,3230
3110035E14Rik,1,16554.5302511862,7961.61060365992,1014
3110035E14Rik,1,16555.1638004771,7994.79987148609,1025
3110035E14Rik,1,16553.7415007195,7946.93629929862,1014
3110035E14Rik,1,15925.694258462,7451.64273045069,709
3110035E14Rik,1,17454.3117179235,9447.68891066428,1766
3110035E14Rik,1,17453.2345607498,9434.86925051187,1766
3110035E14Rik,1,16843.7825600373,8428.90442801595,1239
3110035E14Rik,1,15620.9014104572,7435.39634370238,693
3110035E14Rik,1,13773.5742914462,7046.85342183135,419
3110035E14Rik,1,13791.6004949598,7036.64000716148,419
3110035E14Rik,1,17780.7499814881,11251.3976579312,2488
3110035E14Rik,1,14223.104472713,6849.40957858415,248
3110035E14Rik,1,14233.8533197497,6835.42165017002,248
3110035E14Rik,1,15920.8264294507,7565.64930237927,785
3110035E14Rik,1,16526.4336145847,13089.3182026302,3359
3110035E14Rik,1,16529.0321716378,13073.1795117713,3359
3110035E14Rik,1,17785.1144724263,10298.7259029444,2134
3110035E14Rik,1,17741.0394737557,11308.5526651092,2506
3110035E14Rik,1,18027.145217469,10394.5447936128,2171
3110035E14Rik,1,18019.3363252345,10395.6410856218,2171
3110035E14Rik,1,17249.7372847753,8707.89026564124,1392
3110035E14Rik,1,16003.2105131961,7675.26923253458,859
3110035E14Rik,1,16536.1009983196,13184.030801363,3396
3110035E14Rik,1,16953.6843103345,8580.39896494947,1304
3110035E14Rik,1,17952.8041626283,10486.7116879296,2216
3110035E14Rik,1,16805.1088700134,12715.386681837,3189
3110035E14Rik,1,16808.2056721511,12726.9235007698,3189
3110035E14Rik,1,16798.9500003402,12713.2923584548,3189
3110035E14Rik,1,16802.8559026518,12732.1009593451,3189
3110035E14Rik,1,16596.1082650901,7998.14480439446,1026
3110035E14Rik,1,17568.050866538,9773.49553380693,1910
3110035E14Rik,1,17548.8880982858,9527.00955047259,1796
3110035E14Rik,1,17544.6370607665,9502.3045163265,1796
3110035E14Rik,1,17815.5006368775,9990.59979359861,2004
3110035E14Rik,1,17819.6175760533,9972.6259619173,2004
3110035E14Rik,1,17812.4522120813,9976.54262092268,2004
3110035E14Rik,1,16896.0275501183,8423.47833492608,1241
3110035E14Rik,1,16766.0320006316,8317.14600216238,1196
3110035E14Rik,1,16516.142740627,13050.6010865963,3346
3110035E14Rik,1,15831.3345551052,7603.39160623161,798
3110035E14Rik,1,17513.8779565379,9467.82367362154,1780
3110035E14Rik,1,17246.6323513567,8713.50864189551,1392
3110035E14Rik,1,17267.4811955054,8719.91334278012,1392
3110035E14Rik,1,16724.4903065745,8220.73504379356,1139
3110035E14Rik,1,15631.8848525506,7463.6449811789,718
3110035E14Rik,1,17052.1404619427,8651.62918512176,1357
3110035E14Rik,1,16908.5980090192,8333.76941718053,1210
3110035E14Rik,1,16902.571249222,8349.53877683079,1210
3110035E14Rik,1,13784.0539290536,7189.90977763326,514
3110035E14Rik,1,13778.7837324312,7157.5205367226,514
3110035E14Rik,1,17554.2205278458,9291.45409089351,1691
3110035E14Rik,1,17575.8672218684,9295.05814689161,1691
3110035E14Rik,1,16937.8469836524,8291.90386692722,1179
3110035E14Rik,1,15828.6266106851,7420.68144693595,689
3110035E14Rik,1,15840.3425599821,7433.52736586359,689
3110035E14Rik,1,17187.832857194,8628.80562260424,1341
3110035E14Rik,1,17766.4875774917,10123.7368436414,2067
3110035E14Rik,1,17714.0479564248,10228.3229105033,2098
