name,x,y
3110035E14Rik,13453.54856216272,17099.787413027425
3110035E14Rik,7625.619678176458,16023.499816137406
3110035E14Rik,12257.963985581573,18028.785537244727
3110035E14Rik,7164.210123718212,14765.423817445175
3110035E14Rik,6971.7231862324525,14419.97861188784
3110035E14Rik,6909.7705113722595,14591.140726802227
3110035E14Rik,8847.347903916014,17176.891244293965
3110035E14Rik,8864.14007208052,17186.295759983863
3110035E14Rik,12609.651163561271,16990.476504078688
3110035E14Rik,6907.895320348297,14519.283012455613
3110035E14Rik,6897.744700531367,14507.901656031212
3110035E14Rik,6967.914152080088,14400.700530388503
3110035E14Rik,6967.901910310887,14382.030623137607
3110035E14Rik,6847.275668614911,14245.986632791593
3110035E14Rik,6971.166190379313,13844.423763249933
3110035E14Rik,7154.515274906723,14876.912112095843
3110035E14Rik,11751.150931495147,17761.26293913073
3110035E14Rik,6953.6300093695745,13998.321307850458
3110035E14Rik,6878.234955442394,14386.87732464688
3110035E14Rik,8468.404237902954,17011.56813005768
3110035E14Rik,6922.758069367965,14374.600896273087
3110035E14Rik,10067.064858804588,17849.916252295938
3110035E14Rik,11223.380957467334,17955.70309605137
3110035E14Rik,11200.121131832828,17921.457181994792
3110035E14Rik,6968.199060178691,14468.233129071188
3110035E14Rik,7250.169957325505,15525.288343897973
3110035E14Rik,8223.644716221517,16680.767911780666
3110035E14Rik,10071.913115917898,17814.898697158806
3110035E14Rik,7097.4911321694235,14635.229146408452
3110035E14Rik,8470.125385116942,17023.638284477114
3110035E14Rik,8463.172653661857,17018.42555844136
3110035E14Rik,7966.415369710428,16563.081666955324
3110035E14Rik,7969.828197620216,16551.462038920716
3110035E14Rik,7878.622289224735,16278.510150631697
3110035E14Rik,7858.284559458124,16254.120008378766
3110035E14Rik,7077.145445165338,14508.66771709653
3110035E14Rik,6967.098056931128,14135.775611800973
3110035E14Rik,11391.017878749499,17952.662731830336
3110035E14Rik,7165.909639803045,14966.676915144766
3110035E14Rik,7779.107097711023,16241.69172310842
3110035E14Rik,6988.366306320297,14436.139792712875
3110035E14Rik,9802.790405741862,17771.36417566776
3110035E14Rik,6957.235384750028,13765.983960687701
3110035E14Rik,7108.578760936315,15129.477051545457
3110035E14Rik,8183.750840569117,16761.593858758195
3110035E14Rik,12347.741541120622,17345.754993422674
3110035E14Rik,12350.931706071706,17336.830238605766
3110035E14Rik,12188.161001492022,17491.80462969095
3110035E14Rik,7116.949311960243,14937.841418833723
3110035E14Rik,7122.674465131621,14930.680314508492
3110035E14Rik,11985.155710950083,17570.177442118224
3110035E14Rik,6975.6383349522785,13699.624367086044
3110035E14Rik,6994.347638379628,13695.347600418558
3110035E14Rik,6987.7736613868665,13690.910772760317
3110035E14Rik,9180.654052780568,17462.40743454511
3110035E14Rik,9085.568084463352,17301.855732136453
3110035E14Rik,7041.038892095778,14361.325771859474
3110035E14Rik,7027.0336835313465,14431.51020755244
3110035E14Rik,7046.169082972233,14437.298988242113
3110035E14Rik,7059.25846248113,14187.152850090535
3110035E14Rik,7863.287953537005,16467.149971755138
3110035E14Rik,6971.7180936990935,14644.634417108266
3110035E14Rik,11300.646814535627,17835.410349493017
3110035E14Rik,7360.695967127527,15345.206945789432
3110035E14Rik,7377.969719258424,15337.279847184713
3110035E14Rik,7110.812228123221,15264.45760184235
3110035E14Rik,13071.51154971765,16979.36132197903
3110035E14Rik,6954.251606696881,14233.677632198081
3110035E14Rik,6998.454396497136,14842.321291038821
3110035E14Rik,6969.641301914791,14199.87947379615
3110035E14Rik,7096.164817799372,14432.828405645258
3110035E14Rik,7101.021922336738,14428.833723639173
3110035E14Rik,6980.157029663211,14815.204036099061
3110035E14Rik,11570.119818641808,17707.545631864898
