name,x,y
3110035E14Rik,6855.37868147228,14109.66849577201
3110035E14Rik,7056.938512243669,13826.501692241503
3110035E14Rik,7018.667460901469,14882.738936320964
3110035E14Rik,12706.8624647564,16831.21534305389
3110035E14Rik,12105.592815829712,17331.727312505172
3110035E14Rik,7180.542994825851,15258.335359316716
3110035E14Rik,6902.327680125162,14590.202085622255
3110035E14Rik,10399.424547287766,17869.630032506455
3110035E14Rik,6964.864947243463,14551.635703234482
3110035E14Rik,6969.7022873860715,14533.219857403796
3110035E14Rik,6859.855880384927,14389.215195800178
3110035E14Rik,6871.517688826693,14385.612129170524
3110035E14Rik,7069.141309376951,14832.792440135066
3110035E14Rik,12917.54153636852,17159.04500897686
3110035E14Rik,7050.8402876564205,14837.859641191973
3110035E14Rik,7060.258850272545,14831.309038203595
3110035E14Rik,12642.173559338713,17449.224169730973
3110035E14Rik,12638.769247107324,17436.922336576023
3110035E14Rik,12812.558453811278,16671.907473678446
3110035E14Rik,8468.104545337714,17020.432656257588
3110035E14Rik,12342.237796648049,17320.55131622343
3110035E14Rik,11925.305041083184,17990.41254318826
3110035E14Rik,7157.754362590761,14951.169473774225
3110035E14Rik,7178.5546061907535,14940.535471284582
3110035E14Rik,12043.215504417005,17599.90492841442
3110035E14Rik,7352.266659845185,15556.00077388073
3110035E14Rik,10610.319074905907,17872.573668382403
3110035E14Rik,10602.375918628428,17877.867168207293
3110035E14Rik,10616.173749372823,17872.259363662208
3110035E14Rik,8152.537514101558,16597.112886978986
3110035E14Rik,7224.667451404572,14846.47296130682
3110035E14Rik,7169.492450563153,14987.173046313763
3110035E14Rik,7163.396221604811,14810.470619930651
3110035E14Rik,7645.077730530077,16018.08230673953
3110035E14Rik,7153.482539983835,14837.72593634895
3110035E14Rik,7171.203328896567,15255.866268410646
3110035E14Rik,6950.494903661365,14533.688587693203
3110035E14Rik,6958.0922907414415,14522.696477502906
3110035E14Rik,7141.526406563716,15052.621853873188
3110035E14Rik,7145.659627522561,15059.008956093741
3110035E14Rik,7147.0169360566215,13992.475086382588
3110035E14Rik,7124.614861053505,13976.527894889728
3110035E14Rik,7143.287067140224,13767.709829940559
3110035E14Rik,7208.186588118421,14771.041549904267
3110035E14Rik,13027.67456632122,16559.39059120763
3110035E14Rik,6981.59375596021,14412.937876862632
3110035E14Rik,6966.355706444456,14391.425525476861
3110035E14Rik,6981.359647525011,14406.188582446415
3110035E14Rik,7097.195767329323,14825.033905329363
3110035E14Rik,7080.355718538204,14721.454081171214
3110035E14Rik,9578.682455899934,17565.77954044384
3110035E14Rik,9596.862083182617,17568.7821762605
3110035E14Rik,9601.560223603667,17560.872496538745
3110035E14Rik,7617.281895659953,16088.690009940754
3110035E14Rik,11281.87591688285,17813.925781457445
3110035E14Rik,7147.270874409974,14317.003334018702
3110035E14Rik,7611.86344684465,16107.634991782166
3110035E14Rik,10401.288280364264,17856.42697465171
3110035E14Rik,10419.9742121165,17860.937582879695
3110035E14Rik,10405.402907806189,17859.13853436524
3110035E14Rik,10540.362493244204,17824.026856867076
3110035E14Rik,9400.2884457927,17483.001426134753
3110035E14Rik,12331.407850838068,17209.34610045851
3110035E14Rik,7066.608158747516,14925.827452630481
3110035E14Rik,7058.162134422672,14913.57331734768
3110035E14Rik,6964.754428975749,13772.847039288408
3110035E14Rik,10292.005734288503,17799.973248445946
3110035E14Rik,10303.074355887975,17791.51973134677
3110035E14Rik,10070.80390401397,17743.527158495508
3110035E14Rik,7388.125818745169,15575.480288151513
3110035E14Rik,7056.757898023777,14048.927946397525
3110035E14Rik,8564.288314478035,16940.042462337395
3110035E14Rik,12638.885185276342,17454.0898699756
3110035E14Rik,12647.733734923479,17455.858391557376
3110035E14Rik,6927.488932085707,13675.962234310988
3110035E14Rik,6939.607781279687,13673.897337706489
3110035E14Rik,7116.696505580118,15126.839766421495
3110035E14Rik,7149.110642870736,14814.001020769581
3110035E14Rik,11478.889716116533,17707.581858480196
3110035E14Rik,11394.088435096104,17971.27924711039
3110035E14Rik,6944.941448698235,14874.103493633786
3110035E14Rik,6964.928119675324,14868.938954386667
3110035E14Rik,7372.718952108373,15339.144552709093
3110035E14Rik,7382.658377694683,15337.942878838334
3110035E14Rik,6938.378472951043,14249.155517439716
3110035E14Rik,6917.884267817675,14249.73824163887
3110035E14Rik,9987.030403627094,17726.236680465903
3110035E14Rik,7035.324794868555,15048.104962980862
3110035E14Rik,7024.944093712037,15046.901249404
3110035E14Rik,6997.534302063612,14187.252426431192
3110035E14Rik,6928.510750933543,14829.660354477048
3110035E14Rik,10908.404275729568,17898.534426764243
3110035E14Rik,10919.307200286457,17912.77934401609
3110035E14Rik,7063.702995128504,14554.418329009526
3110035E14Rik,7005.195350862565,14506.356167945723
3110035E14Rik,8922.903761837862,17243.7771506498
3110035E14Rik,9336.817492742734,17445.988592046902
3110035E14Rik,9315.475590005975,17391.723702153908
3110035E14Rik,13255.89377741793,16820.34627612896
3110035E14Rik,6924.671360641893,14387.048990003124
3110035E14Rik,8042.043046625611,16435.796696329435
3110035E14Rik,7986.272485667435,16400.602848842285
3110035E14Rik,11824.88843753049,17751.814636428102
3110035E14Rik,10305.76546011884,17838.492125515662
3110035E14Rik,10311.640826271076,17835.97455340911
3110035E14Rik,7010.434621847696,14813.004723254977
3110035E14Rik,13003.511290732642,16664.71974558838
3110035E14Rik,8614.010410778079,16984.238319262546
3110035E14Rik,9906.417476257913,17678.473419595473
3110035E14Rik,12224.468032876866,17429.560721479775
3110035E14Rik,10251.681265030797,17699.757610377517
3110035E14Rik,10242.738655299849,17732.83235590293
3110035E14Rik,10483.80165724999,17897.43859076701
3110035E14Rik,12444.251776681778,17153.44826300164
3110035E14Rik,12375.045707965199,17453.17299751991
3110035E14Rik,7621.048276157578,15886.844549058771
3110035E14Rik,7625.324236204515,15876.377689843252
3110035E14Rik,7610.734451529767,15860.270008921527
3110035E14Rik,6965.167049044034,14218.358656097467
3110035E14Rik,8346.044265691085,16914.383156357893
3110035E14Rik,7374.245350910258,15411.368920714673
3110035E14Rik,8282.488556181375,16832.38935796353
