name,x,y
3110035E14Rik,6284.9750885005205,13157.372434292687
3110035E14Rik,11822.446100568786,18272.73708621845
3110035E14Rik,10317.258798094592,16578.74967700228
3110035E14Rik,11099.481465970011,18422.262029909452
3110035E14Rik,12109.250160628091,17331.150488629377
3110035E14Rik,6946.810534406149,13667.366740037654
3110035E14Rik,6990.75720843005,14192.631190020498
3110035E14Rik,7416.581018457225,15536.640761504963
3110035E14Rik,7388.128545008747,15525.960722215597
3110035E14Rik,7408.285487748015,15531.871597277148
3110035E14Rik,7404.136379799545,15536.482603778248
3110035E14Rik,8432.354537405468,16784.417424017098
3110035E14Rik,8443.799441985666,16769.573648066318
3110035E14Rik,12539.285693211026,17160.91846846778
3110035E14Rik,6956.580253524088,14624.145071544031
3110035E14Rik,6962.590240203027,14628.116552446838
3110035E14Rik,7167.906836711206,15261.398596321611
3110035E14Rik,7077.865206552717,13780.89904604837
3110035E14Rik,7121.0249105975,14931.13894885427
3110035E14Rik,6946.020669087055,14702.02144396022
3110035E14Rik,7006.873373214881,14819.346916141194
3110035E14Rik,7217.051411491921,14846.791028943097
3110035E14Rik,8564.572645054066,17067.505337451483
3110035E14Rik,7154.488882074847,14903.417364437408
3110035E14Rik,7246.467739670367,15045.193437442158
3110035E14Rik,6964.212922543384,14289.69061618683
3110035E14Rik,6974.230607961616,14280.77631587619
3110035E14Rik,9836.03930143253,18065.85590349248
3110035E14Rik,6999.7701593883785,14433.686926856893
3110035E14Rik,7609.173278140986,16127.43646022968
3110035E14Rik,7603.86472684813,16113.760601903217
3110035E14Rik,7592.390847981077,16118.888393644185
3110035E14Rik,12696.262217887977,17403.795011517628
3110035E14Rik,7247.3615476823425,15293.846141305934
3110035E14Rik,7908.421080068006,16404.991335998926
3110035E14Rik,6972.418677131195,14117.302619565111
3110035E14Rik,6973.01167802717,14122.643126741033
3110035E14Rik,6997.189583287977,14572.035495462542
3110035E14Rik,12764.890112296462,16672.594910099433
3110035E14Rik,9282.729717194332,17445.66591194678
3110035E14Rik,7117.464786697663,15134.16718833221
3110035E14Rik,7089.467239785823,14723.055501138702
3110035E14Rik,10395.788150596605,17776.044978168888
3110035E14Rik,10396.92547641162,17787.272751862904
3110035E14Rik,10399.171058173073,17793.813451017697
3110035E14Rik,9537.166443617773,16371.039777153821
3110035E14Rik,7225.800014474078,15399.52824831068
3110035E14Rik,7029.364991645761,14428.682947670653
3110035E14Rik,7034.140452013967,14631.11309543709
3110035E14Rik,6892.6376329350505,14302.317073233504
3110035E14Rik,11920.447512401348,17659.455440336464
3110035E14Rik,12098.142765353234,17347.075047861
3110035E14Rik,9280.957209209628,17491.375184786204
3110035E14Rik,9377.91749861194,17429.310363442124
3110035E14Rik,10187.753043584209,17903.124162424036
3110035E14Rik,11604.657393206913,17768.455875249365
3110035E14Rik,7047.429463588797,14770.414868829288
3110035E14Rik,7060.234191593088,14759.921103040173
3110035E14Rik,8551.789298480753,16880.831401895175
3110035E14Rik,7033.567511869291,14009.3379140067
3110035E14Rik,6934.800464006873,13685.74617908929
3110035E14Rik,6934.415127714747,13662.704262782645
3110035E14Rik,7004.9749803081995,14368.92959621782
3110035E14Rik,6997.013513513101,14352.759579390113
3110035E14Rik,8730.398949049257,17284.74464855732
3110035E14Rik,7731.357286582028,16046.693226050093
3110035E14Rik,7065.540496042122,14905.523099784525
3110035E14Rik,10969.793025537796,17978.755964984786
3110035E14Rik,10013.020794871825,17864.741477718253
3110035E14Rik,10939.387335309562,17903.413669799003
3110035E14Rik,7115.134491437202,14940.344709729714
3110035E14Rik,6957.426293768269,14421.253962125844
3110035E14Rik,7204.647768768538,15002.681961613633
3110035E14Rik,7189.611879847534,14995.140281589573
3110035E14Rik,7078.112807424816,14765.977511775973
3110035E14Rik,10064.278893676037,17671.278408927737
3110035E14Rik,7561.183933179343,15875.509345183706
3110035E14Rik,6987.325613987319,14819.04080912918
3110035E14Rik,12093.968365404946,17386.193325639528
3110035E14Rik,12097.560963591806,17374.086506720054
3110035E14Rik,7866.887558154926,16449.881351593558
3110035E14Rik,7151.662997851826,14717.77153316633
3110035E14Rik,7557.280249804222,15779.801190080261
3110035E14Rik,7571.47543016916,15804.449052458236
3110035E14Rik,6915.792852139183,14371.074037943508
3110035E14Rik,7621.086329220688,16069.364075055115
3110035E14Rik,7619.265842072061,16051.225218038971
3110035E14Rik,6927.351038272057,14254.907516215162
3110035E14Rik,6935.951706819008,14182.593853330476
3110035E14Rik,8060.650054856211,16600.865635811293
3110035E14Rik,6965.778829101446,14484.623862122222
