name,x,y
3110035E14Rik,6286.40138896443,14379.197728874631
3110035E14Rik,9522.770502420033,16358.742062876043
3110035E14Rik,10032.677981708508,16677.326865779698
3110035E14Rik,7037.58625128607,14634.884279706755
3110035E14Rik,6946.044750557745,14856.943961576313
3110035E14Rik,12575.792944179444,17069.426922184786
3110035E14Rik,6956.835513031825,14238.168836846091
3110035E14Rik,6945.767665659961,14248.315706513977
3110035E14Rik,6961.691839661953,14258.014430582161
3110035E14Rik,12121.370928329694,17330.02110574854
3110035E14Rik,6963.7973082181725,14120.307839064335
3110035E14Rik,6950.837783800719,13786.599101445456
3110035E14Rik,6971.263707721978,13788.861942050324
3110035E14Rik,7043.809787152369,14865.999500321255
3110035E14Rik,6847.940696798054,14223.967156016672
3110035E14Rik,7218.72961067604,14984.907346107775
3110035E14Rik,6989.937370543667,14179.688188168891
3110035E14Rik,7006.642568559568,14570.033715611795
3110035E14Rik,6996.407890252087,14587.715009562071
3110035E14Rik,7093.000578857114,14433.639134986694
3110035E14Rik,12277.876698430475,18101.038953781615
3110035E14Rik,8602.063679670982,17015.579711799623
3110035E14Rik,6931.928068650664,14157.068692305485
3110035E14Rik,6942.273695037515,14179.87392992828
3110035E14Rik,9883.983384317644,17758.627780982395
3110035E14Rik,7220.019648905071,14580.180884747173
3110035E14Rik,11339.06350630039,17846.78915662787
3110035E14Rik,13171.972968156097,16471.23802540057
3110035E14Rik,7607.080947196231,16128.704095123701
3110035E14Rik,6873.061581255783,14466.57155083861
3110035E14Rik,7053.523153163313,14806.140785919462
3110035E14Rik,6979.2168448627945,14491.051482802774
3110035E14Rik,10933.656109480833,17949.25931340041
3110035E14Rik,6914.499436219879,14667.16640686499
3110035E14Rik,6915.982137714924,14670.318943486067
3110035E14Rik,7202.836120216396,15114.87767956843
3110035E14Rik,7130.147103889074,15056.362129421119
3110035E14Rik,13205.976238906569,16855.574541145492
3110035E14Rik,7548.604715242647,15929.243210805731
3110035E14Rik,12041.957433713593,17592.473103646218
3110035E14Rik,12038.029413422602,17593.826241111175
3110035E14Rik,12039.635056984005,17582.70311965505
3110035E14Rik,7791.92538895408,16254.477017610065
3110035E14Rik,6964.534340212675,14701.18519842048
3110035E14Rik,8038.793674844972,16562.333185404117
3110035E14Rik,7147.781261256062,14819.330462505744
3110035E14Rik,8252.67122513033,16651.217935751196
3110035E14Rik,8255.226242133158,16644.03052079125
3110035E14Rik,7024.099147220124,14895.56036669002
3110035E14Rik,6912.905664506664,14828.249430788905
3110035E14Rik,6917.902921351219,14628.575858314623
3110035E14Rik,7430.206255224071,15358.222122273706
3110035E14Rik,6960.366074639035,14641.36414796117
3110035E14Rik,6980.958230815464,14640.970870165691
3110035E14Rik,6952.999174712268,13770.012431286088
3110035E14Rik,9032.408822052792,17390.27468410583
3110035E14Rik,6977.6237382232775,14126.68586038849
3110035E14Rik,6930.672473655035,14376.050055349499
3110035E14Rik,7166.885863943486,14807.478886282415
3110035E14Rik,7003.850298663873,13670.30706200398
3110035E14Rik,11917.469338334917,17600.99787215843
3110035E14Rik,6897.575050970585,14575.03064735728
3110035E14Rik,10826.575409062727,17974.517620624614
3110035E14Rik,12567.685696401042,16920.71811772163
3110035E14Rik,12555.841271820475,16931.95734842038
3110035E14Rik,6864.016212615774,14398.81926138113
3110035E14Rik,7126.560571534458,15120.717230211327
3110035E14Rik,7201.604894262571,15028.248586770473
3110035E14Rik,7154.187233461148,14952.441702951712
3110035E14Rik,6981.385428726974,14274.30503633368
3110035E14Rik,6981.154520047706,14284.99481971924
3110035E14Rik,7749.823192826974,16222.47464502214
3110035E14Rik,7138.146861833457,15042.2284075245
3110035E14Rik,10397.757337511543,18014.87274790237
3110035E14Rik,7375.76368247415,14837.855315172495
3110035E14Rik,7369.019056325502,14816.764270366912
3110035E14Rik,7185.420923846356,15353.147703348068
3110035E14Rik,7168.157282912399,15361.489054423648
3110035E14Rik,7168.337565156774,15346.43350353446
3110035E14Rik,7177.475034802419,15360.339996892533
3110035E14Rik,7068.380761568102,13831.403510123622
3110035E14Rik,7057.910271226008,13842.07268462802
3110035E14Rik,8492.243979572093,15501.962416829761
3110035E14Rik,12640.888366270081,16812.30737883647
3110035E14Rik,11432.56231075853,17771.659019620227
3110035E14Rik,7261.910030207876,15450.260270794957
3110035E14Rik,7885.12872156142,16364.194478999838
3110035E14Rik,8733.387575485094,17236.427442201944
3110035E14Rik,9959.48690735465,17756.8565775185
3110035E14Rik,7893.960641973171,16472.35182415303
3110035E14Rik,10465.293947578528,17929.371368914446
3110035E14Rik,10459.838806597376,17946.376529124336
3110035E14Rik,8904.355480995284,17347.231169108712
