name,x,y
3110035E14Rik,6949.242614793073,15959.157460769682
3110035E14Rik,10007.96769031564,18233.382950995983
3110035E14Rik,12922.329462757642,17137.776808878098
3110035E14Rik,7145.069304124542,13974.703068549748
3110035E14Rik,6919.705620027934,14247.20503378953
3110035E14Rik,10411.025710180094,17918.992556149726
3110035E14Rik,7768.677938004554,16168.046438753892
3110035E14Rik,7089.279608499759,14178.979962643587
3110035E14Rik,7172.98547944353,14951.263529434616
3110035E14Rik,12130.613993777,17315.552014558754
3110035E14Rik,6876.8171366442175,14468.010705824321
3110035E14Rik,6870.880755489062,14465.924003236736
3110035E14Rik,7724.672566120518,16223.944799754205
3110035E14Rik,8639.253402118624,17114.90542682017
3110035E14Rik,8635.117473053724,17119.154633303584
3110035E14Rik,7395.059011634348,15422.851434347973
3110035E14Rik,7374.788822076518,15343.560781532335
3110035E14Rik,6897.490300318815,14724.969311537634
3110035E14Rik,6878.012127077094,14747.502517450366
3110035E14Rik,11246.893635825643,17851.098774326212
3110035E14Rik,12844.679099262397,16538.327643976274
3110035E14Rik,7369.586924318905,14829.782852838014
3110035E14Rik,7018.180408795922,14537.16166654889
3110035E14Rik,7227.725949556561,14602.021424742341
3110035E14Rik,7126.0770100797035,14660.628308735268
3110035E14Rik,12038.86688494128,17604.891420449334
3110035E14Rik,12041.24432585757,17587.00447029717
3110035E14Rik,7040.915576145536,14817.770754742689
3110035E14Rik,6991.384857502076,14283.36649056871
3110035E14Rik,7224.560481794378,14836.5090378373
3110035E14Rik,11307.506605347462,17801.929172326785
3110035E14Rik,10374.557700382888,17906.263277199716
3110035E14Rik,7024.35277535745,14632.859441979324
3110035E14Rik,9472.975399388033,16893.213361011873
3110035E14Rik,9841.473288608657,17780.48218006261
3110035E14Rik,7249.076485574206,15046.025470758876
3110035E14Rik,7248.8274494122525,15045.018766322066
3110035E14Rik,8240.25706299091,16740.180879148586
3110035E14Rik,7204.20821107291,14775.239517325848
3110035E14Rik,8945.635742540506,17327.72073622868
3110035E14Rik,10918.816516310128,17931.209430552095
3110035E14Rik,6834.621023514103,14089.480532094625
