mode,norm,fold,xKey,xLabel,yKey,yLabel,val
constrained,mean,1,3.0,3.0,0.75,0.75,0.2694844483601733
constrained,mean,1,3.0,3.0,1.0,1.0,0.09152028724273752
constrained,mean,2,0.25,0.25,0.0,0.0,0.19161307359285568
constrained,mean,2,0.25,0.25,0.25,0.25,0.1170730144526411
constrained,mean,2,0.25,0.25,0.5,0.5,0.09414212732103565
constrained,mean,2,0.25,0.25,0.75,0.75,0.07836219870284157
constrained,mean,2,0.25,0.25,1.0,1.0,0.07668719455904098
constrained,mean,2,0.5,0.5,0.0,0.0,0.5226480146316511
constrained,mean,2,0.5,0.5,0.25,0.25,0.37255390123716636
constrained,mean,2,0.5,0.5,0.5,0.5,0.18284668363003004
constrained,mean,2,0.5,0.5,0.75,0.75,0.10617976479913284
constrained,mean,2,0.5,0.5,1.0,1.0,0.06283169379829166
constrained,mean,2,0.75,0.75,0.0,0.0,0.6722004035776991
constrained,mean,2,0.75,0.75,0.25,0.25,0.5314083811535611
constrained,mean,2,0.75,0.75,0.5,0.5,0.33769797890475356
constrained,mean,2,0.75,0.75,0.75,0.75,0.15358503506956905
constrained,mean,2,0.75,0.75,1.0,1.0,0.07805767166497857
constrained,mean,2,1.0,1.0,0.0,0.0,0.7604553485920644
constrained,mean,2,1.0,1.0,0.25,0.25,0.643097586896697
constrained,mean,2,1.0,1.0,0.5,0.5,0.4424954737825868
constrained,mean,2,1.0,1.0,0.75,0.75,0.2159919288715482
constrained,mean,2,1.0,1.0,1.0,1.0,0.09812863900782791
constrained,mean,2,1.25,1.25,0.0,0.0,0.7398789136603896
constrained,mean,2,1.25,1.25,0.25,0.25,0.7146517629351665
constrained,mean,2,1.25,1.25,0.5,0.5,0.5532683363113563
constrained,mean,2,1.25,1.25,0.75,0.75,0.2267629210170943
constrained,mean,2,1.25,1.25,1.0,1.0,0.10753811471681558
constrained,mean,2,1.5,1.5,0.0,0.0,0.7524644101136837
