name,x,y
6330403K07Rik,6373.20583021303,14447.47376447664
6330403K07Rik,6558.587499568001,15320.058603808184
6330403K07Rik,6560.626912297283,14788.285338153344
6330403K07Rik,6583.8466896674245,14770.172564146873
6330403K07Rik,6568.16392884366,14776.998083025675
6330403K07Rik,6756.12317021658,13634.992865251868
6330403K07Rik,6808.607912376579,15040.779921900237
6330403K07Rik,6788.376369029789,13977.585778306937
6330403K07Rik,6821.866329749692,15831.047826601665
6330403K07Rik,6835.965925789184,13529.123882084437
6330403K07Rik,6826.514663326028,13541.376786071165
6330403K07Rik,6865.569805608561,14117.089334125914
6330403K07Rik,6895.865181847693,14625.374435704192
6330403K07Rik,6880.9474780298715,13993.182565055035
6330403K07Rik,6888.787090978327,13666.606762869336
6330403K07Rik,6881.610520339628,13753.4170767094
6330403K07Rik,6899.460928362498,14125.144026313326
6330403K07Rik,6885.758304791693,14945.37872429024
6330403K07Rik,6888.476312842441,14940.798165223396
6330403K07Rik,6910.226729353906,13755.33021878176
6330403K07Rik,6896.228150666443,13807.50265799462
6330403K07Rik,6905.046734081251,14223.028119017687
6330403K07Rik,6913.310582895004,14224.103648774777
6330403K07Rik,6895.866144348525,14556.78475725361
6330403K07Rik,6902.022524979122,14591.316934399598
6330403K07Rik,6900.036960720566,14624.090405026149
6330403K07Rik,6913.786861908157,14584.773863474193
6330403K07Rik,6908.0492017545175,14600.11573818447
6330403K07Rik,6911.543188802088,14597.977579301827
6330403K07Rik,6902.536485912529,14598.667687074985
6330403K07Rik,6901.396936926053,14598.104527247538
6330403K07Rik,6917.08999588333,14611.598063565509
6330403K07Rik,6895.915064077183,14592.962988881445
6330403K07Rik,6899.393709318258,14606.952035451543
6330403K07Rik,6897.754355245642,14611.617174851446
6330403K07Rik,6888.634439172668,14615.293772845862
6330403K07Rik,6911.670863369887,14609.299938234246
6330403K07Rik,6897.0083097579645,14321.846528306938
6330403K07Rik,6890.438583588455,14334.464029420998
6330403K07Rik,6890.396775139411,14314.763399144595
6330403K07Rik,6883.639112307759,14304.675437362392
6330403K07Rik,6896.145681731193,14301.807278062126
6330403K07Rik,6895.729409381203,14327.331286796752
6330403K07Rik,6875.8912684606075,14306.446889418556
6330403K07Rik,6899.752272775968,14308.623934530677
6330403K07Rik,6895.268737323475,14306.169215793967
6330403K07Rik,6900.921000904854,14579.41095269623
6330403K07Rik,6878.84132479795,14578.473515540169
6330403K07Rik,6881.803214030835,14577.02118849501
6330403K07Rik,6884.553120667275,14578.25454541362
