model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Cck.Calca,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.2,Microglia.1,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.2,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vsmc,Zero
PC.CA1.1,0.0054591904494220005,0.006424358245166,0.003538724782047,0.003423994791926,0.0051388383951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002129024634043,0.0012984410978430002,0.017979976833497002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008839796960041,0.9438513634324671
PC.CA1.1,0.015881287119869,0.007503272884610001,0.005967672446826,0.0056941221031950005,0.011039178088136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005886170410090001,0.0,0.009857454138641001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014711125497950002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019218244246288003,0.916486201511826
PC.CA1.1,0.004869272056535001,0.0058919677346030005,0.002728212443623,0.003723633657562,0.005921970850284001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001087481398461,0.0,0.004874776545519001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038912759209870002,0.9661878889735641
PC.CA1.1,0.008022998325323001,0.009016882661415001,0.005208097510869001,0.006219259664235001,0.008272805609125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075748135864,0.0018547963722640001,0.0,0.006274608490883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012112963382330001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005220425289629,0.9447472917119951
PC.CA1.1,0.004699326689703001,0.005874108372132001,0.002542429945743,0.0034874893232490004,0.006054204397956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046536100596060006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034727548697330002,0.9676328720876151
PC.CA1.1,0.004350064483492001,0.00628606628745,0.002010541885603,0.0030595763323540003,0.005217083957724001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031321683405100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002312324029886,0.9726505921777071
PC.CA1.1,0.008215466395632,0.009976777457237001,0.006239390259511,0.005617315362225,0.007115222147482001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032604082006810003,0.0,0.019845937214236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016786665771410002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010336789870809,0.9236499992311691
PC.CA1.1,0.011023985233918001,0.0061635380703610005,0.005625403978734,0.0037535709482460003,0.008053130767564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040465353733411,0.003870387241935,0.052603445560543007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003007557039104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089748575630314,0.774144983510569
PC.CA1.1,0.015240115428523,0.006759003738272,0.006199074237791,0.0056332830510520005,0.010731744137598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010484746401290001,0.001148322760211,0.009556492057558002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028018357179226003,0.9055939710535321
PC.CA1.1,0.0025396675040040002,0.0035351849279970002,0.0,0.001686543184531,0.0034111961793610005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027780717078030003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002109224247017,0.9824188374513301
PC.CA1.1,0.004446074310575,0.004814328900237,0.0021720483717310004,0.002885737281469,0.006980641945283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032698534370100003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002061388921611,0.9727942551905551
PC.CA1.1,0.005060069344311,0.007032877821083001,0.002564226048849,0.003693534833152,0.0059039487577080005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036783127489800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027657036677650004,0.9678245227681911
PC.CA1.1,0.008977158400002001,0.005284905965369,0.003637772046991,0.003157705048079,0.007649189874259001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011837192657588001,0.001396977761947,0.027081992171671003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038909792134888,0.8914320911092821
PC.CA1.1,0.0029090127567510003,0.004352163822753,0.001323265783259,0.003227842965964,0.0038331427668030003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003030320562361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002253204201287,0.978465846061746
PC.CA1.1,0.0055625476047540005,0.007236062900091001,0.003833466303507,0.005259046606380001,0.005230182477853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002531037302676,0.0,0.022476770316128002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009920212374294001,0.936222225906238
PC.CA1.1,0.008408774345601,0.005477663610524,0.0034413917482690004,0.0037234948680750003,0.008315276070314001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008344134192682,0.0015010201570460002,0.011423981052579002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023264550092262002,0.925302009779382
PC.CA1.1,0.003373732703031,0.0035815235813580005,0.0013551971095720002,0.0017798286055260002,0.003997756529444001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029693802566490004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027333010123730002,0.979446891017232
PC.CA1.1,0.007681877947687,0.004246691889535001,0.002510583654685,0.002499674868639,0.006444682196792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003091389059362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023361514548040003,0.9703760302898831
PC.CA1.1,0.0036577476132360004,0.0047635394558210005,0.0016931513756690002,0.002459080267823,0.0049356606745220005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030934401288510004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020489509413210002,0.9755473969390841
PC.CA1.1,0.016352185619802,0.006662757149182,0.007770426187203001,0.005325679256326,0.012220851461583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001452273490077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014315947841731002,0.0031052526077310003,0.013898227374515001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020068868539378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028254471705441,0.8650664714258811
PC.CA1.1,0.009030497433977,0.006259414868094001,0.00420455579807,0.004472997037761,0.008903990723925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009515091890140001,0.00205836120097,0.01166960678906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022930759327393,0.91936573866389
PC.CA1.1,0.005494676715569,0.005098689845551001,0.0023828819844470004,0.0031308850893550003,0.006158192181834001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023731914498120003,0.0,0.00651788663974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008574336569412,0.9594073631120801
PC.CA1.1,0.007109463428778001,0.006906205245050001,0.004583961698892,0.003774718069844,0.006006690074604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025868820649710004,0.0,0.022569740587851002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010300688524938002,0.9345562402873371
PC.CA1.1,0.009785512477533,0.007060192896221001,0.005174990651096,0.005105069456436,0.00941590750901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011357508750037,0.0027611216504250004,0.013433218308506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024636505001348,0.9081847394828291
PC.CA1.1,0.011068054911875002,0.010145409255360002,0.015821383291091,0.006483407619617,0.010687187175081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003577424754976,0.0,0.024599500945619003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010189623153230001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011371105460950002,0.9021927422410351
PC.CA1.1,0.0025800107950680004,0.0036771035093520004,0.0010889736010080001,0.00181426106662,0.003587281686961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030541046052800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002269035510273,0.9813376988886301
PC.CA1.1,0.010439103225346,0.008062245599413001,0.005839151432295,0.006192288862973,0.010250380126563001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010233562553277,0.0028907146075770004,0.011739153902327002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001111086667841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020668651810913003,0.9097014315274871
PC.CA1.1,0.002485716271682,0.0034117437641240003,0.001011101779668,0.0016838228912370002,0.0033273190952700002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002662979586002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019463745117650002,0.9830323250306171
PC.CA1.1,0.007203819993148001,0.008522238540743,0.006345139202360001,0.005173380962592,0.007127951973392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003431286993157,0.0,0.023619346073944003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013330193737107001,0.9233186404206061
PC.CA1.1,0.0049534537182280005,0.004952556974406001,0.002449356011918,0.0029026948883130003,0.0055402053236150006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004152541996640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003043430053977,0.9706733068457111
PC.CA1.1,0.008164470639154,0.006489002809846001,0.004790850946202001,0.004478045146608,0.007854172802978001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018783227339530001,0.0,0.006222198946863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010095216445720001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005146057103109,0.9418984416496131
PC.CA1.1,0.004641802830079001,0.006648703565047,0.002288055544233,0.0033341036837760004,0.005485704035302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033455825167640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002513788811279,0.9705340921277761
PC.CA1.1,0.004484187659213001,0.0056409758954,0.0027060267438220004,0.0025960937166020002,0.004450447359988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001975551132675,0.0,0.02060449238937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888124719591,0.9481482924215641
PC.CA1.1,0.003344751916547,0.004439495663431,0.0015813941081130002,0.002404511292061,0.004376574253809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036135253108020003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027407099988030004,0.9766788801643361
PC.CA1.1,0.0074786333552110005,0.004894072669689001,0.002962010949061,0.002793359383392,0.006528397488360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594415924897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033732702968330003,0.965069715021391
PC.CA1.1,0.014757578148785,0.013695156520683002,0.015442663684394,0.010440251922983,0.009852944207997,0.0,0.0,0.0014033879005790001,0.0,0.0010205640100110001,0.0036928670287400002,0.0034353244747220004,0.0021276709608890002,0.0017361025764320002,0.003458111244986,0.0033734683606990003,0.0,0.0,0.0,0.0,0.0,0.0,0.011143154344422,0.002162741202469,0.079632265622603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023752876101963003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002261866976225,0.0,0.0,0.0,0.0,0.0,0.001113074329591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024142495727053,0.7663771388756411
PC.CA1.1,0.005647623736948,0.006914018547696001,0.003451948803038,0.004604598542539,0.006770084291654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015328726609650002,0.0,0.005865136893091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004803041970031,0.9587355814457961
PC.CA1.1,0.004149118698282,0.004722514560952001,0.001871489634232,0.0024621646127580003,0.004384548578462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003075126292503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002142630424957,0.9764072033954241
PC.CA1.1,0.006309824564452,0.004566719548543,0.0028678990845990003,0.002668304164027,0.005989674959384001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036300251835850003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002541814819159,0.969463630066521
PC.CA1.1,0.016642452453604,0.014905216547988001,0.011368063184616,0.011882529269702001,0.013444588913554,0.0,0.0,0.0,0.0,0.0,0.0014519924517220001,0.0030349327899580002,0.0028557793129380003,0.001192246773892,0.004980109781071,0.005408774233405,0.0,0.0,0.0,0.0,0.0,0.011853221892889001,0.0081727897402,0.002002294853996,0.00980247172919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016047548489348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010019298338135,0.0,0.0010382443181230002,0.0,0.0022648913184670004,0.0,0.003911092765537001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016193722484737,0.8269488236414011
PC.CA1.1,0.015921819791321002,0.006415994482051,0.006341902861532,0.0049411154444500005,0.012215390821659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014886830497794,0.003032605368969,0.014239186947284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131169825413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03153760770781,0.8872133031073861
PC.CA1.1,0.009481905193914,0.009475182076871001,0.010289005026148,0.005491248190872,0.0068913606084370005,0.0,0.0,0.0,0.0,0.0,0.002417830132306,0.0012949158977050002,0.0,0.0,0.002072481178791,0.0014937060327710001,0.0,0.0,0.0,0.0,0.0,0.0,0.014609496560298,0.0025878571814130003,0.13519603406049002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004960703443447001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036083531793568005,0.7527661815202821
PC.CA1.1,0.0037763080653590003,0.0056064770349720005,0.0017046530338560002,0.0027479782545700004,0.004447527044032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296596865949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023138486911820004,0.9757058357344991
PC.CA1.1,0.005647060780637,0.00507008085778,0.0030028905899340003,0.002713247493427,0.005328470049937001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113159544187,0.0,0.008949410734624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004737954216234,0.962158854617406
PC.CA1.1,0.00454587231858,0.005699268285187,0.002764450235979,0.0026385401918110002,0.0045001953729430005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020227918576420003,0.0,0.020924570289709003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009016931213193,0.947358544491222
PC.CA1.1,0.005486550327875,0.005397498047082,0.0027496909135420002,0.003143547611999,0.006242997654919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004316785609691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003026820774914,0.9677541180319321
