Gene,Expt,x,y
3110035E14Rik,1,6973,17610
3110035E14Rik,1,7004,18258
3110035E14Rik,1,7014,17487
3110035E14Rik,1,7030,17834
3110035E14Rik,1,7049,18077
3110035E14Rik,1,7077,18029
3110035E14Rik,1,7147,17705
3110035E14Rik,1,7242,17720
3110035E14Rik,1,7242,18283
3110035E14Rik,1,7287,17783
3110035E14Rik,1,7298,18387
3110035E14Rik,1,7400,17708
3110035E14Rik,1,6948,18945
3110035E14Rik,1,6948,19128
3110035E14Rik,1,6950,18713
3110035E14Rik,1,6950,19438
3110035E14Rik,1,6952,20138
3110035E14Rik,1,6953,18737
3110035E14Rik,1,6954,18750
3110035E14Rik,1,6955,19480
3110035E14Rik,1,6957,18763
3110035E14Rik,1,6957,19207
3110035E14Rik,1,6959,18859
3110035E14Rik,1,6959,19206
3110035E14Rik,1,6960,18860
3110035E14Rik,1,6962,19195
3110035E14Rik,1,6962,19948
3110035E14Rik,1,6964,19349
3110035E14Rik,1,6965,19351
3110035E14Rik,1,6965,19770
3110035E14Rik,1,6966,18923
3110035E14Rik,1,6967,18923
3110035E14Rik,1,6968,18619
3110035E14Rik,1,6968,18767
3110035E14Rik,1,6968,20188
3110035E14Rik,1,6970,19196
3110035E14Rik,1,6973,19214
3110035E14Rik,1,6974,19473
3110035E14Rik,1,6974,20201
3110035E14Rik,1,6975,18628
3110035E14Rik,1,6976,18764
3110035E14Rik,1,6977,20222
3110035E14Rik,1,6978,19135
3110035E14Rik,1,6982,19358
3110035E14Rik,1,6984,18762
3110035E14Rik,1,6984,20124
3110035E14Rik,1,6986,19109
3110035E14Rik,1,6986,19764
3110035E14Rik,1,6987,19330
3110035E14Rik,1,6989,18731
3110035E14Rik,1,6997,19465
3110035E14Rik,1,6999,18790
3110035E14Rik,1,7003,19246
3110035E14Rik,1,7004,19583
3110035E14Rik,1,7004,19586
3110035E14Rik,1,7005,18733
3110035E14Rik,1,7005,18818
3110035E14Rik,1,7006,18761
3110035E14Rik,1,7007,19346
3110035E14Rik,1,7007,19477
3110035E14Rik,1,7008,19711
3110035E14Rik,1,7009,19021
3110035E14Rik,1,7009,19472
3110035E14Rik,1,7009,19585
3110035E14Rik,1,7010,19394
3110035E14Rik,1,7010,19719
3110035E14Rik,1,7011,18771
3110035E14Rik,1,7012,18760
3110035E14Rik,1,7012,19232
3110035E14Rik,1,7012,19256
3110035E14Rik,1,7015,19224
3110035E14Rik,1,7017,19681
3110035E14Rik,1,7019,18801
3110035E14Rik,1,7022,19562
3110035E14Rik,1,7023,19144
3110035E14Rik,1,7025,19566
3110035E14Rik,1,7025,19970
3110035E14Rik,1,7026,18815
3110035E14Rik,1,7026,19404
3110035E14Rik,1,7027,19052
3110035E14Rik,1,7029,19552
3110035E14Rik,1,7033,19723
3110035E14Rik,1,7036,19261
3110035E14Rik,1,7037,19398
3110035E14Rik,1,7037,19550
3110035E14Rik,1,7037,19569
3110035E14Rik,1,7039,19252
3110035E14Rik,1,7043,19276
3110035E14Rik,1,7046,18828
3110035E14Rik,1,7046,19218
3110035E14Rik,1,7046,19252
3110035E14Rik,1,7047,19470
3110035E14Rik,1,7048,19585
3110035E14Rik,1,7049,19418
3110035E14Rik,1,7049,19764
3110035E14Rik,1,7051,18519
3110035E14Rik,1,7054,19786
3110035E14Rik,1,7056,18857
3110035E14Rik,1,7058,18975
3110035E14Rik,1,7060,19474
3110035E14Rik,1,7064,19033
3110035E14Rik,1,7064,19234
3110035E14Rik,1,7066,18857
3110035E14Rik,1,7066,19204
3110035E14Rik,1,7066,19579
3110035E14Rik,1,7067,20035
3110035E14Rik,1,7068,19097
3110035E14Rik,1,7070,19081
3110035E14Rik,1,7073,19068
3110035E14Rik,1,7074,20036
3110035E14Rik,1,7074,20233
3110035E14Rik,1,7075,19008
3110035E14Rik,1,7076,19311
3110035E14Rik,1,7078,19017
3110035E14Rik,1,7079,19323
3110035E14Rik,1,7080,18703
3110035E14Rik,1,7080,19565
3110035E14Rik,1,7080,19631
3110035E14Rik,1,7081,19014
3110035E14Rik,1,7082,19901
3110035E14Rik,1,7086,19095
3110035E14Rik,1,7086,20247
3110035E14Rik,1,7088,19468
3110035E14Rik,1,7088,19698
3110035E14Rik,1,7091,19249
3110035E14Rik,1,7094,19013
3110035E14Rik,1,7096,19275
3110035E14Rik,1,7096,19622
3110035E14Rik,1,7098,19264
3110035E14Rik,1,7098,20105
3110035E14Rik,1,7099,19450
3110035E14Rik,1,7099,20265
3110035E14Rik,1,7101,19285
3110035E14Rik,1,7102,19527
3110035E14Rik,1,7103,19276
3110035E14Rik,1,7103,19503
3110035E14Rik,1,7105,19150
3110035E14Rik,1,7105,20083
3110035E14Rik,1,7106,19286
3110035E14Rik,1,7107,19147
3110035E14Rik,1,7109,19286
3110035E14Rik,1,7110,19851
3110035E14Rik,1,7115,19543
3110035E14Rik,1,7118,19842
3110035E14Rik,1,7119,19126
3110035E14Rik,1,7121,19050
3110035E14Rik,1,7121,20105
3110035E14Rik,1,7123,19537
3110035E14Rik,1,7123,20080
3110035E14Rik,1,7124,18900
3110035E14Rik,1,7126,19538
3110035E14Rik,1,7128,18911
3110035E14Rik,1,7128,20237
3110035E14Rik,1,7130,19112
3110035E14Rik,1,7131,19134
3110035E14Rik,1,7133,19983
3110035E14Rik,1,7134,19689
3110035E14Rik,1,7134,19707
3110035E14Rik,1,7135,19122
3110035E14Rik,1,7136,20047
3110035E14Rik,1,7142,19482
3110035E14Rik,1,7142,20249
3110035E14Rik,1,7145,19312
3110035E14Rik,1,7147,19353
3110035E14Rik,1,7148,19178
3110035E14Rik,1,7148,19325
3110035E14Rik,1,7153,19002
3110035E14Rik,1,7153,19012
3110035E14Rik,1,7157,19010
3110035E14Rik,1,7157,19332
3110035E14Rik,1,7161,19234
3110035E14Rik,1,7161,19309
3110035E14Rik,1,7162,19239
3110035E14Rik,1,7164,19195
3110035E14Rik,1,7164,19370
3110035E14Rik,1,7166,19246
3110035E14Rik,1,7166,19810
3110035E14Rik,1,7167,19023
3110035E14Rik,1,7167,19205
3110035E14Rik,1,7168,19326
3110035E14Rik,1,7170,19183
3110035E14Rik,1,7173,19556
3110035E14Rik,1,7175,19199
