Gene,Expt,x,y
3110035E14Rik,1,7927,14772
3110035E14Rik,1,8290,14776
3110035E14Rik,1,8325,14780
3110035E14Rik,1,8342,14781
3110035E14Rik,1,8427,14777
3110035E14Rik,1,8638,14772
3110035E14Rik,1,7566,16062
3110035E14Rik,1,7566,16592
3110035E14Rik,1,7570,16369
3110035E14Rik,1,7574,15899
3110035E14Rik,1,7575,16384
3110035E14Rik,1,7577,16377
3110035E14Rik,1,7579,14974
3110035E14Rik,1,7580,16431
3110035E14Rik,1,7584,16372
3110035E14Rik,1,7593,16348
3110035E14Rik,1,7596,16519
3110035E14Rik,1,7605,15928
3110035E14Rik,1,7607,15007
3110035E14Rik,1,7608,16374
3110035E14Rik,1,7611,16379
3110035E14Rik,1,7630,15238
3110035E14Rik,1,7635,16570
3110035E14Rik,1,7638,16583
3110035E14Rik,1,7639,16582
3110035E14Rik,1,7646,16584
3110035E14Rik,1,7646,16589
3110035E14Rik,1,7648,16595
3110035E14Rik,1,7650,16621
3110035E14Rik,1,7651,16575
3110035E14Rik,1,7651,16587
3110035E14Rik,1,7660,16593
3110035E14Rik,1,7661,16588
3110035E14Rik,1,7678,16412
3110035E14Rik,1,7680,16101
3110035E14Rik,1,7681,16538
3110035E14Rik,1,7683,16515
3110035E14Rik,1,7684,16531
3110035E14Rik,1,7699,16569
3110035E14Rik,1,7716,15696
3110035E14Rik,1,7720,16596
3110035E14Rik,1,7722,15338
3110035E14Rik,1,7737,16092
3110035E14Rik,1,7740,16074
3110035E14Rik,1,7769,16473
3110035E14Rik,1,7770,16474
3110035E14Rik,1,7777,15716
3110035E14Rik,1,7779,16057
3110035E14Rik,1,7824,16420
3110035E14Rik,1,7844,14937
3110035E14Rik,1,7848,14943
3110035E14Rik,1,7850,16434
3110035E14Rik,1,7852,16413
3110035E14Rik,1,7860,16068
3110035E14Rik,1,7872,16451
3110035E14Rik,1,7876,16099
3110035E14Rik,1,7910,14837
3110035E14Rik,1,7921,15003
3110035E14Rik,1,7952,16373
3110035E14Rik,1,7962,16164
3110035E14Rik,1,8003,15772
3110035E14Rik,1,8046,15655
3110035E14Rik,1,8049,15846
3110035E14Rik,1,8049,16517
3110035E14Rik,1,8049,16518
3110035E14Rik,1,8053,15127
3110035E14Rik,1,8065,15737
3110035E14Rik,1,8066,14974
3110035E14Rik,1,8066,15174
3110035E14Rik,1,8069,15476
3110035E14Rik,1,8070,14988
3110035E14Rik,1,8087,15520
3110035E14Rik,1,8087,15864
3110035E14Rik,1,8089,15402
3110035E14Rik,1,8094,16574
3110035E14Rik,1,8108,15506
3110035E14Rik,1,8125,15145
3110035E14Rik,1,8136,14879
3110035E14Rik,1,8140,15065
3110035E14Rik,1,8155,15524
3110035E14Rik,1,8158,14897
3110035E14Rik,1,8166,14819
3110035E14Rik,1,8166,15220
3110035E14Rik,1,8167,15238
3110035E14Rik,1,8172,15221
3110035E14Rik,1,8174,15721
3110035E14Rik,1,8178,15137
3110035E14Rik,1,8186,15228
3110035E14Rik,1,8186,15266
3110035E14Rik,1,8189,15069
3110035E14Rik,1,8191,15211
3110035E14Rik,1,8195,14832
3110035E14Rik,1,8202,15011
3110035E14Rik,1,8205,15315
3110035E14Rik,1,8208,15264
3110035E14Rik,1,8210,14825
3110035E14Rik,1,8211,16171
3110035E14Rik,1,8215,15242
3110035E14Rik,1,8216,14846
3110035E14Rik,1,8216,15161
3110035E14Rik,1,8217,15055
3110035E14Rik,1,8218,15118
3110035E14Rik,1,8220,15210
3110035E14Rik,1,8221,15055
3110035E14Rik,1,8223,15298
3110035E14Rik,1,8223,16201
3110035E14Rik,1,8224,15372
3110035E14Rik,1,8224,15459
3110035E14Rik,1,8225,15188
3110035E14Rik,1,8226,14965
3110035E14Rik,1,8226,15051
3110035E14Rik,1,8229,15292
3110035E14Rik,1,8231,15108
3110035E14Rik,1,8231,15117
3110035E14Rik,1,8232,15004
3110035E14Rik,1,8234,15068
3110035E14Rik,1,8236,15066
3110035E14Rik,1,8237,15460
3110035E14Rik,1,8238,14920
3110035E14Rik,1,8239,15299
3110035E14Rik,1,8241,14897
3110035E14Rik,1,8243,15141
3110035E14Rik,1,8244,14802
3110035E14Rik,1,8245,14980
3110035E14Rik,1,8249,15209
3110035E14Rik,1,8250,15094
