mode,groupNonNeurons,norm,fold,xKey,xLabel,yKey,yLabel,val
constrained,True,mean,0,0.25,0.25,0.0,0.0,0.08217590747116736
constrained,True,mean,0,0.25,0.25,0.1,0.1,0.06738242923163645
constrained,True,mean,0,0.25,0.25,0.2,0.2,0.057499185696809105
constrained,True,mean,0,0.25,0.25,0.3,0.3,0.0490541715528114
constrained,True,mean,0,0.25,0.25,0.4,0.4,0.03554420225567782
constrained,True,mean,0,0.25,0.25,0.5,0.5,0.03919468367202169
constrained,True,mean,0,0.25,0.25,0.6,0.6,0.034567952765686735
constrained,True,mean,0,0.25,0.25,0.7,0.7,0.04034601241744389
constrained,True,mean,0,0.25,0.25,0.8,0.8,0.05893328953762446
constrained,True,mean,0,0.25,0.25,0.9,0.9,0.04763006817409213
constrained,True,mean,0,0.25,0.25,1.0,1.0,0.07148821238604063
constrained,True,mean,0,0.5,0.5,0.0,0.0,0.2963195275907209
constrained,True,mean,0,0.5,0.5,0.1,0.1,0.24158049022848496
constrained,True,mean,0,0.5,0.5,0.2,0.2,0.21737927898269924
constrained,True,mean,0,0.5,0.5,0.3,0.3,0.14632948166044796
constrained,True,mean,0,0.5,0.5,0.4,0.4,0.09412069297977234
constrained,True,mean,0,0.5,0.5,0.5,0.5,0.07164023068578884
constrained,True,mean,0,0.5,0.5,0.6,0.6,0.05661654835009202
constrained,True,mean,0,0.5,0.5,0.7,0.7,0.03946349486276335
constrained,True,mean,0,0.5,0.5,0.8,0.8,0.025389613778457637
constrained,True,mean,0,0.5,0.5,0.9,0.9,0.026354116180583108
constrained,True,mean,0,0.5,0.5,1.0,1.0,0.025609529480928355
constrained,True,mean,0,0.75,0.75,0.0,0.0,0.4631702609642816
constrained,True,mean,0,0.75,0.75,0.1,0.1,0.42155503435219216
constrained,True,mean,0,0.75,0.75,0.2,0.2,0.36426642100170764
constrained,True,mean,0,0.75,0.75,0.3,0.3,0.30239702376441446
constrained,True,mean,0,0.75,0.75,0.4,0.4,0.21652408344778853
constrained,True,mean,0,0.75,0.75,0.5,0.5,0.17846925019355955
constrained,True,mean,0,0.75,0.75,0.6,0.6,0.09327645486570098
constrained,True,mean,0,0.75,0.75,0.7,0.7,0.06591492665991965
constrained,True,mean,0,0.75,0.75,0.8,0.8,0.051344422083763754
constrained,True,mean,0,0.75,0.75,0.9,0.9,0.030899343198465434
constrained,True,mean,0,0.75,0.75,1.0,1.0,0.03154056005611933
constrained,True,mean,0,1.0,1.0,0.0,0.0,0.5551727987817013
constrained,True,mean,0,1.0,1.0,0.1,0.1,0.5288401475930063
constrained,True,mean,0,1.0,1.0,0.2,0.2,0.4372034613630667
constrained,True,mean,0,1.0,1.0,0.3,0.3,0.3995867508635574
constrained,True,mean,0,1.0,1.0,0.4,0.4,0.3148257360388427
constrained,True,mean,0,1.0,1.0,0.5,0.5,0.24997402584146344
constrained,True,mean,0,1.0,1.0,0.6,0.6,0.1895583688383156
constrained,True,mean,0,1.0,1.0,0.7,0.7,0.0979525823254453
constrained,True,mean,0,1.0,1.0,0.8,0.8,0.05898840201477742
constrained,True,mean,0,1.0,1.0,0.9,0.9,0.04355063842254865
constrained,True,mean,0,1.0,1.0,1.0,1.0,0.043190916472617184
constrained,True,mean,0,1.25,1.25,0.0,0.0,0.6368807349822332
constrained,True,mean,0,1.25,1.25,0.1,0.1,0.6077332649270276
constrained,True,mean,0,1.25,1.25,0.2,0.2,0.5346652428749554
constrained,True,mean,0,1.25,1.25,0.3,0.3,0.5238745620405372
constrained,True,mean,0,1.25,1.25,0.4,0.4,0.42799962155292465
constrained,True,mean,0,1.25,1.25,0.5,0.5,0.3268845217545473
constrained,True,mean,0,1.25,1.25,0.6,0.6,0.24336034323797026
constrained,True,mean,0,1.25,1.25,0.7,0.7,0.141061795385479
constrained,True,mean,0,1.25,1.25,0.8,0.8,0.11209292727376802
constrained,True,mean,0,1.25,1.25,0.9,0.9,0.06324074796510865
constrained,True,mean,0,1.25,1.25,1.0,1.0,0.05066343685161012
constrained,True,mean,0,1.5,1.5,0.0,0.0,0.6138344290302592
constrained,True,mean,0,1.5,1.5,0.1,0.1,0.6191914128922921
constrained,True,mean,0,1.5,1.5,0.2,0.2,0.6053454747191354
constrained,True,mean,0,1.5,1.5,0.3,0.3,0.5321779112803157
constrained,True,mean,0,1.5,1.5,0.4,0.4,0.4871811160323954
constrained,True,mean,0,1.5,1.5,0.5,0.5,0.3312160586079901
constrained,True,mean,0,1.5,1.5,0.6,0.6,0.26505581065910366
constrained,True,mean,0,1.5,1.5,0.7,0.7,0.18398468482388006
constrained,True,mean,0,1.5,1.5,0.8,0.8,0.11951956939153985
constrained,True,mean,0,1.5,1.5,0.9,0.9,0.07333450063186762
constrained,True,mean,0,1.5,1.5,1.0,1.0,0.05938624975864116
constrained,True,mean,0,1.75,1.75,0.0,0.0,0.6330334823420989
constrained,True,mean,0,1.75,1.75,0.1,0.1,0.6258732240871259
constrained,True,mean,0,1.75,1.75,0.2,0.2,0.620800934791844
constrained,True,mean,0,1.75,1.75,0.3,0.3,0.5454239955605481
constrained,True,mean,0,1.75,1.75,0.4,0.4,0.490774078799792
constrained,True,mean,0,1.75,1.75,0.5,0.5,0.40196318465514036
constrained,True,mean,0,1.75,1.75,0.6,0.6,0.2788259825710919
constrained,True,mean,0,1.75,1.75,0.7,0.7,0.20630284658935882
constrained,True,mean,0,1.75,1.75,0.8,0.8,0.12153354566434083
constrained,True,mean,0,1.75,1.75,0.9,0.9,0.07548977614176146
constrained,True,mean,0,1.75,1.75,1.0,1.0,0.056738050821886356
constrained,True,mean,0,2.0,2.0,0.0,0.0,0.6167703687776366
constrained,True,mean,0,2.0,2.0,0.1,0.1,0.6607095128736485
constrained,True,mean,0,2.0,2.0,0.2,0.2,0.5823616953271171
constrained,True,mean,0,2.0,2.0,0.3,0.3,0.6217850762685941
constrained,True,mean,0,2.0,2.0,0.4,0.4,0.49188831144366146
constrained,True,mean,0,2.0,2.0,0.5,0.5,0.3540100933817885
constrained,True,mean,0,2.0,2.0,0.6,0.6,0.27737737594496575
constrained,True,mean,0,2.0,2.0,0.7,0.7,0.21275893466598042
constrained,True,mean,0,2.0,2.0,0.8,0.8,0.13328176080764004
constrained,True,mean,0,2.0,2.0,0.9,0.9,0.06998387711610342
constrained,True,mean,0,2.0,2.0,1.0,1.0,0.05619854049585692
constrained,True,mean,0,2.25,2.25,0.0,0.0,0.6136521360099078
constrained,True,mean,0,2.25,2.25,0.1,0.1,0.5990375301511444
constrained,True,mean,0,2.25,2.25,0.2,0.2,0.6350369642269043
constrained,True,mean,0,2.25,2.25,0.3,0.3,0.5685031823279096
constrained,True,mean,0,2.25,2.25,0.4,0.4,0.47543372693641167
constrained,True,mean,0,2.25,2.25,0.5,0.5,0.4440678851864546
constrained,True,mean,0,2.25,2.25,0.6,0.6,0.2596027643280359
constrained,True,mean,0,2.25,2.25,0.7,0.7,0.2076067255195191
constrained,True,mean,0,2.25,2.25,0.8,0.8,0.12940570022497103
constrained,True,mean,0,2.25,2.25,0.9,0.9,0.07907248609872851
constrained,True,mean,0,2.25,2.25,1.0,1.0,0.05172430450242183
constrained,True,mean,0,2.5,2.5,0.0,0.0,0.6381309274369323
constrained,True,mean,0,2.5,2.5,0.1,0.1,0.632004529099376
constrained,True,mean,0,2.5,2.5,0.2,0.2,0.6418003566804138
constrained,True,mean,0,2.5,2.5,0.3,0.3,0.5813041534174096
constrained,True,mean,0,2.5,2.5,0.4,0.4,0.45581256467709697
constrained,True,mean,0,2.5,2.5,0.5,0.5,0.41076679205427596
constrained,True,mean,0,2.5,2.5,0.6,0.6,0.28521012311620486
constrained,True,mean,0,2.5,2.5,0.7,0.7,0.16100334489740128
constrained,True,mean,0,2.5,2.5,0.8,0.8,0.113847670616381
constrained,True,mean,0,2.5,2.5,0.9,0.9,0.08267003643040179
constrained,True,mean,0,2.5,2.5,1.0,1.0,0.05244326201202531
constrained,True,mean,0,2.75,2.75,0.0,0.0,0.6107275952234242
constrained,True,mean,0,2.75,2.75,0.1,0.1,0.6462190521214228
constrained,True,mean,0,2.75,2.75,0.2,0.2,0.6432491349160736
constrained,True,mean,0,2.75,2.75,0.3,0.3,0.5875188928727201
constrained,True,mean,0,2.75,2.75,0.4,0.4,0.46865061201139285
constrained,True,mean,0,2.75,2.75,0.5,0.5,0.42369058732371884
constrained,True,mean,0,2.75,2.75,0.6,0.6,0.29446054860902077
constrained,True,mean,0,2.75,2.75,0.7,0.7,0.21882057554339834
constrained,True,mean,0,2.75,2.75,0.8,0.8,0.11797146745940774
constrained,True,mean,0,2.75,2.75,0.9,0.9,0.07234244173213673
constrained,True,mean,0,2.75,2.75,1.0,1.0,0.05056699272282253
constrained,True,mean,0,3.0,3.0,0.0,0.0,0.6202776657213719
constrained,True,mean,0,3.0,3.0,0.1,0.1,0.6820391822680316
constrained,True,mean,0,3.0,3.0,0.2,0.2,0.6954210461956033
constrained,True,mean,0,3.0,3.0,0.3,0.3,0.6259584080487844
constrained,True,mean,0,3.0,3.0,0.4,0.4,0.4818887838502981
constrained,True,mean,0,3.0,3.0,0.5,0.5,0.37117548062147515
constrained,True,mean,0,3.0,3.0,0.6,0.6,0.30788919756103383
constrained,True,mean,0,3.0,3.0,0.7,0.7,0.17540795905701165
constrained,True,mean,0,3.0,3.0,0.8,0.8,0.09665965898356078
constrained,True,mean,0,3.0,3.0,0.9,0.9,0.0708579317552926
constrained,True,mean,0,3.0,3.0,1.0,1.0,0.05351609127775976
constrained,True,mean,1,0.25,0.25,0.0,0.0,0.16240330928619692
constrained,True,mean,1,0.25,0.25,0.1,0.1,0.1346001584699478
constrained,True,mean,1,0.25,0.25,0.2,0.2,0.1122235893749649
constrained,True,mean,1,0.25,0.25,0.3,0.3,0.08650754393562196
constrained,True,mean,1,0.25,0.25,0.4,0.4,0.07068138655523963
constrained,True,mean,1,0.25,0.25,0.5,0.5,0.07013615329289602
constrained,True,mean,1,0.25,0.25,0.6,0.6,0.07063764653316226
constrained,True,mean,1,0.25,0.25,0.7,0.7,0.07792941379282617
constrained,True,mean,1,0.25,0.25,0.8,0.8,0.08358588313502884
constrained,True,mean,1,0.25,0.25,0.9,0.9,0.09094320848726643
constrained,True,mean,1,0.25,0.25,1.0,1.0,0.11122809332057103
constrained,True,mean,1,0.5,0.5,0.0,0.0,0.4379693867973492
constrained,True,mean,1,0.5,0.5,0.1,0.1,0.3677362433864326
constrained,True,mean,1,0.5,0.5,0.2,0.2,0.369200702868296
constrained,True,mean,1,0.5,0.5,0.3,0.3,0.2762165170388398
constrained,True,mean,1,0.5,0.5,0.4,0.4,0.224514662419173
constrained,True,mean,1,0.5,0.5,0.5,0.5,0.16198059189459263
constrained,True,mean,1,0.5,0.5,0.6,0.6,0.12907666202050927
constrained,True,mean,1,0.5,0.5,0.7,0.7,0.09245666596417593
constrained,True,mean,1,0.5,0.5,0.8,0.8,0.06548936898253063
constrained,True,mean,1,0.5,0.5,0.9,0.9,0.06150241077920298
constrained,True,mean,1,0.5,0.5,1.0,1.0,0.056412005803251807
constrained,True,mean,1,0.75,0.75,0.0,0.0,0.6080133394415079
constrained,True,mean,1,0.75,0.75,0.1,0.1,0.524793500981295
constrained,True,mean,1,0.75,0.75,0.2,0.2,0.5153190849940468
constrained,True,mean,1,0.75,0.75,0.3,0.3,0.45187161776909623
constrained,True,mean,1,0.75,0.75,0.4,0.4,0.3590813375991834
constrained,True,mean,1,0.75,0.75,0.5,0.5,0.3653265538985403
constrained,True,mean,1,0.75,0.75,0.6,0.6,0.2244243921826455
constrained,True,mean,1,0.75,0.75,0.7,0.7,0.15338489860731572
constrained,True,mean,1,0.75,0.75,0.8,0.8,0.12267663039057246
constrained,True,mean,1,0.75,0.75,0.9,0.9,0.07263021229337692
constrained,True,mean,1,0.75,0.75,1.0,1.0,0.07209686046880433
constrained,True,mean,1,1.0,1.0,0.0,0.0,0.6746766074327485
constrained,True,mean,1,1.0,1.0,0.1,0.1,0.6348592962308824
constrained,True,mean,1,1.0,1.0,0.2,0.2,0.5811156104847025
constrained,True,mean,1,1.0,1.0,0.3,0.3,0.539325471856674
constrained,True,mean,1,1.0,1.0,0.4,0.4,0.47527678036856513
constrained,True,mean,1,1.0,1.0,0.5,0.5,0.4012909856728662
constrained,True,mean,1,1.0,1.0,0.6,0.6,0.3589155083976115
constrained,True,mean,1,1.0,1.0,0.7,0.7,0.23119150721943535
constrained,True,mean,1,1.0,1.0,0.8,0.8,0.16052660356368384
constrained,True,mean,1,1.0,1.0,0.9,0.9,0.10734383220039037
constrained,True,mean,1,1.0,1.0,1.0,1.0,0.10142795865577278
constrained,True,mean,1,1.25,1.25,0.0,0.0,0.7420014855308534
constrained,True,mean,1,1.25,1.25,0.1,0.1,0.7350471015143779
constrained,True,mean,1,1.25,1.25,0.2,0.2,0.6528877785498592
constrained,True,mean,1,1.25,1.25,0.3,0.3,0.6137969196761914
constrained,True,mean,1,1.25,1.25,0.4,0.4,0.5782658286995574
constrained,True,mean,1,1.25,1.25,0.5,0.5,0.4909427048798429
constrained,True,mean,1,1.25,1.25,0.6,0.6,0.38297918090229965
constrained,True,mean,1,1.25,1.25,0.7,0.7,0.28934362690545196
constrained,True,mean,1,1.25,1.25,0.8,0.8,0.2297959675366592
constrained,True,mean,1,1.25,1.25,0.9,0.9,0.13987160910725208
constrained,True,mean,1,1.25,1.25,1.0,1.0,0.11001700443217804
constrained,True,mean,1,1.5,1.5,0.0,0.0,0.7734247853790815
constrained,True,mean,1,1.5,1.5,0.1,0.1,0.7222206332867881
constrained,True,mean,1,1.5,1.5,0.2,0.2,0.7259446015585835
constrained,True,mean,1,1.5,1.5,0.3,0.3,0.662157616351165
constrained,True,mean,1,1.5,1.5,0.4,0.4,0.6131063104525523
constrained,True,mean,1,1.5,1.5,0.5,0.5,0.4772043946536744
constrained,True,mean,1,1.5,1.5,0.6,0.6,0.4159777236079675
constrained,True,mean,1,1.5,1.5,0.7,0.7,0.3042848439363367
constrained,True,mean,1,1.5,1.5,0.8,0.8,0.21659536827297032
constrained,True,mean,1,1.5,1.5,0.9,0.9,0.15422828033931965
constrained,True,mean,1,1.5,1.5,1.0,1.0,0.129359205642882
constrained,True,mean,1,1.75,1.75,0.0,0.0,0.7925037583998917
constrained,True,mean,1,1.75,1.75,0.1,0.1,0.7651072175348836
constrained,True,mean,1,1.75,1.75,0.2,0.2,0.7794625359699406
constrained,True,mean,1,1.75,1.75,0.3,0.3,0.6699555430497784
constrained,True,mean,1,1.75,1.75,0.4,0.4,0.641620877008108
constrained,True,mean,1,1.75,1.75,0.5,0.5,0.5397279577957487
constrained,True,mean,1,1.75,1.75,0.6,0.6,0.44473493375023604
constrained,True,mean,1,1.75,1.75,0.7,0.7,0.3277672627286909
constrained,True,mean,1,1.75,1.75,0.8,0.8,0.22938130449891267
constrained,True,mean,1,1.75,1.75,0.9,0.9,0.1529914891486239
constrained,True,mean,1,1.75,1.75,1.0,1.0,0.12040418128467752
constrained,True,mean,1,2.0,2.0,0.0,0.0,0.7864594270450671
constrained,True,mean,1,2.0,2.0,0.1,0.1,0.7540111696508518
constrained,True,mean,1,2.0,2.0,0.2,0.2,0.7358011464569056
constrained,True,mean,1,2.0,2.0,0.3,0.3,0.7588504262047283
constrained,True,mean,1,2.0,2.0,0.4,0.4,0.6284294918357669
constrained,True,mean,1,2.0,2.0,0.5,0.5,0.48358991517923866
constrained,True,mean,1,2.0,2.0,0.6,0.6,0.4137284702554764
constrained,True,mean,1,2.0,2.0,0.7,0.7,0.3443912565615596
constrained,True,mean,1,2.0,2.0,0.8,0.8,0.22991510640562146
constrained,True,mean,1,2.0,2.0,0.9,0.9,0.13904789990203187
constrained,True,mean,1,2.0,2.0,1.0,1.0,0.12215501308762221
constrained,True,mean,1,2.25,2.25,0.0,0.0,0.7562700133386595
constrained,True,mean,1,2.25,2.25,0.1,0.1,0.7846965926034669
constrained,True,mean,1,2.25,2.25,0.2,0.2,0.7295939671634062
constrained,True,mean,1,2.25,2.25,0.3,0.3,0.7558620419251949
constrained,True,mean,1,2.25,2.25,0.4,0.4,0.6213014912328614
constrained,True,mean,1,2.25,2.25,0.5,0.5,0.5605469704549845
constrained,True,mean,1,2.25,2.25,0.6,0.6,0.4058202344296509
constrained,True,mean,1,2.25,2.25,0.7,0.7,0.30731033014827114
constrained,True,mean,1,2.25,2.25,0.8,0.8,0.23002530629221724
constrained,True,mean,1,2.25,2.25,0.9,0.9,0.1549313089447433
constrained,True,mean,1,2.25,2.25,1.0,1.0,0.10596336258384306
constrained,True,mean,1,2.5,2.5,0.0,0.0,0.8067856724683171
constrained,True,mean,1,2.5,2.5,0.1,0.1,0.7665331416922555
constrained,True,mean,1,2.5,2.5,0.2,0.2,0.8176444003466732
constrained,True,mean,1,2.5,2.5,0.3,0.3,0.7456398714184868
constrained,True,mean,1,2.5,2.5,0.4,0.4,0.6164163657743781
constrained,True,mean,1,2.5,2.5,0.5,0.5,0.565861113984563
constrained,True,mean,1,2.5,2.5,0.6,0.6,0.425752460775268
constrained,True,mean,1,2.5,2.5,0.7,0.7,0.27557280576389287
constrained,True,mean,1,2.5,2.5,0.8,0.8,0.21023366582782527
constrained,True,mean,1,2.5,2.5,0.9,0.9,0.1352998922719645
constrained,True,mean,1,2.5,2.5,1.0,1.0,0.11137260881974842
constrained,True,mean,1,2.75,2.75,0.0,0.0,0.7695616311188662
constrained,True,mean,1,2.75,2.75,0.1,0.1,0.8002189114288977
constrained,True,mean,1,2.75,2.75,0.2,0.2,0.8101772905609196
constrained,True,mean,1,2.75,2.75,0.3,0.3,0.7637350804985821
constrained,True,mean,1,2.75,2.75,0.4,0.4,0.6059317458286707
constrained,True,mean,1,2.75,2.75,0.5,0.5,0.5520746430456523
constrained,True,mean,1,2.75,2.75,0.6,0.6,0.4035707052616765
constrained,True,mean,1,2.75,2.75,0.7,0.7,0.31421283837346775
constrained,True,mean,1,2.75,2.75,0.8,0.8,0.20458101033827664
constrained,True,mean,1,2.75,2.75,0.9,0.9,0.13801376700895923
constrained,True,mean,1,2.75,2.75,1.0,1.0,0.1096145191713024
constrained,True,mean,1,3.0,3.0,0.0,0.0,0.7360809349358882
constrained,True,mean,1,3.0,3.0,0.1,0.1,0.8486360105957491
constrained,True,mean,1,3.0,3.0,0.2,0.2,0.8381585775092472
constrained,True,mean,1,3.0,3.0,0.3,0.3,0.7839320563418753
constrained,True,mean,1,3.0,3.0,0.4,0.4,0.6183029325027378
constrained,True,mean,1,3.0,3.0,0.5,0.5,0.4800357058151301
constrained,True,mean,1,3.0,3.0,0.6,0.6,0.4146448844986967
constrained,True,mean,1,3.0,3.0,0.7,0.7,0.3018876870191331
constrained,True,mean,1,3.0,3.0,0.8,0.8,0.18528101382572357
constrained,True,mean,1,3.0,3.0,0.9,0.9,0.13261799506436478
constrained,True,mean,1,3.0,3.0,1.0,1.0,0.11277985093979194
constrained,True,mean,2,0.25,0.25,0.0,0.0,0.2764172332849358
constrained,True,mean,2,0.25,0.25,0.1,0.1,0.23736202644219095
constrained,True,mean,2,0.25,0.25,0.2,0.2,0.21149218073777895
constrained,True,mean,2,0.25,0.25,0.3,0.3,0.17641109466512142
constrained,True,mean,2,0.25,0.25,0.4,0.4,0.15448513228689
constrained,True,mean,2,0.25,0.25,0.5,0.5,0.15858038186902054
constrained,True,mean,2,0.25,0.25,0.6,0.6,0.14855283988752835
constrained,True,mean,2,0.25,0.25,0.7,0.7,0.13499527487281993
constrained,True,mean,2,0.25,0.25,0.8,0.8,0.14475479920177267
constrained,True,mean,2,0.25,0.25,0.9,0.9,0.1429707431344048
constrained,True,mean,2,0.25,0.25,1.0,1.0,0.14304300408020618
constrained,True,mean,2,0.5,0.5,0.0,0.0,0.5912916757260958
constrained,True,mean,2,0.5,0.5,0.1,0.1,0.5083360778020377
constrained,True,mean,2,0.5,0.5,0.2,0.2,0.5008290870428422
constrained,True,mean,2,0.5,0.5,0.3,0.3,0.4142440296974337
constrained,True,mean,2,0.5,0.5,0.4,0.4,0.34342087466604343
constrained,True,mean,2,0.5,0.5,0.5,0.5,0.2698187229498071
constrained,True,mean,2,0.5,0.5,0.6,0.6,0.23175145918754278
constrained,True,mean,2,0.5,0.5,0.7,0.7,0.17538892784975166
constrained,True,mean,2,0.5,0.5,0.8,0.8,0.1451110631373231
constrained,True,mean,2,0.5,0.5,0.9,0.9,0.12205329208470492
constrained,True,mean,2,0.5,0.5,1.0,1.0,0.09858410005338326
constrained,True,mean,2,0.75,0.75,0.0,0.0,0.7628192212349219
constrained,True,mean,2,0.75,0.75,0.1,0.1,0.662966485625407
constrained,True,mean,2,0.75,0.75,0.2,0.2,0.6212699770881807
constrained,True,mean,2,0.75,0.75,0.3,0.3,0.5783037498874988
constrained,True,mean,2,0.75,0.75,0.4,0.4,0.48739510846619827
constrained,True,mean,2,0.75,0.75,0.5,0.5,0.4478654124648995
constrained,True,mean,2,0.75,0.75,0.6,0.6,0.3446341447762254
constrained,True,mean,2,0.75,0.75,0.7,0.7,0.2589791283391119
constrained,True,mean,2,0.75,0.75,0.8,0.8,0.20883757947585305
constrained,True,mean,2,0.75,0.75,0.9,0.9,0.1532625721161929
constrained,True,mean,2,0.75,0.75,1.0,1.0,0.12061218525598916
constrained,True,mean,2,1.0,1.0,0.0,0.0,0.8104621662520902
constrained,True,mean,2,1.0,1.0,0.1,0.1,0.7779783823278693
constrained,True,mean,2,1.0,1.0,0.2,0.2,0.7007889496935561
constrained,True,mean,2,1.0,1.0,0.3,0.3,0.6748847039646962
constrained,True,mean,2,1.0,1.0,0.4,0.4,0.5887734312332535
constrained,True,mean,2,1.0,1.0,0.5,0.5,0.5001353693904412
constrained,True,mean,2,1.0,1.0,0.6,0.6,0.4511796518078464
constrained,True,mean,2,1.0,1.0,0.7,0.7,0.3508428314932788
constrained,True,mean,2,1.0,1.0,0.8,0.8,0.2705362740677793
constrained,True,mean,2,1.0,1.0,0.9,0.9,0.188742106100508
constrained,True,mean,2,1.0,1.0,1.0,1.0,0.15016890150587284
constrained,True,mean,2,1.25,1.25,0.0,0.0,0.8422933849962998
constrained,True,mean,2,1.25,1.25,0.1,0.1,0.8290834256664884
constrained,True,mean,2,1.25,1.25,0.2,0.2,0.7908913538437875
constrained,True,mean,2,1.25,1.25,0.3,0.3,0.7122635885460388
constrained,True,mean,2,1.25,1.25,0.4,0.4,0.6945047119939262
constrained,True,mean,2,1.25,1.25,0.5,0.5,0.5904333136550004
constrained,True,mean,2,1.25,1.25,0.6,0.6,0.48688658839413773
constrained,True,mean,2,1.25,1.25,0.7,0.7,0.3788471132862054
constrained,True,mean,2,1.25,1.25,0.8,0.8,0.30246536481622127
constrained,True,mean,2,1.25,1.25,0.9,0.9,0.21721627311637384
constrained,True,mean,2,1.25,1.25,1.0,1.0,0.16523129169809192
constrained,True,mean,2,1.5,1.5,0.0,0.0,0.8866357840521166
constrained,True,mean,2,1.5,1.5,0.1,0.1,0.8631212991132532
constrained,True,mean,2,1.5,1.5,0.2,0.2,0.8148397848243144
constrained,True,mean,2,1.5,1.5,0.3,0.3,0.7516936241381514
constrained,True,mean,2,1.5,1.5,0.4,0.4,0.7197083886456315
constrained,True,mean,2,1.5,1.5,0.5,0.5,0.5996036036302042
constrained,True,mean,2,1.5,1.5,0.6,0.6,0.5110608571233716
constrained,True,mean,2,1.5,1.5,0.7,0.7,0.39143327600884303
constrained,True,mean,2,1.5,1.5,0.8,0.8,0.32659806673129904
constrained,True,mean,2,1.5,1.5,0.9,0.9,0.2326818317474754
constrained,True,mean,2,1.5,1.5,1.0,1.0,0.18884317394295835
constrained,True,mean,2,1.75,1.75,0.0,0.0,0.88480763429531
constrained,True,mean,2,1.75,1.75,0.1,0.1,0.8778780753499569
constrained,True,mean,2,1.75,1.75,0.2,0.2,0.8258443407424992
constrained,True,mean,2,1.75,1.75,0.3,0.3,0.7733604096399782
constrained,True,mean,2,1.75,1.75,0.4,0.4,0.7336379263344822
constrained,True,mean,2,1.75,1.75,0.5,0.5,0.6139867309919788
constrained,True,mean,2,1.75,1.75,0.6,0.6,0.5487508411951635
constrained,True,mean,2,1.75,1.75,0.7,0.7,0.4320051501917883
constrained,True,mean,2,1.75,1.75,0.8,0.8,0.33462513331749105
constrained,True,mean,2,1.75,1.75,0.9,0.9,0.22758550332772468
constrained,True,mean,2,1.75,1.75,1.0,1.0,0.1848996104013201
constrained,True,mean,2,2.0,2.0,0.0,0.0,0.899158958713512
constrained,True,mean,2,2.0,2.0,0.1,0.1,0.8823199130652927
constrained,True,mean,2,2.0,2.0,0.2,0.2,0.8369266072431683
constrained,True,mean,2,2.0,2.0,0.3,0.3,0.8072451340258491
constrained,True,mean,2,2.0,2.0,0.4,0.4,0.7267386344608066
constrained,True,mean,2,2.0,2.0,0.5,0.5,0.6344266634362634
constrained,True,mean,2,2.0,2.0,0.6,0.6,0.5096137631258487
constrained,True,mean,2,2.0,2.0,0.7,0.7,0.44302389733334974
constrained,True,mean,2,2.0,2.0,0.8,0.8,0.32376484661507504
constrained,True,mean,2,2.0,2.0,0.9,0.9,0.23026378132644862
constrained,True,mean,2,2.0,2.0,1.0,1.0,0.18795560528868008
constrained,True,mean,2,2.25,2.25,0.0,0.0,0.8595968561340533
constrained,True,mean,2,2.25,2.25,0.1,0.1,0.9082507377215784
constrained,True,mean,2,2.25,2.25,0.2,0.2,0.8637822074627538
constrained,True,mean,2,2.25,2.25,0.3,0.3,0.8495548922413042
constrained,True,mean,2,2.25,2.25,0.4,0.4,0.7330310214432777
constrained,True,mean,2,2.25,2.25,0.5,0.5,0.6642962857973712
constrained,True,mean,2,2.25,2.25,0.6,0.6,0.49561339515065744
constrained,True,mean,2,2.25,2.25,0.7,0.7,0.4192327888197021
constrained,True,mean,2,2.25,2.25,0.8,0.8,0.3207221500809694
constrained,True,mean,2,2.25,2.25,0.9,0.9,0.22852550607561287
constrained,True,mean,2,2.25,2.25,1.0,1.0,0.1904286725093137
constrained,True,mean,2,2.5,2.5,0.0,0.0,0.8740389601748791
constrained,True,mean,2,2.5,2.5,0.1,0.1,0.8651367847219159
constrained,True,mean,2,2.5,2.5,0.2,0.2,0.9127439254759911
constrained,True,mean,2,2.5,2.5,0.3,0.3,0.8151001711948189
constrained,True,mean,2,2.5,2.5,0.4,0.4,0.7362354739956514
constrained,True,mean,2,2.5,2.5,0.5,0.5,0.6845470848229974
constrained,True,mean,2,2.5,2.5,0.6,0.6,0.5053835604009917
constrained,True,mean,2,2.5,2.5,0.7,0.7,0.39036650652992494
constrained,True,mean,2,2.5,2.5,0.8,0.8,0.3077474567178974
constrained,True,mean,2,2.5,2.5,0.9,0.9,0.21346257008568117
constrained,True,mean,2,2.5,2.5,1.0,1.0,0.1852727091129589
constrained,True,mean,2,2.75,2.75,0.0,0.0,0.8751682248670208
constrained,True,mean,2,2.75,2.75,0.1,0.1,0.9030134768418194
constrained,True,mean,2,2.75,2.75,0.2,0.2,0.8672758873478537
constrained,True,mean,2,2.75,2.75,0.3,0.3,0.8060289724427876
constrained,True,mean,2,2.75,2.75,0.4,0.4,0.7233953552457412
constrained,True,mean,2,2.75,2.75,0.5,0.5,0.6142538340820062
constrained,True,mean,2,2.75,2.75,0.6,0.6,0.5219029804440292
constrained,True,mean,2,2.75,2.75,0.7,0.7,0.4128721149596863
constrained,True,mean,2,2.75,2.75,0.8,0.8,0.3120239917606169
constrained,True,mean,2,2.75,2.75,0.9,0.9,0.21934717516815436
constrained,True,mean,2,2.75,2.75,1.0,1.0,0.19044609281547606
constrained,True,mean,2,3.0,3.0,0.0,0.0,0.8535187295903223
constrained,True,mean,2,3.0,3.0,0.1,0.1,0.9236148226921279
constrained,True,mean,2,3.0,3.0,0.2,0.2,0.9107486077410013
