Gene,Expt,x,y
3110035E14Rik,1,7491,14701
3110035E14Rik,1,7493,14353
3110035E14Rik,1,7494,14461
3110035E14Rik,1,7515,14243
3110035E14Rik,1,7520,13487
3110035E14Rik,1,7535,13577
3110035E14Rik,1,7535,13578
3110035E14Rik,1,7557,14659
3110035E14Rik,1,7561,13640
3110035E14Rik,1,7572,13603
3110035E14Rik,1,7576,13579
3110035E14Rik,1,7586,13691
3110035E14Rik,1,7590,13596
3110035E14Rik,1,7592,13727
3110035E14Rik,1,7598,13592
3110035E14Rik,1,7615,14056
3110035E14Rik,1,7630,14564
3110035E14Rik,1,7631,13635
3110035E14Rik,1,7634,13865
3110035E14Rik,1,7636,13794
3110035E14Rik,1,7640,13696
3110035E14Rik,1,7643,13704
3110035E14Rik,1,7645,14617
3110035E14Rik,1,7651,13876
3110035E14Rik,1,7660,13926
3110035E14Rik,1,7664,13872
3110035E14Rik,1,7668,13936
3110035E14Rik,1,7669,13935
3110035E14Rik,1,7673,14001
3110035E14Rik,1,7677,13521
3110035E14Rik,1,7678,13528
3110035E14Rik,1,7681,13579
3110035E14Rik,1,7691,13851
3110035E14Rik,1,7698,13758
3110035E14Rik,1,7702,13689
3110035E14Rik,1,7703,13582
3110035E14Rik,1,7706,13697
3110035E14Rik,1,7708,14195
3110035E14Rik,1,7710,13612
3110035E14Rik,1,7713,13625
3110035E14Rik,1,7713,13723
3110035E14Rik,1,7714,13578
3110035E14Rik,1,7716,13547
3110035E14Rik,1,7720,13940
3110035E14Rik,1,7721,13530
3110035E14Rik,1,7729,13686
3110035E14Rik,1,7732,13780
3110035E14Rik,1,7733,13594
3110035E14Rik,1,7740,13749
3110035E14Rik,1,7740,13876
3110035E14Rik,1,7741,13872
3110035E14Rik,1,7744,13998
3110035E14Rik,1,7745,13837
3110035E14Rik,1,7749,13621
3110035E14Rik,1,7750,13984
3110035E14Rik,1,7751,13606
3110035E14Rik,1,7754,13501
3110035E14Rik,1,7754,13679
3110035E14Rik,1,7755,13669
3110035E14Rik,1,7759,14145
3110035E14Rik,1,7760,13629
3110035E14Rik,1,7763,13848
3110035E14Rik,1,7766,14306
3110035E14Rik,1,7768,13816
3110035E14Rik,1,7768,13877
3110035E14Rik,1,7768,13878
3110035E14Rik,1,7768,13906
3110035E14Rik,1,7769,13849
3110035E14Rik,1,7771,14102
3110035E14Rik,1,7771,14608
3110035E14Rik,1,7772,13774
3110035E14Rik,1,7774,13988
3110035E14Rik,1,7776,13733
3110035E14Rik,1,7785,13671
3110035E14Rik,1,7791,13722
3110035E14Rik,1,7791,13956
3110035E14Rik,1,7798,13650
3110035E14Rik,1,7799,13805
3110035E14Rik,1,7802,13695
3110035E14Rik,1,7802,13982
3110035E14Rik,1,7807,13917
3110035E14Rik,1,7808,13919
3110035E14Rik,1,7810,13922
3110035E14Rik,1,7817,13856
3110035E14Rik,1,7820,13980
3110035E14Rik,1,7823,14282
3110035E14Rik,1,7828,13645
3110035E14Rik,1,7830,13892
3110035E14Rik,1,7830,14027
3110035E14Rik,1,7833,14004
3110035E14Rik,1,7833,14056
3110035E14Rik,1,7835,13575
3110035E14Rik,1,7836,13662
3110035E14Rik,1,7836,14224
3110035E14Rik,1,7839,13918
3110035E14Rik,1,7840,14044
3110035E14Rik,1,7843,13579
3110035E14Rik,1,7843,13705
3110035E14Rik,1,7844,13964
3110035E14Rik,1,7845,13588
3110035E14Rik,1,7850,13900
3110035E14Rik,1,7851,13847
3110035E14Rik,1,7853,14293
3110035E14Rik,1,7855,14163
3110035E14Rik,1,7857,13994
3110035E14Rik,1,7858,14146
3110035E14Rik,1,7861,14252
3110035E14Rik,1,7863,14190
3110035E14Rik,1,7871,14066
3110035E14Rik,1,7872,13686
3110035E14Rik,1,7875,13775
3110035E14Rik,1,7879,13713
3110035E14Rik,1,7881,13736
3110035E14Rik,1,7881,13990
3110035E14Rik,1,7890,14245
3110035E14Rik,1,7891,14062
3110035E14Rik,1,7892,14049
3110035E14Rik,1,7894,13882
3110035E14Rik,1,7894,14066
3110035E14Rik,1,7896,13985
3110035E14Rik,1,7900,14174
3110035E14Rik,1,7901,14030
3110035E14Rik,1,7904,13852
3110035E14Rik,1,7906,13697
3110035E14Rik,1,7908,13891
3110035E14Rik,1,7910,13605
3110035E14Rik,1,7914,13541
3110035E14Rik,1,7918,14055
3110035E14Rik,1,7931,13757
3110035E14Rik,1,7931,14007
3110035E14Rik,1,7938,13956
3110035E14Rik,1,7942,14132
3110035E14Rik,1,7946,14191
3110035E14Rik,1,7948,14242
3110035E14Rik,1,7954,14021
3110035E14Rik,1,7956,13708
3110035E14Rik,1,7956,13710
3110035E14Rik,1,7963,14003
3110035E14Rik,1,7971,14014
3110035E14Rik,1,7977,13892
3110035E14Rik,1,7995,14303
3110035E14Rik,1,7997,14244
3110035E14Rik,1,8003,14402
3110035E14Rik,1,8003,14579
3110035E14Rik,1,8009,14320
3110035E14Rik,1,8010,14320
3110035E14Rik,1,8012,13718
3110035E14Rik,1,8017,14134
3110035E14Rik,1,8017,14150
3110035E14Rik,1,8019,13565
3110035E14Rik,1,8023,13896
3110035E14Rik,1,8026,14302
3110035E14Rik,1,8027,14303
3110035E14Rik,1,8030,14404
3110035E14Rik,1,8033,14526
3110035E14Rik,1,8036,14124
3110035E14Rik,1,8037,14306
3110035E14Rik,1,8039,14147
3110035E14Rik,1,8039,14385
3110035E14Rik,1,8043,14408
3110035E14Rik,1,8054,14193
3110035E14Rik,1,8055,14159
3110035E14Rik,1,8065,14478
3110035E14Rik,1,8067,14014
3110035E14Rik,1,8068,14423
3110035E14Rik,1,8074,14165
3110035E14Rik,1,8076,14371
3110035E14Rik,1,8077,14238
3110035E14Rik,1,8077,14253
3110035E14Rik,1,8081,14167
3110035E14Rik,1,8085,14317
3110035E14Rik,1,8085,14439
3110035E14Rik,1,8087,14551
3110035E14Rik,1,8088,14323
3110035E14Rik,1,8092,14497
3110035E14Rik,1,8101,14229
3110035E14Rik,1,8104,14426
3110035E14Rik,1,8106,14367
3110035E14Rik,1,8106,14444
3110035E14Rik,1,8108,14432
3110035E14Rik,1,8111,14388
3110035E14Rik,1,8117,14453
3110035E14Rik,1,8117,14519
3110035E14Rik,1,8117,14681
3110035E14Rik,1,8130,14115
3110035E14Rik,1,8131,14215
3110035E14Rik,1,8131,14512
3110035E14Rik,1,8132,13521
3110035E14Rik,1,8133,14360
3110035E14Rik,1,8138,14345
3110035E14Rik,1,8143,14341
3110035E14Rik,1,8143,14553
3110035E14Rik,1,8151,14239
3110035E14Rik,1,8152,14271
3110035E14Rik,1,8156,14409
3110035E14Rik,1,8158,14419
3110035E14Rik,1,8160,14515
3110035E14Rik,1,8162,14392
3110035E14Rik,1,8166,14427
