index,target,radius,x,y,z
45840,3110035E14Rik,,10097.0,17739.0,0
45841,Fam19a1,,10097.0,17742.0,0
45842,Neurod6,,10097.0,17762.0,0
45843,Enc1,,10097.0,17795.0,0
45844,Enpp2,,10098.0,16800.0,0
45845,3110035E14Rik,,10098.0,17669.0,0
45846,Fam19a1,,10098.0,17683.0,0
45847,Fam19a1,,10098.0,17733.0,0
45848,Cadps2,,10098.0,17803.0,0
45849,Enc1,,10098.0,17860.0,0
45850,Nrsn1,,10098.0,18058.0,0
45851,Plp1,,10098.0,18317.0,0
45852,Neurod6,,10099.0,17699.0,0
45853,Neurod6,,10099.0,17784.0,0
45854,Fam19a1,,10099.0,17791.0,0
45855,Neurod6,,10099.0,17854.0,0
45856,Cplx2,,10099.0,18193.0,0
45857,Tac1,,10100.0,16959.0,0
45858,Bcl11b,,10100.0,17365.0,0
45859,Cplx2,,10100.0,17641.0,0
45860,Pde1a,,10100.0,17711.0,0
45861,3110035E14Rik,,10100.0,17756.0,0
45862,Neurod6,,10100.0,17793.0,0
45863,Cck,,10100.0,17819.0,0
45864,Ntng1,,10100.0,17842.0,0
45865,Slc6a1,,10101.0,17326.0,0
45866,Cadps2,,10101.0,17740.0,0
45867,3110035E14Rik,,10101.0,17763.0,0
45868,Cck,,10101.0,17809.0,0
45869,Wfs1,,10101.0,17882.0,0
45870,Plp1,,10102.0,16793.0,0
45871,Pvalb,,10102.0,17645.0,0
45872,Neurod6,,10102.0,17726.0,0
45873,Prkca,,10103.0,16796.0,0
45874,Slc6a1,,10103.0,17620.0,0
45875,Wfs1,,10103.0,17712.0,0
45876,Neurod6,,10103.0,17734.0,0
45877,Wfs1,,10103.0,17780.0,0
45878,Penk,,10103.0,17785.0,0
45879,Fam19a1,,10103.0,17843.0,0
45880,Wfs1,,10103.0,18051.0,0
45881,Aldoc,,10103.0,18071.0,0
45882,Plp1,,10104.0,16791.0,0
45883,Cpne5,,10104.0,17589.0,0
45884,Pde1a,,10104.0,17685.0,0
45885,Prkca,,10104.0,17696.0,0
45886,Rgs4,,10104.0,17705.0,0
45887,3110035E14Rik,,10104.0,17789.0,0
45888,Neurod6,,10104.0,17832.0,0
45889,3110035E14Rik,,10105.0,17727.0,0
45890,Wfs1,,10105.0,17752.0,0
45891,Rab3c,,10105.0,17799.0,0
45892,Neurod6,,10105.0,17801.0,0
45893,Rgs4,,10105.0,17815.0,0
45894,Neurod6,,10105.0,17826.0,0
45895,Fam19a1,,10105.0,17896.0,0
45896,Id2,,10105.0,18285.0,0
45897,Plp1,,10106.0,16802.0,0
45898,6330403K07Rik,,10106.0,16963.0,0
45899,Cplx2,,10106.0,17451.0,0
45900,Wfs1,,10106.0,17746.0,0
45901,Col25a1,,10106.0,17757.0,0
45902,Prkca,,10106.0,17793.0,0
45903,Wfs1,,10106.0,17810.0,0
45904,Cplx2,,10106.0,17871.0,0
45905,Neurod6,,10106.0,17937.0,0
45906,3110035E14Rik,,10106.0,18228.0,0
45907,Cplx2,,10107.0,17531.0,0
45908,Neurod6,,10107.0,17682.0,0
45909,Neurod6,,10107.0,17796.0,0
45910,Pde1a,,10107.0,17824.0,0
45911,Wfs1,,10107.0,17838.0,0
45912,Nrn1,,10107.0,17890.0,0
45913,Neurod6,,10107.0,17936.0,0
45914,Plp1,,10107.0,18237.0,0
45915,Crym,,10108.0,17719.0,0
45916,Crym,,10108.0,17752.0,0
45917,Sulf2,,10108.0,17764.0,0
45918,Cck,,10108.0,17785.0,0
45919,Enc1,,10108.0,17813.0,0
45920,3110035E14Rik,,10108.0,17821.0,0
45921,3110035E14Rik,,10108.0,17827.0,0
45922,Cck,,10109.0,17715.0,0
45923,Pde1a,,10109.0,17862.0,0
45924,Neurod6,,10109.0,17872.0,0
45925,Pvalb,,10109.0,17886.0,0
45926,Neurod6,,10110.0,17776.0,0
45927,Neurod6,,10110.0,17789.0,0
45928,3110035E14Rik,,10110.0,17808.0,0
45929,Cplx2,,10111.0,16792.0,0
45930,Neurod6,,10111.0,17682.0,0
45931,Neurod6,,10111.0,17731.0,0
45932,Penk,,10111.0,17742.0,0
45933,Cadps2,,10111.0,17746.0,0
45934,Enc1,,10111.0,17748.0,0
45935,Prkca,,10111.0,17780.0,0
45936,Scg2,,10111.0,17858.0,0
45937,Snca,,10111.0,17876.0,0
45938,Neurod6,,10112.0,17709.0,0
45939,Cck,,10112.0,17805.0,0
45940,Neurod6,,10112.0,17817.0,0
45941,Cnr1,,10112.0,17896.0,0
45942,Rgs4,,10113.0,17712.0,0
45943,Wfs1,,10113.0,17785.0,0
45944,Neurod6,,10113.0,17804.0,0
45945,Arpp21,,10113.0,17821.0,0
45946,Neurod6,,10113.0,17846.0,0
45947,Scg2,,10113.0,17879.0,0
45948,Adgrl2,,10113.0,17886.0,0
45949,Neurod6,,10113.0,17902.0,0
45950,Cplx2,,10114.0,17652.0,0
45951,Reln,,10114.0,17686.0,0
45952,Fam19a1,,10114.0,17727.0,0
45953,Neurod6,,10114.0,17750.0,0
45954,Neurod6,,10114.0,17803.0,0
45955,Slc6a1,,10114.0,17808.0,0
45956,3110035E14Rik,,10114.0,17813.0,0
45957,Neurod6,,10115.0,17742.0,0
45958,Neurod6,,10115.0,17763.0,0
45959,Neurod6,,10116.0,17682.0,0
45960,Neurod6,,10116.0,17691.0,0
45961,Neurod6,,10116.0,17752.0,0
45962,Neurod6,,10116.0,17758.0,0
45963,3110035E14Rik,,10116.0,17785.0,0
45964,Fam19a1,,10116.0,17836.0,0
45965,Aldoc,,10116.0,18146.0,0
45966,Plp1,,10116.0,18240.0,0
45967,Id2,,10116.0,18294.0,0
45968,Crym,,10117.0,17673.0,0
45969,Rgs4,,10117.0,17865.0,0
45970,Cplx2,,10117.0,17997.0,0
45971,Enc1,,10118.0,16889.0,0
45972,Enc1,,10118.0,16891.0,0
45973,Prkca,,10118.0,17755.0,0
45974,Wfs1,,10118.0,17772.0,0
45975,Neurod6,,10118.0,17800.0,0
45976,Wfs1,,10118.0,17875.0,0
45977,Rgs4,,10118.0,17897.0,0
45978,Neurod6,,10118.0,17904.0,0
45979,Cplx2,,10118.0,17998.0,0
45980,Cpne5,,10119.0,17353.0,0
45981,3110035E14Rik,,10119.0,17724.0,0
45982,Adgrl2,,10119.0,17759.0,0
45983,Neurod6,,10119.0,17762.0,0
45984,Crym,,10119.0,17814.0,0
45985,Plp1,,10119.0,18234.0,0
45986,Enc1,,10120.0,16892.0,0
45987,Scg2,,10120.0,17747.0,0
45988,Neurod6,,10120.0,17790.0,0
45989,Enc1,,10120.0,17860.0,0
45990,Neurod6,,10120.0,17923.0,0
45991,Wfs1,,10120.0,17933.0,0
45992,Cplx2,,10121.0,16756.0,0
45993,Neurod6,,10121.0,17362.0,0
45994,3110035E14Rik,,10121.0,17631.0,0
45995,Pde1a,,10121.0,17680.0,0
45996,Rbp4,,10121.0,17691.0,0
45997,Rorb,,10121.0,17707.0,0
45998,Gda,,10121.0,17763.0,0
45999,Pde1a,,10121.0,17770.0,0
46000,Enc1,,10121.0,17831.0,0
46001,Neurod6,,10121.0,17868.0,0
46002,Neurod6,,10121.0,17896.0,0
46003,Pde1a,,10121.0,18240.0,0
46004,Cplx2,,10122.0,16751.0,0
46005,Neurod6,,10122.0,17852.0,0
46006,Enc1,,10122.0,17854.0,0
46007,Neurod6,,10122.0,17905.0,0
46008,Enc1,,10123.0,16892.0,0
46009,Neurod6,,10123.0,17800.0,0
46010,Cck,,10123.0,17815.0,0
46011,Serpini1,,10123.0,17833.0,0
46012,Cck,,10123.0,17840.0,0
46013,Neurod6,,10123.0,17884.0,0
46014,Enc1,,10124.0,16891.0,0
46015,Id2,,10124.0,17356.0,0
46016,Neurod6,,10124.0,17691.0,0
46017,Col25a1,,10124.0,17719.0,0
46018,Cxcl14,,10124.0,17733.0,0
46019,6330403K07Rik,,10124.0,17756.0,0
46020,Cck,,10124.0,17818.0,0
46021,Kctd12,,10124.0,18237.0,0
46022,Id2,,10125.0,17585.0,0
46023,Neurod6,,10125.0,17878.0,0
46024,Id2,,10126.0,16751.0,0
46025,Enc1,,10126.0,17628.0,0
46026,3110035E14Rik,,10126.0,17686.0,0
46027,Cplx2,,10126.0,17710.0,0
46028,Neurod6,,10126.0,17775.0,0
46029,Cplx2,,10127.0,17324.0,0
46030,Cck,,10127.0,17759.0,0
46031,Enc1,,10127.0,17810.0,0
46032,Plp1,,10127.0,18236.0,0
46033,Prkca,,10128.0,17729.0,0
46034,Neurod6,,10128.0,17779.0,0
46035,Bcl11b,,10129.0,17677.0,0
46036,Neurod6,,10129.0,17746.0,0
46037,Prkca,,10129.0,17754.0,0
46038,Neurod6,,10129.0,17800.0,0
46039,Cplx2,,10130.0,17529.0,0
46040,Enc1,,10130.0,17718.0,0
46041,Prkca,,10130.0,17755.0,0
46042,Neurod6,,10130.0,17823.0,0
46043,3110035E14Rik,,10130.0,17835.0,0
46044,3110035E14Rik,,10130.0,17839.0,0
46045,Scg2,,10130.0,17861.0,0
46046,Plp1,,10130.0,18248.0,0
46047,Cpne5,,10131.0,17628.0,0
46048,Prkca,,10131.0,17695.0,0
46049,Adgrl2,,10131.0,17724.0,0
46050,Prkca,,10131.0,17727.0,0
46051,3110035E14Rik,,10131.0,17807.0,0
46052,3110035E14Rik,,10131.0,17871.0,0
46053,Id2,,10131.0,17971.0,0
46054,Plp1,,10131.0,18238.0,0
46055,Plp1,,10131.0,18242.0,0
46056,Sema3c,,10132.0,16899.0,0
46057,Prkca,,10132.0,17677.0,0
46058,Fam19a1,,10132.0,17682.0,0
46059,Wfs1,,10132.0,17687.0,0
46060,Col25a1,,10132.0,17691.0,0
46061,Nrsn1,,10132.0,17707.0,0
46062,Neurod6,,10132.0,17714.0,0
46063,Wfs1,,10132.0,17739.0,0
46064,Bcl11b,,10132.0,17785.0,0
46065,Neurod6,,10132.0,17812.0,0
46066,Neurod6,,10132.0,17814.0,0
46067,Rgs4,,10133.0,17539.0,0
46068,Cplx2,,10133.0,17752.0,0
46069,Arpp21,,10133.0,17797.0,0
46070,Aldoc,,10133.0,17898.0,0
46071,Neurod6,,10134.0,17735.0,0
46072,Neurod6,,10134.0,17765.0,0
46073,Pde1a,,10134.0,17799.0,0
46074,Aldoc,,10134.0,17985.0,0
46075,Cplx2,,10135.0,16831.0,0
46076,Neurod6,,10135.0,17655.0,0
46077,Neurod6,,10135.0,17719.0,0
46078,Neurod6,,10135.0,17756.0,0
46079,Neurod6,,10135.0,17787.0,0
46080,Neurod6,,10135.0,17841.0,0
46081,Plp1,,10135.0,18234.0,0
46082,Aldoc,,10136.0,16872.0,0
46083,Crym,,10136.0,17611.0,0
46084,Crym,,10136.0,17612.0,0
46085,Cck,,10136.0,17747.0,0
46086,Neurod6,,10136.0,17839.0,0
46087,Wfs1,,10136.0,17850.0,0
46088,Rgs4,,10137.0,16858.0,0
46089,Cck,,10137.0,17714.0,0
46090,Pde1a,,10137.0,17786.0,0
46091,Neurod6,,10137.0,17822.0,0
46092,Neurod6,,10137.0,17828.0,0
46093,Neurod6,,10137.0,17845.0,0
46094,Neurod6,,10139.0,17723.0,0
46095,Wfs1,,10139.0,17728.0,0
46096,Cplx2,,10139.0,17732.0,0
46097,Neurod6,,10139.0,17763.0,0
46098,Neurod6,,10139.0,17835.0,0
46099,Prkca,,10139.0,17866.0,0
46100,Neurod6,,10139.0,17914.0,0
46101,Plp1,,10139.0,18239.0,0
46102,Pcp4,,10140.0,16868.0,0
46103,Cplx2,,10140.0,17297.0,0
46104,Fam19a1,,10140.0,17713.0,0
46105,Wfs1,,10140.0,17738.0,0
46106,Rgs4,,10140.0,17755.0,0
46107,Enc1,,10140.0,17785.0,0
46108,Scg2,,10140.0,17854.0,0
46109,Grin3a,,10140.0,18202.0,0
46110,Plp1,,10140.0,18235.0,0
46111,Plp1,,10141.0,16768.0,0
46112,Neurod6,,10141.0,17693.0,0
46113,Snca,,10141.0,17752.0,0
46114,Neurod6,,10141.0,17846.0,0
46115,Cplx2,,10141.0,17907.0,0
46116,Id2,,10141.0,18275.0,0
46117,Neurod6,,10142.0,17588.0,0
46118,Neurod6,,10142.0,17680.0,0
46119,Neurod6,,10142.0,17686.0,0
46120,Enc1,,10142.0,17739.0,0
46121,3110035E14Rik,,10142.0,17801.0,0
46122,Enc1,,10142.0,17838.0,0
46123,Plp1,,10143.0,16786.0,0
46124,Neurod6,,10143.0,17689.0,0
46125,Pde1a,,10143.0,17742.0,0
46126,Pde1a,,10143.0,17795.0,0
46127,Plp1,,10144.0,16779.0,0
46128,Cplx2,,10144.0,17286.0,0
46129,Id2,,10144.0,17396.0,0
46130,Neurod6,,10144.0,17684.0,0
46131,6330403K07Rik,,10144.0,17777.0,0
46132,Neurod6,,10144.0,17798.0,0
46133,Cck,,10144.0,17808.0,0
46134,Satb1,,10144.0,17837.0,0
46135,Nrn1,,10144.0,17842.0,0
46136,Gda,,10144.0,17849.0,0
46137,Satb1,,10144.0,18006.0,0
46138,Zcchc12,,10144.0,18206.0,0
46139,Plp1,,10145.0,16794.0,0
46140,Pvrl3,,10145.0,16842.0,0
46141,Cplx2,,10145.0,16854.0,0
46142,Nr4a2,,10145.0,16949.0,0
46143,Neurod6,,10145.0,17691.0,0
46144,Nr4a2,,10145.0,17753.0,0
46145,Gad1,,10145.0,18217.0,0
46146,Plp1,,10146.0,16780.0,0
46147,Neurod6,,10146.0,17693.0,0
46148,Prkca,,10146.0,17772.0,0
46149,Neurod6,,10146.0,17822.0,0
46150,Wfs1,,10146.0,17830.0,0
46151,3110035E14Rik,,10146.0,17960.0,0
46152,Neurod6,,10146.0,17979.0,0
46153,Neurod6,,10147.0,17672.0,0
46154,Enc1,,10147.0,17700.0,0
46155,3110035E14Rik,,10147.0,17713.0,0
46156,Cplx2,,10147.0,17809.0,0
46157,Neurod6,,10147.0,17856.0,0
46158,3110035E14Rik,,10147.0,17863.0,0
46159,Wfs1,,10148.0,17687.0,0
46160,3110035E14Rik,,10148.0,17712.0,0
46161,Snca,,10148.0,17717.0,0
46162,Wfs1,,10148.0,17743.0,0
46163,Nr4a2,,10148.0,17795.0,0
46164,Neurod6,,10148.0,17801.0,0
46165,Neurod6,,10148.0,17851.0,0
46166,Sst,,10148.0,18184.0,0
46167,Prkca,,10148.0,18211.0,0
46168,Pnoc,,10149.0,17737.0,0
46169,Neurod6,,10149.0,17750.0,0
46170,Enc1,,10149.0,17787.0,0
46171,Wfs1,,10149.0,17887.0,0
46172,3110035E14Rik,,10149.0,17934.0,0
46173,Cck,,10149.0,17943.0,0
46174,Neurod6,,10149.0,17947.0,0
46175,Enpp2,,10150.0,16786.0,0
46176,Prkca,,10150.0,16877.0,0
46177,Wfs1,,10150.0,17443.0,0
46178,Fam19a1,,10150.0,17796.0,0
46179,Neurod6,,10150.0,17844.0,0
46180,3110035E14Rik,,10150.0,17940.0,0
46181,Id2,,10151.0,16843.0,0
46182,Id2,,10151.0,17591.0,0
46183,Neurod6,,10151.0,17667.0,0
46184,Neurod6,,10151.0,17687.0,0
46185,Neurod6,,10151.0,17700.0,0
46186,Neurod6,,10151.0,17714.0,0
46187,Neurod6,,10151.0,17743.0,0
46188,3110035E14Rik,,10151.0,17789.0,0
46189,Cplx2,,10151.0,17872.0,0
46190,Cplx2,,10152.0,17342.0,0
46191,Id2,,10152.0,17592.0,0
46192,Id2,,10152.0,17598.0,0
46193,Wfs1,,10152.0,17754.0,0
46194,3110035E14Rik,,10152.0,17777.0,0
46195,Crym,,10152.0,17859.0,0
46196,Cadps2,,10152.0,17954.0,0
46197,Adgrl2,,10152.0,18215.0,0
46198,Neurod6,,10153.0,17715.0,0
46199,Crym,,10153.0,17720.0,0
46200,Neurod6,,10153.0,17733.0,0
46201,Plp1,,10154.0,16794.0,0
46202,Crym,,10154.0,17818.0,0
46203,Neurod6,,10154.0,17869.0,0
46204,Neurod6,,10154.0,17937.0,0
46205,Cplx2,,10155.0,17631.0,0
46206,Enc1,,10155.0,17702.0,0
46207,Enc1,,10155.0,17723.0,0
46208,Cck,,10155.0,17768.0,0
46209,Neurod6,,10155.0,17774.0,0
46210,Crym,,10155.0,17786.0,0
46211,Wfs1,,10155.0,17791.0,0
46212,Snca,,10155.0,17795.0,0
46213,Neurod6,,10155.0,17847.0,0
46214,Plp1,,10156.0,16786.0,0
46215,Plp1,,10156.0,16802.0,0
46216,Wfs1,,10156.0,17707.0,0
46217,Slc6a1,,10156.0,17717.0,0
46218,Rgs4,,10156.0,17735.0,0
46219,Neurod6,,10156.0,17756.0,0
46220,Neurod6,,10156.0,17804.0,0
46221,Rgs4,,10156.0,17814.0,0
46222,Neurod6,,10156.0,17858.0,0
46223,Neurod6,,10156.0,17931.0,0
46224,Cadps2,,10156.0,17945.0,0
46225,Grin3a,,10156.0,18134.0,0
46226,Gad1,,10156.0,18191.0,0
46227,Plp1,,10157.0,16780.0,0
46228,Plp1,,10157.0,16783.0,0
46229,Neurod6,,10157.0,17694.0,0
46230,Nov,,10157.0,17720.0,0
46231,Neurod6,,10157.0,17771.0,0
46232,Cck,,10157.0,17789.0,0
46233,Neurod6,,10157.0,17811.0,0
46234,Enc1,,10157.0,17827.0,0
46235,Neurod6,,10157.0,17929.0,0
46236,Plp1,,10158.0,16785.0,0
46237,Prkca,,10158.0,17753.0,0
46238,Cplx2,,10159.0,17295.0,0
46239,Prkca,,10159.0,17435.0,0
46240,Neurod6,,10159.0,17712.0,0
46241,Nrn1,,10159.0,17778.0,0
46242,Cplx2,,10159.0,17926.0,0
46243,Sst,,10159.0,18200.0,0
46244,Prkca,,10160.0,16796.0,0
46245,Neurod6,,10160.0,17688.0,0
46246,Pde1a,,10160.0,17762.0,0
46247,Fam19a1,,10160.0,17789.0,0
46248,Neurod6,,10160.0,17804.0,0
46249,Neurod6,,10160.0,17821.0,0
46250,Bcl11b,,10160.0,17826.0,0
46251,Crym,,10160.0,17933.0,0
46252,Adgrl2,,10160.0,17939.0,0
46253,Pvalb,,10160.0,18193.0,0
46254,Cryab,,10160.0,18306.0,0
46255,Pcp4,,10161.0,16787.0,0
46256,Neurod6,,10161.0,17742.0,0
46257,Cplx2,,10161.0,17775.0,0
46258,Neurod6,,10161.0,17800.0,0
46259,Crym,,10161.0,17811.0,0
46260,Id2,,10161.0,17834.0,0
46261,Aldoc,,10161.0,17850.0,0
46262,Gad1,,10161.0,17945.0,0
46263,Neurod6,,10162.0,17708.0,0
46264,3110035E14Rik,,10162.0,17753.0,0
46265,Cplx2,,10162.0,17765.0,0
46266,Neurod6,,10162.0,17792.0,0
46267,Neurod6,,10162.0,17796.0,0
46268,Nov,,10162.0,17827.0,0
46269,Aldoc,,10162.0,17849.0,0
46270,3110035E14Rik,,10162.0,17934.0,0
46271,3110035E14Rik,,10162.0,17942.0,0
46272,Gad1,,10163.0,16838.0,0
46273,Trp53i11,,10163.0,16849.0,0
46274,Cplx2,,10163.0,17574.0,0
46275,Neurod6,,10163.0,17736.0,0
46276,Slc6a1,,10163.0,17875.0,0
46277,Wfs1,,10163.0,17967.0,0
46278,3110035E14Rik,,10163.0,18231.0,0
46279,Enpp2,,10164.0,16792.0,0
46280,3110035E14Rik,,10164.0,17655.0,0
46281,Fam19a1,,10164.0,17701.0,0
46282,Neurod6,,10164.0,17719.0,0
46283,Neurod6,,10164.0,17738.0,0
46284,Kit,,10164.0,17787.0,0
46285,Neurod6,,10164.0,17865.0,0
46286,Satb1,,10164.0,18191.0,0
46287,Plp1,,10165.0,16804.0,0
46288,Cplx2,,10165.0,16962.0,0
46289,Neurod6,,10165.0,17194.0,0
46290,3110035E14Rik,,10165.0,17299.0,0
46291,3110035E14Rik,,10165.0,17409.0,0
46292,Neurod6,,10165.0,17664.0,0
46293,Neurod6,,10165.0,17721.0,0
46294,Arpp21,,10165.0,17757.0,0
46295,Rgs4,,10165.0,17779.0,0
46296,Scg2,,10165.0,17814.0,0
46297,Rgs4,,10165.0,17863.0,0
46298,Neurod6,,10165.0,17933.0,0
46299,Slc6a1,,10165.0,18201.0,0
46300,Cplx2,,10166.0,17274.0,0
46301,3110035E14Rik,,10166.0,17742.0,0
46302,Wfs1,,10166.0,17800.0,0
46303,Neurod6,,10166.0,17913.0,0
46304,Cplx2,,10167.0,16960.0,0
46305,Rgs4,,10167.0,17751.0,0
46306,Neurod6,,10167.0,17933.0,0
46307,Satb1,,10167.0,17954.0,0
46308,Cryab,,10168.0,16786.0,0
46309,6330403K07Rik,,10168.0,16840.0,0
46310,Cnr1,,10168.0,16850.0,0
46311,Cplx2,,10168.0,17681.0,0
46312,Neurod6,,10168.0,17696.0,0
46313,6330403K07Rik,,10168.0,17698.0,0
46314,Crym,,10168.0,17761.0,0
46315,3110035E14Rik,,10168.0,17788.0,0
46316,Rgs4,,10168.0,17795.0,0
46317,Synpr,,10168.0,18214.0,0
46318,Ndnf,,10169.0,16856.0,0
46319,Neurod6,,10169.0,17706.0,0
46320,Aldoc,,10169.0,17743.0,0
46321,Neurod6,,10169.0,17755.0,0
46322,Prkca,,10169.0,17802.0,0
46323,Pvalb,,10169.0,17826.0,0
46324,Enc1,,10169.0,17855.0,0
46325,Col25a1,,10169.0,17937.0,0
46326,Gad1,,10170.0,16837.0,0
46327,Gad1,,10170.0,16845.0,0
46328,Arpp21,,10170.0,17621.0,0
46329,Arpp21,,10170.0,17712.0,0
46330,Neurod6,,10170.0,17751.0,0
46331,Wfs1,,10170.0,17777.0,0
46332,Cpne5,,10170.0,17864.0,0
46333,Kit,,10170.0,17874.0,0
46334,Neurod6,,10170.0,17879.0,0
46335,Ndnf,,10171.0,16831.0,0
46336,Cplx2,,10171.0,16852.0,0
46337,Cplx2,,10171.0,17643.0,0
46338,Neurod6,,10171.0,17719.0,0
46339,Rgs4,,10171.0,17749.0,0
46340,Neurod6,,10171.0,17752.0,0
46341,Prkca,,10171.0,17786.0,0
46342,Col25a1,,10171.0,17939.0,0
46343,Gad1,,10171.0,18212.0,0
46344,Cpne5,,10172.0,16822.0,0
46345,Prkca,,10172.0,17638.0,0
46346,Neurod6,,10172.0,17718.0,0
46347,Pde1a,,10172.0,17731.0,0
46348,Rgs4,,10172.0,17748.0,0
46349,Enc1,,10172.0,17761.0,0
46350,Pde1a,,10172.0,17782.0,0
46351,Zcchc12,,10172.0,17830.0,0
46352,Neurod6,,10172.0,17860.0,0
46353,Pde1a,,10172.0,17876.0,0
46354,Ntng1,,10173.0,16826.0,0
46355,Arpp21,,10173.0,16854.0,0
46356,Prkca,,10173.0,17515.0,0
46357,Fam19a1,,10173.0,17681.0,0
46358,Neurod6,,10173.0,17710.0,0
46359,Rgs4,,10173.0,17916.0,0
46360,Cplx2,,10173.0,18040.0,0
46361,Sst,,10173.0,18221.0,0
46362,Rasgrf2,,10174.0,16817.0,0
46363,Ntng1,,10174.0,16845.0,0
46364,3110035E14Rik,,10174.0,17617.0,0
46365,Crym,,10174.0,17702.0,0
46366,Wfs1,,10174.0,17787.0,0
46367,Neurod6,,10174.0,17898.0,0
46368,Wfs1,,10174.0,17935.0,0
46369,Neurod6,,10174.0,17941.0,0
46370,Pvalb,,10174.0,18203.0,0
46371,3110035E14Rik,,10175.0,17722.0,0
46372,Neurod6,,10175.0,17725.0,0
46373,Cox6a2,,10175.0,17769.0,0
46374,Neurod6,,10175.0,17783.0,0
46375,3110035E14Rik,,10175.0,17799.0,0
46376,3110035E14Rik,,10175.0,17809.0,0
46377,Neurod6,,10175.0,17818.0,0
46378,Arpp21,,10175.0,17892.0,0
46379,Cplx2,,10176.0,16838.0,0
46380,Trp53i11,,10176.0,16859.0,0
46381,Aldoc,,10176.0,17233.0,0
46382,Neurod6,,10176.0,17750.0,0
46383,Cxcl14,,10176.0,17770.0,0
46384,Arpp21,,10176.0,17855.0,0
46385,Cplx2,,10176.0,17877.0,0
46386,Nrsn1,,10176.0,17888.0,0
46387,Wfs1,,10176.0,17906.0,0
46388,Aldoc,,10176.0,18194.0,0
46389,Cplx2,,10177.0,17649.0,0
46390,3110035E14Rik,,10177.0,17710.0,0
46391,Wfs1,,10177.0,17882.0,0
46392,Ndnf,,10178.0,16856.0,0
46393,Cplx2,,10178.0,17626.0,0
46394,Neurod6,,10178.0,17692.0,0
46395,Wfs1,,10178.0,17819.0,0
46396,Neurod6,,10178.0,17862.0,0
46397,Kctd12,,10179.0,16843.0,0
46398,Neurod6,,10179.0,17753.0,0
46399,Prkca,,10179.0,17767.0,0
46400,Neurod6,,10179.0,17785.0,0
46401,Scg2,,10179.0,18212.0,0
46402,Htr3a,,10180.0,16844.0,0
46403,Lamp5,,10180.0,17694.0,0
46404,Neurod6,,10180.0,17786.0,0
46405,Prkca,,10180.0,17790.0,0
46406,Snca,,10180.0,17805.0,0
46407,3110035E14Rik,,10180.0,17810.0,0
46408,Wfs1,,10180.0,17822.0,0
46409,Col25a1,,10181.0,16864.0,0
46410,Arpp21,,10181.0,17713.0,0
46411,Rgs4,,10181.0,17724.0,0
46412,Neurod6,,10181.0,17756.0,0
46413,Enc1,,10181.0,17775.0,0
46414,Sulf2,,10181.0,17859.0,0
46415,Neurod6,,10181.0,17890.0,0
46416,3110035E14Rik,,10181.0,17894.0,0
46417,Id2,,10181.0,18317.0,0
46418,Cck,,10182.0,17594.0,0
46419,Rgs4,,10182.0,17701.0,0
46420,Neurod6,,10182.0,17815.0,0
46421,Bcl11b,,10182.0,17935.0,0
46422,Cplx2,,10182.0,18113.0,0
46423,Slc6a1,,10182.0,18224.0,0
46424,Gad1,,10183.0,16844.0,0
46425,Trp53i11,,10183.0,16857.0,0
46426,Prkca,,10183.0,17722.0,0
46427,Neurod6,,10183.0,17728.0,0
46428,Prkca,,10183.0,17755.0,0
46429,Adgrl2,,10183.0,17773.0,0
46430,Fam19a1,,10183.0,17852.0,0
46431,Trp53i11,,10184.0,16858.0,0
46432,Pcp4,,10184.0,17162.0,0
46433,Prkca,,10184.0,17693.0,0
46434,3110035E14Rik,,10184.0,17883.0,0
46435,Neurod6,,10184.0,17887.0,0
46436,Neurod6,,10184.0,17953.0,0
46437,Cryab,,10184.0,18299.0,0
46438,Cplx2,,10185.0,17025.0,0
46439,3110035E14Rik,,10185.0,17710.0,0
46440,Cck,,10185.0,17790.0,0
46441,Arpp21,,10185.0,17805.0,0
46442,Snca,,10185.0,17809.0,0
46443,Wfs1,,10185.0,17841.0,0
46444,Pde1a,,10185.0,17875.0,0
46445,Rgs12,,10186.0,16860.0,0
46446,6330403K07Rik,,10186.0,17309.0,0
46447,Pde1a,,10186.0,17694.0,0
46448,Wfs1,,10186.0,17718.0,0
46449,Fam19a1,,10186.0,17757.0,0
46450,Wfs1,,10186.0,17783.0,0
46451,Nos1,,10186.0,17836.0,0
46452,Satb1,,10186.0,17855.0,0
46453,Cplx2,,10187.0,16847.0,0
46454,Gad1,,10187.0,16855.0,0
46455,Satb1,,10187.0,16864.0,0
46456,Prkca,,10187.0,17514.0,0
46457,Nrn1,,10187.0,17704.0,0
46458,Nov,,10187.0,17733.0,0
46459,Prkca,,10187.0,17754.0,0
46460,Wfs1,,10187.0,17835.0,0
46461,Neurod6,,10187.0,17883.0,0
46462,3110035E14Rik,,10187.0,18232.0,0
46463,Nrsn1,,10188.0,17638.0,0
46464,3110035E14Rik,,10188.0,17711.0,0
46465,Cadps2,,10188.0,17778.0,0
46466,Wfs1,,10188.0,17795.0,0
46467,Satb1,,10188.0,17821.0,0
46468,Rgs4,,10188.0,17909.0,0
46469,3110035E14Rik,,10188.0,18231.0,0
46470,Cplx2,,10189.0,16859.0,0
46471,Neurod6,,10189.0,17759.0,0
46472,Wfs1,,10189.0,17839.0,0
46473,Satb1,,10189.0,17890.0,0
46474,Cnr1,,10190.0,16853.0,0
46475,Id2,,10190.0,17270.0,0
