index,target,radius,x,y,z
0,Cxcl14,,6261.0,13002.0,0
1,Plp1,,6150.0,13724.0,0
2,Plp1,,6150.0,13734.0,0
3,Id2,,6150.0,13981.0,0
4,Enpp2,,6150.0,14004.0,0
5,Plp1,,6150.0,14014.0,0
6,Aldoc,,6150.0,14186.0,0
7,Enpp2,,6151.0,13718.0,0
8,Plp1,,6151.0,13942.0,0
9,Id2,,6151.0,13975.0,0
10,Cryab,,6151.0,13988.0,0
11,Plp1,,6151.0,14008.0,0
12,Plp1,,6152.0,13716.0,0
13,Plp1,,6152.0,13729.0,0
14,Rgs4,,6153.0,13895.0,0
15,Sulf2,,6153.0,14006.0,0
16,Plp1,,6153.0,14014.0,0
17,Id2,,6153.0,14197.0,0
18,Plp1,,6154.0,13951.0,0
19,Enpp2,,6155.0,14002.0,0
20,Cryab,,6155.0,14009.0,0
21,Fam19a1,,6155.0,14206.0,0
22,Plp1,,6155.0,14242.0,0
23,Plp1,,6155.0,14260.0,0
24,Plp1,,6156.0,13731.0,0
25,Plp1,,6156.0,13744.0,0
26,Plp1,,6156.0,13992.0,0
27,Rorb,,6156.0,14137.0,0
28,Id2,,6156.0,14165.0,0
29,Cxcl14,,6157.0,13975.0,0
30,Gad1,,6157.0,14130.0,0
31,Id2,,6157.0,14175.0,0
32,Enpp2,,6158.0,13737.0,0
33,Enpp2,,6158.0,13956.0,0
34,Plp1,,6158.0,13963.0,0
35,Plp1,,6158.0,14010.0,0
36,Plp1,,6158.0,14019.0,0
37,Id2,,6158.0,14195.0,0
38,Plp1,,6159.0,13740.0,0
39,Plp1,,6159.0,13999.0,0
40,Plp1,,6159.0,14016.0,0
41,Gad1,,6159.0,14103.0,0
42,6330403K07Rik,,6159.0,14123.0,0
43,Plp1,,6160.0,13731.0,0
44,Plp1,,6160.0,14003.0,0
45,Enpp2,,6160.0,14014.0,0
46,Plcxd2,,6160.0,14198.0,0
47,Plp1,,6161.0,13990.0,0
48,Gad1,,6161.0,14107.0,0
49,Plp1,,6162.0,13959.0,0
50,Plp1,,6162.0,14000.0,0
51,Enpp2,,6162.0,14008.0,0
52,Plp1,,6163.0,13731.0,0
53,Slc6a1,,6163.0,13898.0,0
54,Satb1,,6163.0,14166.0,0
55,Id2,,6163.0,14174.0,0
56,Plp1,,6164.0,13947.0,0
57,Plp1,,6164.0,13963.0,0
58,Fos,,6164.0,14194.0,0
59,Enpp2,,6165.0,13954.0,0
60,Neurod6,,6166.0,13744.0,0
61,3110035E14Rik,,6166.0,13868.0,0
62,Id2,,6166.0,14123.0,0
63,Zcchc12,,6166.0,14155.0,0
64,3110035E14Rik,,6167.0,13871.0,0
65,3110035E14Rik,,6168.0,13868.0,0
66,Plp1,,6168.0,13958.0,0
67,Plp1,,6169.0,13744.0,0
68,Plp1,,6169.0,13955.0,0
69,Aldoc,,6169.0,14138.0,0
70,Plp1,,6170.0,13745.0,0
71,Plp1,,6171.0,13741.0,0
72,Plp1,,6171.0,13822.0,0
73,Plp1,,6172.0,13738.0,0
74,Id2,,6173.0,14249.0,0
75,Rprm,,6174.0,14202.0,0
76,Cryab,,6175.0,13731.0,0
77,Plp1,,6175.0,13954.0,0
78,Plp1,,6175.0,14164.0,0
79,Plp1,,6176.0,13816.0,0
80,Cryab,,6176.0,14033.0,0
81,Plp1,,6177.0,13824.0,0
82,Plp1,,6177.0,13951.0,0
83,Plp1,,6178.0,13743.0,0
84,Plp1,,6178.0,13961.0,0
85,Cplx2,,6178.0,14246.0,0
86,Kctd12,,6179.0,13738.0,0
87,Cryab,,6179.0,13952.0,0
88,Cck,,6179.0,14320.0,0
89,Plp1,,6180.0,13817.0,0
90,Enpp2,,6180.0,13908.0,0
91,6330403K07Rik,,6181.0,13599.0,0
92,6330403K07Rik,,6181.0,13730.0,0
93,Id2,,6181.0,13900.0,0
94,Plp1,,6181.0,13956.0,0
95,Aldoc,,6181.0,13982.0,0
96,Plp1,,6181.0,14298.0,0
97,Plp1,,6182.0,13828.0,0
98,Plp1,,6182.0,13837.0,0
99,Plp1,,6182.0,14036.0,0
100,Pvalb,,6182.0,14269.0,0
101,Plp1,,6183.0,13903.0,0
102,Cryab,,6183.0,13952.0,0
103,Plp1,,6183.0,14010.0,0
104,Cryab,,6183.0,14198.0,0
105,Plp1,,6184.0,13820.0,0
106,Plp1,,6184.0,13914.0,0
107,Plp1,,6184.0,14300.0,0
108,Plp1,,6184.0,14302.0,0
109,Plp1,,6185.0,13819.0,0
110,Plp1,,6185.0,13835.0,0
111,Enpp2,,6185.0,13920.0,0
112,Plp1,,6185.0,14185.0,0
113,Id2,,6185.0,14274.0,0
114,Fam19a1,,6185.0,14283.0,0
115,Enpp2,,6186.0,13747.0,0
116,Plp1,,6186.0,14040.0,0
117,Plp1,,6186.0,14182.0,0
118,Id2,,6186.0,14242.0,0
119,Plp1,,6187.0,13737.0,0
120,Pde1a,,6187.0,13814.0,0
121,Plp1,,6187.0,13817.0,0
122,Plp1,,6187.0,13913.0,0
123,Id2,,6187.0,14252.0,0
124,Id2,,6187.0,14271.0,0
125,Plp1,,6188.0,13746.0,0
126,Plp1,,6188.0,13815.0,0
127,Plp1,,6188.0,13820.0,0
128,Enpp2,,6188.0,13865.0,0
129,Pvalb,,6188.0,13949.0,0
130,Plp1,,6189.0,13742.0,0
131,Plp1,,6189.0,13825.0,0
132,Id2,,6189.0,13905.0,0
133,Plp1,,6190.0,13914.0,0
134,Plp1,,6191.0,13746.0,0
135,Plp1,,6191.0,13819.0,0
136,Enpp2,,6191.0,13909.0,0
137,Plp1,,6191.0,14171.0,0
138,Plp1,,6191.0,14183.0,0
139,Cryab,,6192.0,13759.0,0
140,Plp1,,6192.0,13831.0,0
141,Cryab,,6192.0,13976.0,0
142,Plp1,,6192.0,14041.0,0
143,Plp1,,6192.0,14102.0,0
144,3110035E14Rik,,6192.0,14240.0,0
145,Plp1,,6193.0,13821.0,0
146,Cpne5,,6193.0,13868.0,0
147,Arpp21,,6193.0,13999.0,0
148,Plp1,,6193.0,14184.0,0
149,Plp1,,6194.0,13824.0,0
150,Plp1,,6194.0,14039.0,0
151,3110035E14Rik,,6194.0,14243.0,0
152,Plp1,,6194.0,14261.0,0
153,Plp1,,6195.0,13394.0,0
154,Plp1,,6195.0,13428.0,0
155,Plp1,,6195.0,13903.0,0
156,Plp1,,6195.0,13917.0,0
157,Plp1,,6195.0,13976.0,0
158,Plp1,,6195.0,14256.0,0
159,Plp1,,6195.0,14266.0,0
160,Plp1,,6196.0,13435.0,0
161,Plp1,,6196.0,13520.0,0
162,Kctd12,,6196.0,14181.0,0
163,Cck,,6196.0,14240.0,0
164,Plp1,,6196.0,14246.0,0
165,Plp1,,6196.0,14252.0,0
166,Plp1,,6196.0,14409.0,0
167,Cpne5,,6197.0,13872.0,0
168,Plp1,,6197.0,13910.0,0
169,Plp1,,6197.0,14251.0,0
170,Cryab,,6198.0,13472.0,0
171,Plp1,,6198.0,13533.0,0
172,Plp1,,6198.0,14037.0,0
173,Plp1,,6198.0,14046.0,0
174,Enpp2,,6198.0,14271.0,0
175,Enpp2,,6199.0,13404.0,0
176,Enpp2,,6199.0,13870.0,0
177,Prkca,,6199.0,13875.0,0
178,Plp1,,6199.0,14034.0,0
179,Plp1,,6200.0,13354.0,0
180,Plp1,,6200.0,13369.0,0
181,Plp1,,6200.0,13901.0,0
182,Plp1,,6200.0,13910.0,0
183,Plp1,,6200.0,14038.0,0
184,Cplx2,,6200.0,14233.0,0
185,Plp1,,6200.0,14250.0,0
186,Plp1,,6200.0,14262.0,0
187,Npy2r,,6201.0,13360.0,0
188,Plp1,,6201.0,13424.0,0
189,Plp1,,6201.0,13428.0,0
190,Plp1,,6201.0,13548.0,0
191,Cplx2,,6201.0,14234.0,0
192,Plp1,,6201.0,14255.0,0
193,Npy2r,,6202.0,13361.0,0
194,Cadps2,,6202.0,13683.0,0
195,Plp1,,6202.0,13917.0,0
196,Plp1,,6202.0,14040.0,0
197,Plp1,,6202.0,14043.0,0
198,Plp1,,6202.0,14248.0,0
199,Plp1,,6203.0,13365.0,0
200,Plp1,,6203.0,13881.0,0
201,Plp1,,6203.0,14272.0,0
202,Cryab,,6204.0,13367.0,0
203,Cryab,,6204.0,13867.0,0
204,Enpp2,,6204.0,13920.0,0
205,Cryab,,6204.0,14048.0,0
206,Cryab,,6205.0,13429.0,0
207,Cadps2,,6205.0,13686.0,0
208,Plp1,,6205.0,13875.0,0
209,Plp1,,6205.0,13905.0,0
210,Plp1,,6205.0,13917.0,0
211,Plp1,,6205.0,14030.0,0
212,Plp1,,6205.0,14250.0,0
213,Plp1,,6205.0,14267.0,0
214,Pvalb,,6206.0,13668.0,0
215,Plp1,,6206.0,14031.0,0
216,Cryab,,6207.0,13420.0,0
217,Plp1,,6207.0,13424.0,0
218,Plp1,,6207.0,13544.0,0
219,Plp1,,6207.0,14044.0,0
220,Plp1,,6207.0,14258.0,0
221,Enpp2,,6207.0,14271.0,0
222,Plp1,,6208.0,13921.0,0
223,Plp1,,6208.0,14315.0,0
224,Plp1,,6209.0,13448.0,0
225,Prkca,,6209.0,13644.0,0
226,Plp1,,6209.0,13914.0,0
227,Plp1,,6209.0,13919.0,0
228,Cux2,,6209.0,14036.0,0
229,Plp1,,6209.0,14051.0,0
230,Cryab,,6209.0,14171.0,0
231,Rgs4,,6209.0,14246.0,0
232,Cryab,,6210.0,13342.0,0
233,Cryab,,6210.0,13354.0,0
234,Cryab,,6210.0,13428.0,0
235,Prkca,,6210.0,13643.0,0
236,Aldoc,,6210.0,13648.0,0
237,Cryab,,6211.0,13439.0,0
238,Cryab,,6212.0,13348.0,0
239,3110035E14Rik,,6212.0,13523.0,0
240,Plp1,,6212.0,13867.0,0
241,Prkca,,6212.0,13872.0,0
242,Plp1,,6212.0,13922.0,0
243,Plp1,,6212.0,14034.0,0
244,Plp1,,6212.0,14050.0,0
245,Fam19a1,,6212.0,14250.0,0
246,Plp1,,6213.0,13779.0,0
247,Prkca,,6213.0,13871.0,0
248,Plp1,,6213.0,14036.0,0
249,Plp1,,6214.0,13363.0,0
250,Plp1,,6214.0,13442.0,0
251,Enpp2,,6214.0,13606.0,0
252,Plp1,,6214.0,14308.0,0
253,Plp1,,6215.0,13455.0,0
254,Id2,,6215.0,14381.0,0
255,Plp1,,6216.0,13441.0,0
256,Plp1,,6216.0,13565.0,0
257,Plp1,,6216.0,13597.0,0
258,Plp1,,6216.0,13610.0,0
259,Pcp4,,6217.0,13256.0,0
260,Plp1,,6217.0,13353.0,0
261,Plp1,,6217.0,13358.0,0
262,Plp1,,6217.0,13362.0,0
263,Enpp2,,6217.0,13543.0,0
264,Enpp2,,6217.0,13776.0,0
265,Plp1,,6217.0,13876.0,0
266,Plp1,,6217.0,13990.0,0
267,Plp1,,6217.0,14301.0,0
268,Plp1,,6218.0,13354.0,0
269,Plp1,,6218.0,13371.0,0
270,Cryab,,6218.0,13439.0,0
271,Plp1,,6218.0,13459.0,0
272,Plp1,,6218.0,13546.0,0
273,Plp1,,6218.0,13549.0,0
274,Enpp2,,6218.0,13612.0,0
275,Cryab,,6218.0,13620.0,0
276,Plp1,,6218.0,13882.0,0
277,Enpp2,,6219.0,13446.0,0
278,Plp1,,6219.0,13870.0,0
279,Plp1,,6219.0,14040.0,0
280,Plp1,,6219.0,14309.0,0
281,Plp1,,6220.0,13363.0,0
282,Pde1a,,6220.0,13391.0,0
283,Plp1,,6220.0,13451.0,0
284,Pde1a,,6220.0,13558.0,0
285,Plp1,,6220.0,13608.0,0
286,Plp1,,6220.0,13872.0,0
287,Plp1,,6220.0,13878.0,0
288,Plp1,,6220.0,14355.0,0
289,Plp1,,6221.0,13368.0,0
290,Enpp2,,6221.0,13617.0,0
291,Aldoc,,6221.0,13640.0,0
292,Id2,,6221.0,13663.0,0
293,Enpp2,,6221.0,14341.0,0
294,Plp1,,6222.0,13364.0,0
295,Kctd12,,6222.0,13392.0,0
296,Cryab,,6222.0,13441.0,0
297,Plp1,,6222.0,13447.0,0
298,Cryab,,6222.0,13452.0,0
299,Sulf2,,6222.0,13497.0,0
300,Cryab,,6222.0,13600.0,0
301,Plp1,,6222.0,13613.0,0
302,Plp1,,6222.0,14311.0,0
303,Plp1,,6222.0,14357.0,0
304,Plp1,,6223.0,13353.0,0
305,Cryab,,6223.0,13453.0,0
306,Plp1,,6223.0,14304.0,0
307,Plp1,,6224.0,13444.0,0
308,Plp1,,6224.0,13558.0,0
309,Plp1,,6224.0,13578.0,0
310,Plp1,,6224.0,13597.0,0
311,Plp1,,6224.0,14340.0,0
312,Plp1,,6224.0,14355.0,0
313,6330403K07Rik,,6225.0,13244.0,0
314,Pcp4,,6225.0,13876.0,0
315,Pvalb,,6225.0,14400.0,0
316,Plp1,,6226.0,13236.0,0
317,Plp1,,6226.0,13442.0,0
318,Plp1,,6226.0,13459.0,0
319,Plp1,,6226.0,13462.0,0
320,Aldoc,,6226.0,13649.0,0
321,Plp1,,6226.0,14349.0,0
322,Plp1,,6227.0,13351.0,0
323,Plp1,,6227.0,13583.0,0
324,Plp1,,6227.0,13604.0,0
325,Plp1,,6227.0,13608.0,0
326,Enpp2,,6227.0,13612.0,0
327,Plp1,,6228.0,13350.0,0
328,Plp1,,6228.0,13448.0,0
329,Plp1,,6228.0,13456.0,0
330,Plp1,,6228.0,13595.0,0
331,Plp1,,6228.0,13653.0,0
332,Plp1,,6228.0,14299.0,0
333,Plp1,,6229.0,13364.0,0
334,Plp1,,6229.0,13384.0,0
335,Plp1,,6229.0,14341.0,0
336,Plp1,,6229.0,14349.0,0
337,Plp1,,6229.0,14354.0,0
338,Cryab,,6230.0,13393.0,0
339,Cryab,,6230.0,13454.0,0
340,Plp1,,6230.0,13602.0,0
341,Arpp21,,6230.0,13933.0,0
342,Plp1,,6230.0,14263.0,0
343,Plp1,,6230.0,14269.0,0
344,Plp1,,6231.0,13176.0,0
345,Enpp2,,6231.0,13450.0,0
346,Plp1,,6231.0,13595.0,0
347,Cryab,,6231.0,13599.0,0
348,Plp1,,6231.0,14264.0,0
349,Enpp2,,6232.0,13351.0,0
350,Htr3a,,6232.0,13378.0,0
351,Plp1,,6232.0,14265.0,0
352,Plp1,,6232.0,14268.0,0
353,Enpp2,,6233.0,13363.0,0
354,Plp1,,6233.0,13394.0,0
355,Cryab,,6233.0,13442.0,0
356,Arpp21,,6233.0,13931.0,0
357,Plp1,,6233.0,14352.0,0
358,Cryab,,6234.0,13255.0,0
359,Plp1,,6234.0,13389.0,0
360,Plp1,,6234.0,13397.0,0
361,Plp1,,6234.0,13462.0,0
362,Plp1,,6234.0,14282.0,0
363,Slc17a8,,6235.0,13162.0,0
364,Plp1,,6235.0,13175.0,0
365,Plp1,,6235.0,13374.0,0
366,Plp1,,6235.0,13393.0,0
367,Cryab,,6235.0,13454.0,0
368,Plp1,,6235.0,13714.0,0
369,Enpp2,,6236.0,13362.0,0
370,Plp1,,6236.0,13381.0,0
371,Plp1,,6236.0,13715.0,0
372,Plp1,,6236.0,14264.0,0
373,Plp1,,6237.0,13163.0,0
374,Plp1,,6237.0,14263.0,0
375,Plp1,,6238.0,13453.0,0
376,Snca,,6238.0,13644.0,0
377,Rgs4,,6238.0,14053.0,0
378,Plp1,,6238.0,14529.0,0
379,Plp1,,6239.0,13157.0,0
380,Enpp2,,6239.0,13258.0,0
381,Enpp2,,6239.0,13362.0,0
382,Plp1,,6239.0,13421.0,0
383,Plp1,,6239.0,13451.0,0
384,Kctd12,,6239.0,13461.0,0
385,Rgs4,,6239.0,14054.0,0
386,Pvalb,,6239.0,14426.0,0
387,Plp1,,6240.0,13166.0,0
388,Plp1,,6240.0,13242.0,0
389,Plp1,,6240.0,13271.0,0
390,Enpp2,,6240.0,13362.0,0
391,Cryab,,6240.0,13456.0,0
392,Plp1,,6241.0,13373.0,0
393,Cryab,,6241.0,13377.0,0
394,Cryab,,6241.0,13395.0,0
395,Plp1,,6241.0,14529.0,0
396,Plp1,,6242.0,13450.0,0
397,Cryab,,6242.0,13686.0,0
398,Plp1,,6242.0,13796.0,0
399,Enpp2,,6243.0,13166.0,0
400,Plp1,,6243.0,13245.0,0
401,Plp1,,6243.0,13464.0,0
402,Cryab,,6243.0,13799.0,0
403,Pcp4,,6243.0,14506.0,0
404,Enpp2,,6243.0,14538.0,0
405,Rgs4,,6243.0,14544.0,0
406,Enpp2,,6244.0,13172.0,0
407,Plp1,,6244.0,13244.0,0
408,Plp1,,6244.0,13253.0,0
409,Plp1,,6244.0,13262.0,0
410,Plp1,,6244.0,13269.0,0
411,Plp1,,6244.0,13312.0,0
412,Plp1,,6244.0,13322.0,0
413,Plp1,,6244.0,13362.0,0
414,Enpp2,,6244.0,13391.0,0
415,Plp1,,6244.0,13447.0,0
416,6330403K07Rik,,6244.0,14504.0,0
417,Enpp2,,6244.0,14521.0,0
418,Plp1,,6245.0,13248.0,0
419,Plp1,,6245.0,13259.0,0
420,Plp1,,6245.0,13313.0,0
421,Plp1,,6245.0,13458.0,0
422,Plp1,,6245.0,13584.0,0
423,Plp1,,6245.0,14515.0,0
424,Cryab,,6246.0,13240.0,0
425,Plp1,,6246.0,13396.0,0
426,Cryab,,6246.0,13693.0,0
427,3110035E14Rik,,6246.0,14392.0,0
428,Id2,,6246.0,14426.0,0
429,Enpp2,,6246.0,14451.0,0
430,Cryab,,6247.0,13270.0,0
431,Plp1,,6247.0,13385.0,0
432,Plp1,,6247.0,13461.0,0
433,Cryab,,6247.0,13802.0,0
434,Enpp2,,6247.0,14531.0,0
435,Plp1,,6248.0,13457.0,0
436,Pvalb,,6248.0,13511.0,0
437,Plp1,,6248.0,14540.0,0
438,Plp1,,6249.0,13177.0,0
439,Plp1,,6249.0,13263.0,0
440,Pcp4,,6249.0,13449.0,0
441,Plp1,,6249.0,13808.0,0
442,3110035E14Rik,,6249.0,14494.0,0
443,Cck,,6250.0,13697.0,0
444,Plp1,,6250.0,13818.0,0
445,Plp1,,6250.0,14518.0,0
446,Plp1,,6250.0,14525.0,0
447,Plp1,,6250.0,14533.0,0
448,Plp1,,6250.0,14548.0,0
449,Enpp2,,6251.0,13252.0,0
450,Plp1,,6251.0,13271.0,0
451,Plp1,,6251.0,13389.0,0
452,Cplx2,,6251.0,13613.0,0
453,Plp1,,6251.0,13805.0,0
454,Cryab,,6251.0,13957.0,0
455,Arpp21,,6251.0,14391.0,0
456,Plp1,,6251.0,14445.0,0
457,Enpp2,,6251.0,14451.0,0
458,Plp1,,6251.0,14457.0,0
459,Plp1,,6252.0,13263.0,0
460,Cryab,,6252.0,13328.0,0
461,3110035E14Rik,,6252.0,13495.0,0
462,Plp1,,6252.0,13684.0,0
463,Plp1,,6252.0,13810.0,0
464,Plp1,,6252.0,13820.0,0
465,Enpp2,,6252.0,13822.0,0
466,Plp1,,6252.0,13835.0,0
467,Plp1,,6252.0,13891.0,0
468,Plp1,,6252.0,14179.0,0
469,Plp1,,6253.0,13048.0,0
470,Plp1,,6253.0,13053.0,0
471,Cryab,,6253.0,13240.0,0
472,Enpp2,,6253.0,13313.0,0
473,Plp1,,6253.0,13687.0,0
474,Plp1,,6253.0,13814.0,0
475,3110035E14Rik,,6253.0,13992.0,0
476,Sulf2,,6253.0,14250.0,0
477,Plp1,,6253.0,14444.0,0
478,Plp1,,6253.0,14520.0,0
479,Plp1,,6254.0,13052.0,0
480,Cryab,,6254.0,13242.0,0
481,Plp1,,6254.0,13271.0,0
482,Pvalb,,6254.0,13506.0,0
483,Cryab,,6254.0,13632.0,0
484,Plp1,,6254.0,13686.0,0
485,Plp1,,6254.0,13811.0,0
486,Plp1,,6254.0,13965.0,0
487,Plp1,,6254.0,14394.0,0
488,Enpp2,,6254.0,14477.0,0
489,Plp1,,6255.0,13161.0,0
490,Enpp2,,6255.0,13256.0,0
491,Plp1,,6255.0,14457.0,0
492,Cryab,,6255.0,14467.0,0
493,Plp1,,6255.0,14537.0,0
494,Plp1,,6256.0,13043.0,0
495,Plp1,,6256.0,13315.0,0
496,Plp1,,6256.0,13387.0,0
497,Plp1,,6256.0,13784.0,0
498,Plp1,,6256.0,13819.0,0
499,Plp1,,6256.0,13969.0,0
500,3110035E14Rik,,6256.0,13992.0,0
501,Plp1,,6256.0,14251.0,0
502,Plp1,,6256.0,14396.0,0
503,Enpp2,,6256.0,14443.0,0
504,Plp1,,6256.0,14448.0,0
505,Plp1,,6256.0,14454.0,0
506,Plp1,,6256.0,14459.0,0
507,Plp1,,6256.0,14474.0,0
508,Plp1,,6257.0,13264.0,0
509,Plp1,,6257.0,13804.0,0
510,Plp1,,6257.0,13809.0,0
511,Snca,,6257.0,13944.0,0
512,Plp1,,6257.0,13967.0,0
513,Plp1,,6257.0,14391.0,0
514,Reln,,6257.0,14446.0,0
515,Plp1,,6257.0,14469.0,0
516,Plp1,,6257.0,14478.0,0
517,Pcp4,,6258.0,13016.0,0
518,Plp1,,6258.0,13050.0,0
519,Plp1,,6258.0,13061.0,0
520,Plp1,,6258.0,13322.0,0
521,Plp1,,6258.0,13691.0,0
522,Enpp2,,6258.0,13817.0,0
523,Plp1,,6258.0,13972.0,0
524,Enpp2,,6258.0,14449.0,0
525,Prkca,,6258.0,14496.0,0
526,Plp1,,6259.0,13037.0,0
527,Plp1,,6259.0,13057.0,0
528,Cryab,,6259.0,13106.0,0
529,Plp1,,6259.0,13172.0,0
530,Wfs1,,6259.0,13740.0,0
531,Plp1,,6259.0,13974.0,0
532,Cryab,,6260.0,13165.0,0
533,Plp1,,6260.0,13250.0,0
534,Plp1,,6260.0,13311.0,0
535,Wfs1,,6260.0,13741.0,0
536,Plp1,,6260.0,13968.0,0
537,Plp1,,6260.0,14485.0,0
538,Enpp2,,6261.0,13051.0,0
539,Plp1,,6261.0,13159.0,0
540,Prkca,,6261.0,13331.0,0
541,Plp1,,6261.0,13688.0,0
542,Plp1,,6261.0,13814.0,0
543,Plp1,,6261.0,14432.0,0
544,Plp1,,6262.0,13318.0,0
545,Cryab,,6262.0,13978.0,0
546,Pde1a,,6262.0,14278.0,0
547,Plp1,,6262.0,14471.0,0
548,Plp1,,6262.0,14540.0,0
549,Aldoc,,6262.0,14598.0,0
550,Plp1,,6263.0,13047.0,0
551,Plp1,,6263.0,13162.0,0
552,Cryab,,6263.0,13171.0,0
553,Enpp2,,6263.0,13329.0,0
554,Cryab,,6263.0,13605.0,0
555,Cryab,,6263.0,13722.0,0
556,Plp1,,6263.0,13974.0,0
557,Plp1,,6264.0,13168.0,0
558,Pcp4,,6264.0,13874.0,0
559,Plp1,,6264.0,14593.0,0
560,Plp1,,6265.0,13041.0,0
561,Plp1,,6265.0,13053.0,0
562,Enpp2,,6265.0,13057.0,0
563,Plp1,,6265.0,13156.0,0
564,Plp1,,6265.0,13332.0,0
565,Sulf2,,6265.0,13740.0,0
566,Plp1,,6265.0,14453.0,0
567,Enpp2,,6266.0,14254.0,0
568,Cplx2,,6266.0,14364.0,0
569,Plp1,,6266.0,14541.0,0
570,Plp1,,6267.0,13032.0,0
571,Plp1,,6267.0,13318.0,0
572,Plp1,,6267.0,13327.0,0
573,Nrn1,,6267.0,14082.0,0
574,Plp1,,6267.0,14458.0,0
575,Plp1,,6267.0,14588.0,0
576,Plp1,,6268.0,13184.0,0
577,Plp1,,6268.0,13333.0,0
578,Enpp2,,6268.0,13802.0,0
579,Plp1,,6268.0,13809.0,0
580,Cryab,,6268.0,14462.0,0
581,Cryab,,6268.0,14530.0,0
582,Id2,,6269.0,14169.0,0
583,Plp1,,6269.0,14242.0,0
584,Enc1,,6269.0,14533.0,0
585,Plp1,,6269.0,14594.0,0
586,Plp1,,6270.0,13156.0,0
587,Enpp2,,6270.0,13159.0,0
588,Plp1,,6270.0,13323.0,0
589,Plp1,,6270.0,14456.0,0
590,Plp1,,6270.0,14589.0,0
591,Plp1,,6271.0,13041.0,0
592,Plp1,,6271.0,13051.0,0
593,Plp1,,6271.0,13800.0,0
594,Plp1,,6271.0,13804.0,0
595,Id2,,6271.0,13812.0,0
596,Plp1,,6271.0,13830.0,0
597,Pvrl3,,6271.0,14291.0,0
598,Plp1,,6271.0,14453.0,0
599,Cryab,,6271.0,14544.0,0
600,Plp1,,6271.0,14597.0,0
601,Cryab,,6272.0,13048.0,0
602,Plp1,,6272.0,13163.0,0
603,Tac1,,6272.0,13336.0,0
604,Cryab,,6272.0,14015.0,0
605,Plp1,,6272.0,14253.0,0
606,Cryab,,6272.0,14601.0,0
607,Plp1,,6273.0,13035.0,0
608,Reln,,6273.0,13039.0,0
609,Cryab,,6273.0,13176.0,0
610,Plp1,,6273.0,13186.0,0
611,Plp1,,6273.0,13328.0,0
612,Cryab,,6273.0,13664.0,0
613,Id2,,6273.0,13811.0,0
614,Pcp4,,6273.0,13943.0,0
615,Plp1,,6273.0,13975.0,0
616,Plp1,,6273.0,14244.0,0
617,Plp1,,6273.0,14351.0,0
618,Pcp4,,6274.0,13944.0,0
619,Plp1,,6274.0,14352.0,0
620,Plp1,,6274.0,14407.0,0
621,Aldoc,,6274.0,14588.0,0
622,Plp1,,6274.0,14606.0,0
623,Wfs1,,6275.0,13080.0,0
624,Plp1,,6275.0,13329.0,0
625,Id2,,6275.0,13809.0,0
626,Tac1,,6275.0,14167.0,0
627,Plp1,,6275.0,14294.0,0
628,Plp1,,6275.0,14297.0,0
629,Plp1,,6275.0,14508.0,0
630,Plp1,,6276.0,13191.0,0
631,Pcp4,,6276.0,13338.0,0
632,Plp1,,6276.0,14298.0,0
633,Plp1,,6276.0,14312.0,0
634,Plp1,,6276.0,14507.0,0
635,Plp1,,6276.0,14520.0,0
636,Plp1,,6276.0,14595.0,0
637,Plp1,,6276.0,14639.0,0
638,Plp1,,6277.0,13341.0,0
639,Plp1,,6277.0,13876.0,0
640,Plp1,,6277.0,14301.0,0
641,Aldoc,,6277.0,14306.0,0
642,Plp1,,6277.0,14524.0,0
643,Cryab,,6278.0,13193.0,0
644,Id2,,6278.0,13490.0,0
645,Plp1,,6278.0,13883.0,0
646,Slc6a1,,6278.0,14164.0,0
647,Plp1,,6278.0,14247.0,0
648,Plp1,,6278.0,14254.0,0
649,Plp1,,6278.0,14286.0,0
650,Plp1,,6278.0,14294.0,0
651,Plp1,,6278.0,14518.0,0
652,Plp1,,6278.0,14591.0,0
653,Plp1,,6278.0,14644.0,0
654,Id2,,6279.0,13502.0,0
655,Neurod6,,6279.0,13593.0,0
656,Plp1,,6279.0,13882.0,0
657,Plp1,,6279.0,14290.0,0
658,Plp1,,6279.0,14318.0,0
659,Enpp2,,6279.0,14513.0,0
660,Plp1,,6279.0,14645.0,0
661,Plp1,,6280.0,13161.0,0
662,Plp1,,6280.0,13165.0,0
663,Enpp2,,6280.0,13170.0,0
664,Cryab,,6280.0,13179.0,0
665,Id2,,6280.0,13500.0,0
666,Neurod6,,6280.0,13594.0,0
667,Plp1,,6280.0,13881.0,0
668,Plp1,,6280.0,14242.0,0
669,Enpp2,,6280.0,14605.0,0
670,Id2,,6281.0,13274.0,0
671,Pcp4,,6281.0,13645.0,0
672,Plp1,,6281.0,13873.0,0
673,Plp1,,6281.0,13893.0,0
674,Sulf2,,6281.0,14173.0,0
675,Plp1,,6281.0,14315.0,0
676,Plp1,,6281.0,14589.0,0
677,Enpp2,,6281.0,14604.0,0
678,Plp1,,6281.0,14610.0,0
679,Cryab,,6281.0,14615.0,0
680,Plp1,,6282.0,13046.0,0
681,Pcp4,,6282.0,13643.0,0
682,Plp1,,6282.0,13654.0,0
683,Grin3a,,6282.0,14191.0,0
684,Enpp2,,6282.0,14248.0,0
685,Plp1,,6282.0,14258.0,0
686,Cryab,,6282.0,14516.0,0
687,Id2,,6282.0,14654.0,0
688,Vip,,6283.0,13189.0,0
689,Plp1,,6283.0,13655.0,0
