Gene,Expt,x,y
3110035E14Rik,1,4167,12600
3110035E14Rik,1,4210,13022
3110035E14Rik,1,4225,12747
3110035E14Rik,1,4303,12647
3110035E14Rik,1,4306,12855
3110035E14Rik,1,4332,12787
3110035E14Rik,1,4340,12648
3110035E14Rik,1,4348,12656
3110035E14Rik,1,4350,12685
3110035E14Rik,1,4353,12612
3110035E14Rik,1,4370,12687
3110035E14Rik,1,4372,12669
3110035E14Rik,1,4380,12714
3110035E14Rik,1,4384,12819
3110035E14Rik,1,4394,12620
3110035E14Rik,1,4397,12599
3110035E14Rik,1,4403,12961
3110035E14Rik,1,4405,12723
3110035E14Rik,1,4407,12707
3110035E14Rik,1,4417,12839
3110035E14Rik,1,4420,12920
3110035E14Rik,1,4423,12695
3110035E14Rik,1,4428,12715
3110035E14Rik,1,4437,12631
3110035E14Rik,1,4438,12605
3110035E14Rik,1,4438,12701
3110035E14Rik,1,4438,12803
3110035E14Rik,1,4439,12648
3110035E14Rik,1,4442,12596
3110035E14Rik,1,4442,12914
3110035E14Rik,1,4444,12731
3110035E14Rik,1,4448,12761
3110035E14Rik,1,4454,12763
3110035E14Rik,1,4456,12579
3110035E14Rik,1,4456,12934
3110035E14Rik,1,4458,12644
3110035E14Rik,1,4461,12638
3110035E14Rik,1,4462,12769
3110035E14Rik,1,4465,12655
3110035E14Rik,1,4465,12713
3110035E14Rik,1,4470,12612
3110035E14Rik,1,4475,12852
3110035E14Rik,1,4481,12842
3110035E14Rik,1,4492,12760
3110035E14Rik,1,4498,12594
3110035E14Rik,1,4500,12763
3110035E14Rik,1,4501,12684
3110035E14Rik,1,4505,12615
3110035E14Rik,1,4509,12801
3110035E14Rik,1,4514,12691
3110035E14Rik,1,4515,12974
3110035E14Rik,1,4521,12750
3110035E14Rik,1,4524,12876
3110035E14Rik,1,4526,12639
3110035E14Rik,1,4531,12843
3110035E14Rik,1,4538,12855
3110035E14Rik,1,4538,12958
3110035E14Rik,1,4543,12806
3110035E14Rik,1,4545,12620
3110035E14Rik,1,4545,12748
3110035E14Rik,1,4547,13024
3110035E14Rik,1,4548,12623
3110035E14Rik,1,4548,12699
3110035E14Rik,1,4552,12814
3110035E14Rik,1,4558,12716
3110035E14Rik,1,4558,12796
3110035E14Rik,1,4558,12999
3110035E14Rik,1,4559,12977
3110035E14Rik,1,4561,12810
3110035E14Rik,1,4565,12722
3110035E14Rik,1,4567,12751
3110035E14Rik,1,4567,12959
3110035E14Rik,1,4569,12731
3110035E14Rik,1,4581,12946
3110035E14Rik,1,4582,12761
3110035E14Rik,1,4582,12861
3110035E14Rik,1,4586,12973
3110035E14Rik,1,4588,12943
3110035E14Rik,1,4590,12750
3110035E14Rik,1,4591,12885
3110035E14Rik,1,4600,12748
3110035E14Rik,1,4601,12891
3110035E14Rik,1,4602,12865
3110035E14Rik,1,4603,12616
3110035E14Rik,1,4603,12754
3110035E14Rik,1,4605,12868
3110035E14Rik,1,4606,12816
3110035E14Rik,1,4610,12846
3110035E14Rik,1,4623,12874
3110035E14Rik,1,4629,12789
3110035E14Rik,1,4630,12621
3110035E14Rik,1,4631,12855
3110035E14Rik,1,4632,12941
3110035E14Rik,1,4636,12828
3110035E14Rik,1,4641,12901
3110035E14Rik,1,4644,12861
3110035E14Rik,1,4650,12835
3110035E14Rik,1,4656,13033
3110035E14Rik,1,4660,12846
3110035E14Rik,1,4661,13007
3110035E14Rik,1,4669,12983
3110035E14Rik,1,4673,12642
3110035E14Rik,1,4686,12917
3110035E14Rik,1,4686,13003
3110035E14Rik,1,4703,13002
3110035E14Rik,1,4740,12643
3110035E14Rik,1,4743,12674
3110035E14Rik,1,4756,12590
3110035E14Rik,1,4772,12809
3110035E14Rik,1,4790,12874
3110035E14Rik,1,4798,12732
3110035E14Rik,1,4813,12669
3110035E14Rik,1,4825,12856
3110035E14Rik,1,4848,12945
3110035E14Rik,1,4889,12695
3110035E14Rik,1,4906,13013
3110035E14Rik,1,4938,12856
3110035E14Rik,1,5098,12953
3110035E14Rik,1,5104,12645
3110035E14Rik,1,5126,12932
3110035E14Rik,1,5248,13007
3110035E14Rik,1,5480,12615
3110035E14Rik,1,4134,14756
3110035E14Rik,1,4135,14626
3110035E14Rik,1,4135,14781
3110035E14Rik,1,4136,14564
3110035E14Rik,1,4136,14675
3110035E14Rik,1,4139,14572
3110035E14Rik,1,4141,14491
3110035E14Rik,1,4142,14684
3110035E14Rik,1,4143,14741
3110035E14Rik,1,4144,14505
3110035E14Rik,1,4146,14743
3110035E14Rik,1,4150,14581
3110035E14Rik,1,4150,14783
3110035E14Rik,1,4155,14797
3110035E14Rik,1,4157,14507
3110035E14Rik,1,4158,13940
3110035E14Rik,1,4159,13857
3110035E14Rik,1,4163,14716
3110035E14Rik,1,4166,14691
3110035E14Rik,1,4171,13862
3110035E14Rik,1,4175,13112
3110035E14Rik,1,4180,14552
3110035E14Rik,1,4186,14615
3110035E14Rik,1,4186,14629
3110035E14Rik,1,4187,14628
3110035E14Rik,1,4187,14825
3110035E14Rik,1,4188,14761
3110035E14Rik,1,4192,13817
3110035E14Rik,1,4195,14762
3110035E14Rik,1,4196,14655
3110035E14Rik,1,4198,14784
3110035E14Rik,1,4200,13100
3110035E14Rik,1,4200,14742
3110035E14Rik,1,4202,13087
3110035E14Rik,1,4205,13118
3110035E14Rik,1,4209,14722
3110035E14Rik,1,4210,14723
3110035E14Rik,1,4211,14678
3110035E14Rik,1,4219,14656
3110035E14Rik,1,4223,13233
3110035E14Rik,1,4225,14808
3110035E14Rik,1,4226,14379
3110035E14Rik,1,4231,14707
3110035E14Rik,1,4234,14788
3110035E14Rik,1,4236,14706
3110035E14Rik,1,4242,13445
3110035E14Rik,1,4243,14739
3110035E14Rik,1,4244,14738
3110035E14Rik,1,4245,14711
3110035E14Rik,1,4248,14712
3110035E14Rik,1,4249,14713
3110035E14Rik,1,4257,14719
3110035E14Rik,1,4269,13548
3110035E14Rik,1,4278,14103
3110035E14Rik,1,4283,13114
3110035E14Rik,1,4284,13860
3110035E14Rik,1,4288,14822
3110035E14Rik,1,4291,14807
3110035E14Rik,1,4293,14826
3110035E14Rik,1,4294,14831
3110035E14Rik,1,4295,14824
3110035E14Rik,1,4296,14164
3110035E14Rik,1,4298,14816
3110035E14Rik,1,4303,14818
3110035E14Rik,1,4306,14079
3110035E14Rik,1,4308,14834
3110035E14Rik,1,4310,14808
3110035E14Rik,1,4314,13639
3110035E14Rik,1,4316,14846
3110035E14Rik,1,4317,14820
3110035E14Rik,1,4321,14852
3110035E14Rik,1,4322,14856
3110035E14Rik,1,4323,14870
3110035E14Rik,1,4358,14328
3110035E14Rik,1,4360,14556
3110035E14Rik,1,4367,13756
3110035E14Rik,1,4375,14394
3110035E14Rik,1,4376,14822
3110035E14Rik,1,4379,13595
3110035E14Rik,1,4431,13431
3110035E14Rik,1,4439,13860
3110035E14Rik,1,4444,13249
3110035E14Rik,1,4457,13733
3110035E14Rik,1,4464,14116
3110035E14Rik,1,4469,13104
3110035E14Rik,1,4473,13115
3110035E14Rik,1,4476,14419
3110035E14Rik,1,4479,13150
3110035E14Rik,1,4487,13111
3110035E14Rik,1,4496,13090
3110035E14Rik,1,4508,13224
3110035E14Rik,1,4510,13269
3110035E14Rik,1,4511,13376
3110035E14Rik,1,4515,13381
3110035E14Rik,1,4520,13602
3110035E14Rik,1,4535,13073
3110035E14Rik,1,4539,13190
3110035E14Rik,1,4540,13277
3110035E14Rik,1,4559,14243
3110035E14Rik,1,4559,14337
3110035E14Rik,1,4562,13493
3110035E14Rik,1,4563,13336
3110035E14Rik,1,4569,13294
3110035E14Rik,1,4576,13039
3110035E14Rik,1,4578,13247
3110035E14Rik,1,4578,13345
3110035E14Rik,1,4583,13321
3110035E14Rik,1,4585,13478
3110035E14Rik,1,4589,13306
3110035E14Rik,1,4591,13327
3110035E14Rik,1,4593,13753
3110035E14Rik,1,4597,13311
3110035E14Rik,1,4599,14261
3110035E14Rik,1,4600,13080
3110035E14Rik,1,4603,13460
3110035E14Rik,1,4603,14724
3110035E14Rik,1,4604,13174
3110035E14Rik,1,4608,13454
3110035E14Rik,1,4608,13467
3110035E14Rik,1,4610,13347
3110035E14Rik,1,4615,13517
3110035E14Rik,1,4618,13486
3110035E14Rik,1,4620,13446
3110035E14Rik,1,4621,13238
3110035E14Rik,1,4621,13292
