model_class,Astro.1,Astro.2,Astro.3,Astro.4,Astro.5,Cacna2d1.Lhx6.Reln,Cacna2d1.Lhx6.Vwa5a,Cacna2d1.Ndnf.Cxcl14,Cacna2d1.Ndnf.Npy,Cacna2d1.Ndnf.Rgs10,Calb2.Cntnap5a.Igfbp6,Calb2.Cntnap5a.Rspo3,Calb2.Cntnap5a.Vip,Calb2.Cryab,Calb2.Vip.Gpd1,Calb2.Vip.Igfbp4,Calb2.Vip.Nos1,Cck.Calca,Cck.Cxcl14.Calb1.Igfbp5,Cck.Cxcl14.Calb1.Kctd12,Cck.Cxcl14.Calb1.Tac2,Cck.Cxcl14.Calb1.Tnfaip8l3,Cck.Cxcl14.Vip,Cck.Lmo1.Vip.Crh,Cck.Lmo1.Vip.Fam19a2,Cck.Lmo1.Vip.Tac2,Cck.Lypd1,Cck.Sema5a,Choroid,Endo,Eryth.1,Eryth.2,Microglia.1,Microglia.2,Ntng1.Chrm2,Ntng1.Rgs10,Ntng1.Synpr,Oligo.1,Oligo.3,Oligo.4,Oligo.5,PC.CA1.1,PC.CA1.2,PC.CA1.3,PC.Other1,PC.Other2,Pvalb.C1ql1.Cpne5,Pvalb.C1ql1.Npy,Pvalb.C1ql1.Pvalb,Pvalb.Tac1.Akr1c18,Pvalb.Tac1.Nr4a2,Pvalb.Tac1.Sst,Pvalb.Tac1.Syt2,Sst.Cryab,Sst.Erbb4.Crh,Sst.Erbb4.Rgs10,Sst.Erbb4.Th,Sst.Npy.Cort,Sst.Npy.Mgat4c,Sst.Npy.Serpine2,Sst.Npy.Zbtb20,Sst.Pnoc.Calb1.Igfbp5,Sst.Pnoc.Calb1.Pvalb,Sst.Pnoc.Pvalb,Vip.Crh.C1ql1,Vip.Crh.Pcp4,Vsmc,Zero
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00358620992884,0.0,0.001690148422095,0.003262837565655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029236148816980004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010476372005760002,0.9857573692646441
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.095162335634839,0.0059396030496930005,0.302027246585963,0.009680558169184,0.0448565474,0.002619393154976,0.006165284240613,0.001175942720338,0.024272992221506,0.012828051576634001,0.005724938479069,0.029750478625131003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019540007860640004,0.002066947730668,0.0,0.002051112390032,0.0,0.0,0.016843977326740003,0.0,0.0,0.027956982019895,0.003432343719713,0.0,0.12044818861682101,0.13041461078424002,0.0,0.018251964177168,0.0,0.0,0.0,0.0,0.010684093109419,0.0,0.10081851404406701,0.011265434654557,0.012400122409119,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.001314582140313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29882345549968403,0.683544786483904,0.011932980325079001,0.0017726809577090002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oligo.5,0.012436500891323001,0.009581422609438001,0.0048482971597160005,0.0034758416306860003,0.008509494539591001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015361047400760002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015615337483500002,0.028481110682017002,0.0,0.0067270588727950005,0.009666589079406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006837385983049,0.9016451265349
Oligo.5,0.0015771775694900002,0.0,0.001228218123424,0.0,0.005340711207487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007794393474588001,0.0027886417476080004,0.0,0.064234315329317,0.099230297040326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013461425245906001,0.8033000185425031
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001090318841024,0.0,0.0,0.020077897584168003,0.0,0.012570535872778002,0.5872145893066301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372322515449515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001188823730326,0.0033433858557680002,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.001471546421646,0.0013344981240780002,0.429586160478898,0.013126921213188002,0.075955879215737,0.015280203470285001,0.016765759534322,0.004317991650439001,0.34761600563022205,0.0034159796771360005,0.008302017956965,0.0015407789324810002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043582856350446,0.0,0.0,0.033875912772794003
Oligo.5,0.015756027101790002,0.014560166000384001,0.014520273033776001,0.007363208699667001,0.011038957477324,0.0,0.0,0.010493971884464002,0.0,0.0,0.0017856477126720002,0.009399018090712,0.001003852586892,0.004147554277112,0.00103068156167,0.0036932581439560004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002270989434686,0.0,0.0015576476837000002,0.0018968450279270002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346848756733514,0.005722745488925001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024447454109230004,0.0,0.0040222463366110005,0.537734984803875
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18350637929555103,0.0,0.0,0.0,0.004102305081315,0.007526844364886,0.7435521656111621,0.002050094864271,0.009780306389153,0.042151216447523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058551736734360005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002157092229114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9061101219184631,0.049584263880102,0.0,0.0,0.0,0.030111696990946003,0.0034706327439520002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005252714226214
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005221032279289,0.0,0.9319572333774141,0.0,0.061967038672920007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oligo.5,0.114705514969166,0.016289033045634,0.16496903479469702,0.013919860977123001,0.017413942164329,0.0,0.0,0.0019453650991080001,0.0,0.0,0.0,0.0,0.0,0.002112373846303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628265451846,0.0026462805539870004,0.0,0.008895400823603001,0.0064098975340340005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037235851615143006,0.0010451075170740001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005196954232517001,0.0,0.002583987598134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075534649531690005,0.590599879047166
Oligo.5,0.0,0.0,0.0,0.0,0.0012266548705500001,0.0,0.0,0.0,0.0,0.0013544883339420002,0.04529982153282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035660125231150005,0.003631288202774,0.0,0.007200443279947,0.00627219291101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010264001977600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005008582498135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010830093184951001,0.9018074205554941
Oligo.5,0.006851752705085001,0.008081124302506001,0.0029258650316430004,0.0018022040270070001,0.009468574627433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001602823332119,0.004029286316477,0.0,0.019744477756474,0.020406469272607003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006511352524643001,0.9181865840821011
Oligo.5,0.004760872334885,0.004710229852272,0.0034867272181610003,0.0014938211505880002,0.006498882095471,0.0,0.0,0.0,0.0,0.0,0.0016113826322250002,0.002233050827791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011416362076721,0.008193224243353,0.002269004708773,0.005183360884961,0.003299069479928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47857448686074605,0.009562018051150001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013250840075101002,0.43986336607236803
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030244906787710002,0.0,0.0,0.0,0.0038265122932340002,0.0,0.077738075045721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029284002563273,0.0,0.282437108859389,0.022652212885681002,0.0,0.0,0.0,0.0,0.006210116831915,0.0,0.0,0.149908723160946,0.039443381854941006,0.027237748642109,0.018130740335472,0.0,0.0,0.0,0.0,0.0,0.10331824588375901,0.234467087146004,0.0,0.0,0.0,0.0
Oligo.5,0.241521000018827,0.138128297726536,0.089157600258675,0.049115898830012,0.278747008321791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001045243162122,0.0014101090209890001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009414127773557001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189591936934965
Oligo.5,0.107357688270867,0.029654351703677,0.099249127557511,0.014606876547449,0.057366259303705,0.0,0.0,0.0031458202835490004,0.0,0.0,0.07011882174775301,0.055122788724825005,0.031324876673918,0.032778358148969004,0.103229461193186,0.071653057273797,0.09419227562403001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036341594316810005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018317052374265,0.0,0.0,0.0,0.008846978701145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08782265405088,0.023094010572349003,0.0,0.0,0.08357998367213301
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008345882260069,0.0,0.001236649548965,0.0012851285794420002,0.0,0.0,0.030137480812222003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147324283529001,0.0,0.0,0.0030929610094060003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517823033975198,0.0054091171608750006,0.21056865348879103,0.0016289117046360002,0.10762867123773201,0.0,0.10296654523028101,0.0,0.0,0.0,0.0,0.0,0.0,0.001291755912133,0.0,0.0,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.0,0.0017395299529580001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050921170102090005,0.017157350459314002,0.004555124005328,0.04184841231095,0.026116565387167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036535227638950004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157930882660997,0.692882924018418
Oligo.5,0.0,0.0,0.001051372786087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09949034245431201,0.058668884209259003,0.055511741339556005,0.150996421997092,0.10057537934949201,0.005294392026284,0.007388752801946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001960928741145,0.00537368691672,0.0,0.141666986956225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21063775522216802,0.0,0.054435435867685004,0.0,0.0,0.006389411991849001,0.004123922010644,0.05976470311376501,0.002479867635659,0.0010186407296800001,0.0040112515472180005,0.026646872347554,0.0,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.0,0.001216371788133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006278113111115,0.003336148395157,0.0,0.010339634096485001,0.012982637692082001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018048226556049003,0.9451576643077461
Oligo.5,0.0,0.0,0.0,0.0,0.0010227506478620002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008561606249045001,0.0037576755864120004,0.0,0.005729046489116,0.005177763605802001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018678290884263,0.9540769291966981
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002849370189689,0.0,0.0019029487924340002,0.0031835218701400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008792930942399,0.0,0.005126145223259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038246366188594005,0.0,0.0,0.0,0.022774357915578,0.17371371804076102,0.0,0.0,0.248330635232781,0.005177020211454,0.42590652036869703,0.0,0.0,0.0,0.0,0.0,0.0,0.017622293730535,0.0,0.0,0.012408989595464002,0.028711305969469
Oligo.5,0.0013041564007850001,0.001310006011342,0.0,0.0,0.0014051040756840002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022732509341210003,0.003726640325661,0.0,0.0052231810573560005,0.007400780660562001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006122544467845,0.969597056661269
Oligo.5,0.001067443164945,0.001216840722933,0.0,0.0,0.001984911981914,0.0,0.0,0.0,0.0,0.0,0.0036987486134960005,0.008693232272954,0.0024433576260770003,0.002052297747709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008252630532805,0.014065413168923001,0.0,0.018796056682004,0.025927993555143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026171882873716003,0.8812364782488201
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999129434959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oligo.5,0.051925479946687,0.036105252031285,0.48047427252372005,0.026123862266857003,0.037562329634304004,0.0,0.0,0.0037334744877100005,0.0,0.00807230791276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001406593363423,0.0,0.0018542170129560002,0.001365219338533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013500278337910002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005533048973915,0.0,0.0,0.0,0.017749873028808,0.045205406894447006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004890250574636001,0.0,0.0,0.001176543546167,0.27213819315799104
Oligo.5,0.030868674125223,0.047185296619671004,0.033825563402096005,0.044391897953868005,0.036082838757008004,0.026173633359171004,0.004727256635079001,0.011519159233241,0.007121826015629,0.015853262740642002,0.051913643245199,0.047592852661084005,0.029092532013938,0.022680066700693002,0.002906834572747,0.027835498461806003,0.008765404835288001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03714024498176,0.0101322095965,0.032822272709499,0.002088237991785,0.0026625783840130003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007443942098139001,0.0,0.0,0.0,0.0,0.0024087162671550004,0.014304881168352001,0.0,0.0,0.005489063771510001,0.0,0.0,0.0,0.018913246656567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014336333388216,0.0,0.050134659373662,0.34998073972819305
Oligo.5,0.001875506366709,0.0,0.0,0.0,0.001979450193907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047912613192053005,0.0021081979594810003,0.0,0.021182239935848002,0.012581885221279001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028490590448018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058752914388947,0.822821883068039
Oligo.5,0.002495563086946,0.002485834222756,0.013469686941456002,0.0,0.005803273718371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054233577393470005,0.002261161144651,0.0,0.030370746573529003,0.008971527874491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014418823681350001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006243323900406001,0.918488406617716
Oligo.5,0.0016710834149900001,0.0016662442104370002,0.0,0.0,0.0025295081631760002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017270189894553003,0.0,0.0019695903431490003,0.002679699178252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017209867870290002,0.968609802081387
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021469042356645002,0.0,0.0037936679922520003,0.02017775198541,0.029429762834026003,0.003940248449257,0.542872197976299,0.0036890046110000002,0.00971379572529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025373129947492003,0.008075535331389001,0.0,0.021419904746428003,0.0,0.032121060058503,0.022041718975464003,0.0,0.0,0.0,0.0054503943015040005,0.0,0.0,0.191402840785657,0.036976237504768,0.017248993654252,0.0,0.0
Oligo.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001237235691574,0.0,0.9899792798156051,0.0,0.008016219163767001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oligo.5,0.045940028243906,0.07689322671335201,0.028572077823369003,0.37139108130026105,0.046846217213108006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011543865671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004530560142664001,0.007609138784521001,0.00454168746133,0.0028983749011160004,0.0030790772049420004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014364245384975001,0.389992101662231
Oligo.5,0.045648706303745006,0.06253525306950801,0.13602603277070202,0.136938725237731,0.027019092677033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032887627598730002,0.0025462594487320003,0.004044875379193001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005904466423001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265345812575952,0.128376962684725,0.0,0.0,0.0,0.004487216658444,0.00675178619028,0.0043577720162100006,0.0,0.004308179403378,0.001420988408197,0.0027805477837900003,0.0,0.015600551062592002,0.058105688128065006,0.001351760956416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077375615749271
Oligo.5,0.0017169362081310001,0.0010012496619160002,0.0,0.0,0.002444540322947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004256412054524,0.0,0.003219052046795,0.0042648547602790006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011486379315390001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034569102744140003,0.975911914495679
Oligo.5,0.0,0.0,0.002467069549777,0.0,0.0,0.0,0.0,0.009157114227849001,0.0,0.0020988099686590003,0.004089664196234,0.0,0.0,0.041253215362575,0.005229788462415,0.008303999188885,0.005177302074513001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059539266570002004,0.0,0.0,0.0033556514137250003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482272763946318,0.007354389744363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033746918136038,0.0,0.0,0.015851372256686,0.172663459407313,0.0,0.12714009568668802,0.0,0.0,0.0,0.0,0.0,0.0,0.0028349417500280003,0.0,0.0,0.009608811380978001,0.002896712176367
Oligo.5,0.0014837606124050002,0.0,0.0,0.0,0.0025751009919700004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03797589490231,0.019838281585429003,0.006009331177770001,0.016393055190115,0.010648762824142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008230095719071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054219818756204005,0.8390454970790521
