Gene,Expt,x,y
3110035E14Rik,1,3781,12428
3110035E14Rik,1,3789,12703
3110035E14Rik,1,3792,11846
3110035E14Rik,1,3797,11684
3110035E14Rik,1,3800,12748
3110035E14Rik,1,3803,12732
3110035E14Rik,1,3811,11512
3110035E14Rik,1,3812,11520
3110035E14Rik,1,3835,12182
3110035E14Rik,1,3773,14238
3110035E14Rik,1,3774,13815
3110035E14Rik,1,3775,12787
3110035E14Rik,1,3775,13564
3110035E14Rik,1,3775,13634
3110035E14Rik,1,3775,14499
3110035E14Rik,1,3776,13212
3110035E14Rik,1,3778,12863
3110035E14Rik,1,3778,13110
3110035E14Rik,1,3778,13135
3110035E14Rik,1,3778,13528
3110035E14Rik,1,3778,13550
3110035E14Rik,1,3779,13574
3110035E14Rik,1,3780,13798
3110035E14Rik,1,3780,14047
3110035E14Rik,1,3782,13585
3110035E14Rik,1,3783,12924
3110035E14Rik,1,3783,13576
3110035E14Rik,1,3784,13174
3110035E14Rik,1,3784,14382
3110035E14Rik,1,3785,13558
3110035E14Rik,1,3786,13568
3110035E14Rik,1,3786,13615
3110035E14Rik,1,3787,13564
3110035E14Rik,1,3788,13470
3110035E14Rik,1,3788,13548
3110035E14Rik,1,3789,14152
3110035E14Rik,1,3790,13334
3110035E14Rik,1,3790,14151
3110035E14Rik,1,3791,12870
3110035E14Rik,1,3791,14238
3110035E14Rik,1,3792,13830
3110035E14Rik,1,3794,12955
3110035E14Rik,1,3794,13266
3110035E14Rik,1,3794,13835
3110035E14Rik,1,3795,13750
3110035E14Rik,1,3796,12963
3110035E14Rik,1,3798,13262
3110035E14Rik,1,3798,13291
3110035E14Rik,1,3798,13939
3110035E14Rik,1,3799,13292
3110035E14Rik,1,3799,13821
3110035E14Rik,1,3799,14071
3110035E14Rik,1,3802,12942
3110035E14Rik,1,3803,13276
3110035E14Rik,1,3804,14025
3110035E14Rik,1,3805,13289
3110035E14Rik,1,3805,13304
3110035E14Rik,1,3805,13633
3110035E14Rik,1,3805,14028
3110035E14Rik,1,3806,13446
3110035E14Rik,1,3806,13676
3110035E14Rik,1,3807,13445
3110035E14Rik,1,3807,13869
3110035E14Rik,1,3807,13975
3110035E14Rik,1,3808,13919
3110035E14Rik,1,3809,12859
3110035E14Rik,1,3809,13004
3110035E14Rik,1,3809,13439
3110035E14Rik,1,3809,13663
3110035E14Rik,1,3810,13017
3110035E14Rik,1,3810,14267
3110035E14Rik,1,3811,13042
3110035E14Rik,1,3812,13031
3110035E14Rik,1,3812,13075
3110035E14Rik,1,3813,12966
3110035E14Rik,1,3813,13101
3110035E14Rik,1,3813,14201
3110035E14Rik,1,3814,13074
3110035E14Rik,1,3814,13102
3110035E14Rik,1,3814,13334
3110035E14Rik,1,3776,14986
3110035E14Rik,1,3776,15678
3110035E14Rik,1,3780,15370
3110035E14Rik,1,3782,14787
3110035E14Rik,1,3783,15002
3110035E14Rik,1,3785,14770
3110035E14Rik,1,3787,14806
3110035E14Rik,1,3788,16333
3110035E14Rik,1,3845,12769
3110035E14Rik,1,3853,12490
3110035E14Rik,1,3856,12267
3110035E14Rik,1,3861,12268
3110035E14Rik,1,3862,11712
3110035E14Rik,1,3865,12159
3110035E14Rik,1,3875,12690
3110035E14Rik,1,3877,11751
3110035E14Rik,1,3883,12712
3110035E14Rik,1,3884,12711
3110035E14Rik,1,3887,12756
3110035E14Rik,1,3889,12576
3110035E14Rik,1,3891,11419
3110035E14Rik,1,3900,11434
3110035E14Rik,1,3901,11398
3110035E14Rik,1,3906,12413
3110035E14Rik,1,3911,12685
3110035E14Rik,1,3939,12749
3110035E14Rik,1,3957,12044
3110035E14Rik,1,3963,11308
3110035E14Rik,1,3963,12141
3110035E14Rik,1,3964,12236
3110035E14Rik,1,3966,11491
3110035E14Rik,1,3972,11368
3110035E14Rik,1,4018,11815
3110035E14Rik,1,4029,12300
3110035E14Rik,1,4033,12367
3110035E14Rik,1,4043,11877
